Rk,Player,G,Sk,Pts,Sfty,Tgt,Def%,Fmb,Int,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
180,Bradley Chubb,16,11,0,0,9,75.7,0,0,2023,27,MIA,16,16,0,0,0,,0,0,,0,0,0,11,45,28,73,11,22,0,0,0,2,0,2,2,0,6,9,6,66.7,29,4.8,3.2,1,108.1,-1.1,-4,33,25,9,11,1,33,14,16.1,0,0,836,75.7,18,3.9,LB
181,Dylan Cole,16,0,0,0,0,0.3,0,0,2023,29,CHI,16,0,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,3,0.3,332,74.9,LB
182,Tae Davis,16,0,0,0,0,0,0,0,2023,27,"ATL,CAR",16,0,0,0,0,,0,0,,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,317,34.9,LB
183,Mohamoud Diabate,16,0,0,0,0,2.5,0,0,2023,22,CLE,16,1,0,0,0,,0,0,,0,0,0,0,3,5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,0,0,0,0,27,2.5,296,58,LB
184,Victor Dimukeje,16,4,0,0,4,34.8,0,0,2023,24,ARI,16,6,0,0,0,,0,0,,0,0,0,4,21,11,32,5,8,0,0,0,1,0,0,0,0,1,4,3,75,16,5.3,4,0,81.2,8.3,12,4,9,3,3,0,11,0,0,0,0,386,34.8,285,64.2,OLB
185,Bud Dupree,16,6.5,0,0,6,63.6,0,0,2023,30,ATL,16,16,0,0,0,,0,0,,0,0,0,6.5,17,22,39,8,8,0,0,0,3,0,0,0,0,2,6,5,83.3,48,9.6,8,0,100,-0.3,-7,55,33,13,3,2,24,4,9.3,0,0,724,63.6,4,0.9,OLB
186,Christian Elliss,16,0,0,0,5,5.2,0,0,2023,24,"NWE,PHI",16,1,0,0,0,,0,0,,0,0,0,0,15,8,23,2,0,0,0,0,0,0,0,0,0,0,5,3,60,49,16.3,9.8,0,92.9,3.4,22,27,8,1,0,0,1,2,8,0,0,119,5.2,325,36,LB
187,Demetrius Flannigan-Fowles,16,0,0,0,4,14.7,0,0,2023,27,SFO,16,1,0,0,0,,0,0,,0,0,0,0,12,7,19,4,0,0,0,0,1,0,0,0,0,0,4,2,50,38,19,9.5,0,83.3,7.3,18,20,2,0,0,0,0,1,5,0,0,161,14.7,293,67.5,LB
188,Mike Ford,16,0,0,0,22,15.1,0,1,2023,28,CLE,16,1,0,0,0,,0,0,,0,0,0,0,22,6,28,0,0,1,10,0,2,0,1,0,0,0,22,14,63.6,160,11.4,7.3,5,106.1,9.4,103,57,3,0,0,0,0,1,3.4,0,0,160,15.1,357,70,LB
189,Zaire Franklin,16,1.5,0,0,84,93,0,0,2023,27,IND,16,16,0,0,0,,0,0,,0,0,0,1.5,107,72,179,3,3,0,0,0,6,0,0,0,0,2,84,65,77.4,663,10.2,7.9,1,103.4,4.6,225,438,23,0,1,1,3,15,7.7,2,0.2,1089,93,96,19.2,LB
190,Willie Gay Jr.,16,1,0,0,29,57.4,0,1,2023,25,KAN,16,15,0,0,0,,0,0,,0,0,0,1,44,14,58,4,3,1,24,0,4,0,3,1,0,1,29,22,75.9,177,8,6.1,0,76.4,2.4,31,146,37,2,2,1,5,4,6.5,0,0,624,57.4,8,1.9,LB
191,Markus Golden,16,4,0,0,2,20.4,0,0,2023,32,PIT,16,0,0,0,0,,0,0,,0,0,0,4,14,6,20,6,10,0,0,0,1,0,1,0,0,0,2,1,50,14,14,7,0,72.9,-3.5,-7,21,14,0,5,1,9,0,0,0,0,230,20.4,13,2.9,LB
192,Randy Gregory,16,3.5,0,0,5,19.2,0,0,2023,31,"DEN,SFO",16,3,0,0,0,,0,0,,0,0,0,3.5,14,6,20,6,10,0,0,0,1,0,0,0,0,0,5,4,80,34,8.5,6.8,0,95,1.2,-3,37,7,3,6,1,13,1,4.8,0,0,426,19.2,46,5.1,LB
193,Christian Harris,16,2,0,0,55,66.2,0,0,2023,22,HOU,16,12,0,0,0,,0,0,,0,0,0,2,65,36,101,7,3,0,0,0,7,0,0,0,0,1,55,41,74.5,365,8.9,6.6,1,97.9,1.5,27,338,29,0,1,2,3,9,8.2,0,0,755,66.2,76,16.3,LB
194,Neville Hewitt,16,0,0,0,0,0.3,0,0,2023,30,HOU,16,0,0,0,0,,0,0,,0,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,3,0.3,366,78.5,LB
195,Josey Jewell,16,3,0,0,43,70.4,0,0,2023,29,DEN,16,15,0,0,0,,0,0,,0,0,0,3,60,48,108,2,3,0,0,0,3,0,3,10,0,2,43,29,67.4,196,6.8,4.6,2,92.8,3.4,74,122,38,1,1,0,5,4,3.6,0,0,796,70.4,69,14.9,LB
196,Nathan Landman,16,2,0,0,42,70.9,0,1,2023,25,ATL,16,14,0,0,0,,0,0,,0,0,0,2,66,44,110,7,4,1,25,0,3,0,0,0,0,3,42,29,69,262,9,6.2,1,83.6,2.5,61,201,17,1,2,0,5,13,10.6,0,0,808,70.9,125,26.9,LB
197,Boye Mafe,16,9,0,0,8,68,0,0,2023,25,SEA,16,16,0,0,0,,0,0,,0,0,0,9,35,17,52,9,16,0,0,0,6,0,2,3,0,1,8,6,75,111,18.5,13.9,1,156.2,2.6,12,99,14,8,8,5,25,3,5.5,0,0,808,68,77,16.7,LB
198,Luke Masterson,16,0,0,0,19,16,0,0,2023,25,LVR,16,1,0,0,0,,0,0,,0,0,0,0,17,10,27,0,0,0,0,0,1,0,0,0,0,2,19,14,73.7,154,11,8.1,0,97.3,4.1,67,87,2,0,0,0,0,3,10,0,0,181,16,333,76.7,LB
199,Isaiah McDuffie,16,0.5,0,0,31,46.2,0,0,2023,24,GNB,16,8,0,0,0,,0,0,,0,0,0,0.5,56,30,86,5,3,0,0,0,1,0,0,0,0,0,31,24,77.4,274,11.4,8.8,0,103.4,4.6,128,146,19,1,2,0,4,5,5.5,0,0,513,46.2,202,47.1,LB
200,Micah McFadden,16,1,0,0,35,65.3,0,1,2023,23,NYG,16,14,0,0,0,,0,0,,0,0,0,1,63,38,101,12,6,1,5,0,5,0,4,10,0,0,35,26,74.3,178,6.8,5.1,1,82.8,1.4,9,169,53,2,4,0,8,22,17.9,0,0,737,65.3,172,37.6,LB
201,Anthony Nelson,16,3,0,0,8,36.3,0,0,2023,26,TAM,16,0,0,0,0,,0,0,,0,0,0,3,21,19,40,7,6,0,0,0,1,0,0,0,0,0,8,7,87.5,39,5.6,4.9,0,87,2.3,14,25,15,2,3,1,8,0,0,0,0,409,36.3,197,45.8,OLB
202,Jeremiah Owusu-Koramoah,16,3.5,0,0,45,71.7,0,2,2023,24,CLE,16,13,0,0,0,,0,0,,0,0,0,3.5,72,29,101,20,5,2,8,0,6,0,0,0,0,1,45,35,77.8,250,7.1,5.6,3,93.5,2.9,71,179,60,1,0,1,5,13,11.4,0,0,761,71.7,144,28.2,LB
203,Owen Pappoe,16,0,0,0,6,10.3,0,0,2023,23,ARI,16,1,0,0,0,,0,0,,0,0,0,0,5,6,11,0,1,0,0,0,1,0,0,0,0,0,6,5,83.3,37,7.4,6.2,0,92.4,2.2,19,18,10,0,1,1,1,1,8.3,0,0,114,10.3,240,54.1,LB
204,Elandon Roberts,16,2.5,0,0,48,51.5,0,0,2023,29,PIT,16,15,0,0,0,,0,0,,0,0,0,2.5,68,33,101,10,6,0,0,0,2,0,0,0,0,0,48,39,81.3,343,8.8,7.1,1,103.4,3.1,142,201,32,2,3,1,8,7,6.5,0,0,581,51.5,126,27.9,LB
205,Nephi Sewell,16,0,0,0,3,5.1,0,0,2023,25,NOR,16,0,0,0,0,,0,0,,0,0,0,0,11,4,15,2,0,0,0,0,0,0,0,0,0,1,3,2,66.7,0,0,0,0,70.1,1.7,-5,5,3,0,0,0,0,0,0,3,0.3,57,5.1,266,57.2,LB
206,Roquan Smith,16,1.5,0,0,82,92.2,0,1,2023,26,BAL,16,16,0,0,0,,0,0,,0,0,0,1.5,84,74,158,5,5,1,30,0,8,0,0,0,0,1,82,63,76.8,676,10.7,8.2,2,103.5,5.2,304,372,42,1,4,1,7,8,4.8,0,0,1067,92.2,1,0.2,LB
207,E.J. Speed,16,1,0,0,59,62.2,0,0,2023,28,IND,16,11,0,0,0,,0,0,,0,0,0,1,78,24,102,12,2,0,0,0,4,0,0,0,0,3,59,38,64.4,285,7.5,4.8,0,75.9,3,97,188,32,2,1,0,4,14,12.1,0,0,728,62.2,249,49.7,LB
208,Drue Tranquill,16,4.5,0,0,30,53,0,0,2023,28,KAN,16,8,0,0,0,,0,0,,0,0,0,4.5,53,25,78,7,7,0,0,0,1,0,0,0,0,2,30,24,80,184,7.7,6.1,0,92.2,3.5,70,114,49,1,2,0,8,7,8.2,0,0,577,53,97,22.8,LB
209,Zeke Turner,16,0,0,0,2,4.5,0,0,2023,27,ARI,16,1,0,0,0,,0,0,,0,0,0,0,8,12,20,0,0,0,0,0,0,0,0,0,0,0,2,2,100,17,8.5,8.5,0,102.1,3.5,7,10,0,0,0,0,0,0,0,0,0,50,4.5,345,77.7,LB
210,Pete Werner,16,0.5,0,0,61,83.1,0,1,2023,24,NOR,16,16,0,0,0,,0,0,,0,0,0,0.5,60,33,93,4,1,1,0,0,1,0,2,3,0,0,61,49,80.3,450,9.2,7.4,2,101.5,4.9,193,257,40,1,0,0,2,4,4.1,0,0,920,83.1,13,2.8,LB
211,Matthew Adams,17,0,0,0,2,9.1,0,0,2023,28,CLE,17,1,0,0,0,,0,0,,0,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,1,2,1,50,4,4,2,0,56.2,2,4,0,7,0,0,0,0,3,15,0,0,97,9.1,435,85.3,LB
212,Josh Hines-Allen,17,17.5,0,0,9,79.1,0,1,2023,26,JAX,17,17,0,0,0,,0,0,,0,0,0,17.5,43,23,66,17,33,1,8,0,1,0,0,0,0,2,9,6,66.7,64,10.7,7.1,0,47.7,-1.9,-3,67,58,14,13,0,46,7,9.6,0,0,880,79.1,85,19.2,OLB
213,Azeez Al-Shaair,17,2,0,0,49,95.7,0,0,2023,26,TEN,17,17,0,0,0,,0,0,,0,0,0,2,84,79,163,9,6,0,0,0,4,0,1,0,0,0,49,34,69.4,281,8.3,5.7,2,97.4,5.1,103,178,42,1,4,1,7,13,7.4,0,0,1102,95.7,74,16.3,LILB
214,Markus Bailey,17,0,0,0,1,2.6,0,0,2023,26,CIN,17,0,0,0,0,,0,0,,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,1,1,100,22,22,22,0,118.7,21,21,1,1,0,0,0,0,0,0,0,0,29,2.6,309,67.5,LB
215,Zack Baun,17,2,0,0,11,27.2,1,1,2023,27,NOR,17,6,0,0,0,,0,0,,0,0,0,2,20,10,30,4,4,1,10,0,2,1,0,0,0,0,11,10,90.9,86,8.6,7.8,2,100.9,3.2,24,62,25,4,2,1,8,3,9.1,0,0,301,27.2,385,82.8,RLB
216,Terrel Bernard,17,6.5,0,0,56,93.2,0,3,2023,24,BUF,17,17,0,0,0,,0,0,,0,0,0,6.5,84,59,143,10,9,3,2,0,5,0,3,-1,0,0,56,40,71.4,388,9.7,6.9,2,80.1,5,159,229,50,5,2,1,14,15,9.5,0,0,999,93.2,56,13,LB
217,Chris Board,17,0,0,0,0,0.1,0,0,2023,28,NWE,17,0,0,0,0,,0,0,,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0.1,407,88.9,LB
218,Jack Campbell,17,2,0,0,31,58.5,0,0,2023,23,DET,17,12,0,0,0,,0,0,,0,0,0,2,52,43,95,5,3,0,0,0,1,0,0,0,0,0,31,25,80.6,298,11.9,9.6,2,128.2,5.1,127,171,43,1,1,0,4,10,9.5,0,0,639,58.5,173,38.3,LB
219,Lorenzo Carter,17,3,0,0,3,37.8,0,0,2023,28,ATL,17,1,0,0,0,,0,0,,0,0,0,3,24,11,35,6,9,0,0,0,1,0,2,19,0,1,3,2,66.7,9,4.5,3,0,70.1,2,0,9,8,2,6,0,11,3,7.9,0,0,431,37.8,153,32.9,OLB
220,K'Lavon Chaisson,17,2,0,0,2,25.4,0,0,2023,24,JAX,17,0,0,0,0,,0,0,,0,0,0,2,9,4,13,4,8,0,0,0,1,0,0,0,0,0,2,2,100,18,9,9,0,104.2,-2,-4,22,19,2,6,0,10,0,0,0,0,283,25.4,111,25.1,OLB
221,Leo Chenal,17,3,0,0,19,40.7,0,0,2023,23,KAN,17,10,0,0,0,,0,0,,0,0,0,3,40,25,65,8,7,0,0,0,1,0,0,0,0,0,19,16,84.2,126,7.9,6.6,0,94.3,4.3,49,77,24,4,4,1,11,3,4.4,0,0,443,40.7,306,72,LB
222,Damone Clark,17,0,0,0,32,73.3,0,0,2023,23,DAL,17,17,0,0,0,,0,0,,0,0,0,0,70,39,109,4,3,0,0,0,3,0,1,0,0,0,32,24,75,224,9.3,7,1,104.2,3.1,51,173,42,1,1,0,2,4,3.5,0,0,784,73.3,101,22.8,LB
223,Jadeveon Clowney,17,9.5,0,0,2,56.5,0,0,2023,30,BAL,17,15,0,0,0,,0,0,,0,0,0,9.5,24,19,43,9,19,0,0,0,5,0,1,0,0,2,2,2,100,1,0.5,0.5,0,79.2,-4,-8,9,7,4,9,3,23,5,10.4,0,0,654,56.5,1,0.2,OLB
224,Jack Cochrane,17,0,0,0,10,16.5,0,0,2023,24,KAN,17,1,0,0,0,,0,0,,0,0,0,0,21,7,28,2,0,0,0,0,1,0,0,0,0,0,10,7,70,37,5.3,3.7,0,75.8,-1.1,-17,54,10,0,0,0,0,1,3.4,0,0,180,16.5,336,79.1,LB
225,Zaven Collins,17,3.5,0,0,9,57.5,0,1,2023,24,ARI,17,17,0,0,0,,0,0,,0,0,0,3.5,27,14,41,6,6,1,1,0,3,0,1,0,0,0,9,6,66.7,50,8.3,5.6,0,41.2,0.1,-5,55,22,6,2,0,12,2,4.7,0,0,637,57.5,3,0.7,LB
226,Jonathon Cooper,17,8.5,6,0,14,74,0,1,2023,25,DEN,17,17,1,0,0,,0,0,,0,0,6,8.5,44,28,72,8,13,1,4,0,2,0,2,35,1,1,14,10,71.4,117,11.7,8.4,0,66.7,3.9,47,70,28,9,4,0,22,4,5.3,0,0,836,74,109,23.6,OLB
227,Carter Coughlin,17,0,0,0,0,0.2,0,0,2023,26,NYG,17,0,0,0,0,,0,0,,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,0,0,0,0,2,0.2,397,86.7,LB
228,Demario Davis,17,6.5,0,0,46,97.1,0,0,2023,34,NOR,17,17,0,0,0,,0,0,,0,0,0,6.5,74,47,121,12,11,0,0,0,4,0,1,20,0,1,46,29,63,232,8,5,2,90.1,4.7,82,150,39,3,5,0,15,11,8.3,0,0,1075,97.1,3,0.6,MLB
229,YaYa Diaby,17,7.5,0,0,8,45.7,0,0,2023,24,TAM,17,7,0,0,0,,0,0,,0,0,0,7.5,25,13,38,12,8,0,0,0,0,0,2,-2,0,1,8,7,87.5,40,5.7,5,0,87.5,1.1,14,26,21,4,2,0,14,3,7.3,0,0,515,45.7,97,22.6,OLB
230,Tyrel Dodson,17,2.5,0,0,35,51.2,0,0,2023,25,BUF,17,10,0,0,0,,0,0,,0,0,0,2.5,57,17,74,8,6,0,0,0,2,0,1,0,0,1,35,29,82.9,275,9.5,7.9,1,108.9,0.9,30,245,36,1,3,0,7,7,8.6,0,0,549,51.2,184,42.8,LB
231,Arnold Ebiketie,17,6,0,0,14,33.7,0,0,2023,24,ATL,17,6,0,0,0,,0,0,,0,0,0,6,16,9,25,3,12,0,0,0,1,0,0,0,0,2,14,10,71.4,69,6.9,4.9,1,106,4.5,33,36,27,5,4,1,16,2,7.4,0,0,384,33.7,53,11.4,OLB
232,T.J. Edwards,17,2.5,0,0,87,97.2,0,3,2023,27,CHI,17,17,0,0,0,,0,0,,0,0,0,2.5,91,64,155,8,8,3,4,0,7,0,2,0,0,1,87,72,82.8,644,8.9,7.4,2,90.8,2.7,162,482,68,2,6,0,11,13,7.7,0,0,1041,97.2,90,20.3,LB
233,Kaden Elliss,17,4,0,0,54,95,0,0,2023,28,ATL,17,17,0,0,0,,0,0,,0,0,0,4,82,40,122,11,6,0,0,0,3,0,0,0,0,0,54,39,72.2,281,7.2,5.2,1,90.1,3.7,77,204,39,3,2,1,9,9,6.9,0,0,1082,95,5,1.1,LB
234,Kingsley Enagbare,17,2,0,0,3,40.7,0,0,2023,23,GNB,17,4,0,0,0,,0,0,,0,0,0,2,27,10,37,8,6,0,0,0,1,0,1,0,0,1,3,1,33.3,-2,-2,-0.7,0,42.4,-5.3,-6,4,51,5,4,0,11,3,7.5,0,0,452,40.7,194,45.2,LB
235,Tony Fields,17,0,6,0,11,22.2,0,0,2023,24,CLE,17,4,1,0,0,,0,0,,0,0,6,0,16,18,34,0,0,0,0,0,0,0,1,0,1,0,11,8,72.7,51,6.4,4.6,0,82,-2.2,-14,65,10,0,0,0,0,2,5.6,0,0,236,22.2,342,67.1,LB
236,Dennis Gardeck,17,6,0,0,13,46,0,0,2023,29,ARI,17,8,0,0,0,,0,0,,0,0,0,6,36,10,46,7,12,0,0,0,4,0,1,2,0,1,13,10,76.9,72,7.2,5.5,2,128.8,2.5,18,54,31,8,6,2,20,4,8,0,0,510,46,181,40.8,OLB
237,Rashan Gary,17,9,0,0,1,52.8,0,0,2023,26,GNB,17,13,0,0,0,,0,0,,0,0,0,9,23,21,44,7,22,0,0,0,2,0,2,0,0,2,1,0,0,0,,0,0,39.6,-6,0,0,57,10,10,1,30,4,8.3,0,0,587,52.8,0,0,LB
238,Cameron Goode,17,0,0,0,1,6.9,0,0,2023,25,MIA,17,0,0,0,0,,0,0,,0,0,0,0,3,3,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,1,0,0,4,1,2,0,3,1,14.3,0,0,76,6.9,309,67.8,LB
239,Kamu Grugier-Hill,17,1,0,0,21,38.2,0,1,2023,29,CAR,17,5,0,0,0,,0,0,,0,0,0,1,31,25,56,2,1,1,31,0,2,0,0,0,0,0,21,17,81,144,8.5,6.9,1,91.3,3.7,51,93,7,0,0,0,1,10,15.2,0,0,403,38.2,297,67,LB
240,Derick Hall,17,0,0,0,4,25.8,0,0,2023,22,SEA,17,0,0,0,0,,0,0,,0,0,0,0,18,20,38,3,5,0,0,0,1,0,0,0,0,0,4,4,100,33,8.3,8.3,0,101,4.5,18,15,5,1,4,1,5,3,7.3,0,0,307,25.8,287,62.1,OLB
241,Nick Herbig,17,3,0,0,4,16.9,0,0,2023,22,PIT,17,0,0,0,0,,0,0,,0,0,0,3,19,8,27,5,3,0,0,0,0,0,1,0,0,2,4,4,100,39,9.8,9.8,0,107.3,0.5,2,37,7,0,0,0,3,4,12.9,0,0,191,16.9,352,78,LB
242,Alex Highsmith,17,7,6,0,11,80.6,0,2,2023,26,PIT,17,17,1,0,0,,0,0,,0,0,6,7,34,23,57,8,18,2,30,1,3,0,0,0,0,2,11,6,54.5,26,4.3,2.4,0,20.5,0.1,-23,49,61,7,11,0,26,3,5,0,0,910,80.6,59,13.1,LB
243,Michael Hoecht,17,6,0,0,31,84.8,0,0,2023,26,LAR,17,17,0,0,0,,0,0,,0,0,0,6,45,36,81,7,11,0,0,0,2,0,0,0,0,1,31,24,77.4,232,9.7,7.5,1,108.5,5.1,62,170,9,5,4,0,16,7,8,0,0,962,84.8,206,44.4,OLB
244,Khaleke Hudson,17,1,0,0,35,34.7,0,0,2023,26,WAS,17,8,0,0,0,,0,0,,0,0,0,1,44,30,74,5,2,0,0,0,2,0,0,0,0,0,35,27,77.1,277,10.3,7.9,2,118.4,5.1,77,200,22,1,1,0,3,2,2.6,0,0,405,34.7,344,72.7,LB
245,Bryce Huff,17,10,0,0,1,42.2,0,0,2023,25,NYJ,17,0,0,0,0,,0,0,,0,0,0,10,19,10,29,10,21,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,39.6,-3,0,0,19,12,10,0,33,4,12.1,0,0,480,42.2,63,13,LB
246,Jake Hummel,17,0,0,0,5,3.8,0,0,2023,24,LAR,17,0,0,0,0,,0,0,,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,5,5,100,27,5.4,5.4,0,89.2,3.6,18,9,0,0,0,0,0,1,9.1,0,0,43,3.8,373,80.4,LB
247,Danielle Hunter,17,16.5,0,0,5,88.9,0,0,2023,29,MIN,17,17,0,0,0,,0,0,,0,0,0,16.5,54,29,83,23,22,0,0,0,2,0,0,0,0,4,5,5,100,16,3.2,3.2,0,80,-1.6,-8,24,46,17,7,1,41,4,4.6,0,0,1006,88.9,10,2.3,OLB
248,D'Marco Jackson,17,0,6,0,1,0.6,0,0,2023,25,NOR,17,0,1,0,0,,0,0,,0,0,6,0,3,9,12,0,0,0,0,0,0,0,1,8,1,0,1,1,100,5,5,5,0,87.5,-2,-2,7,1,0,0,0,0,0,0,0,0,7,0.6,384,82.6,LB
249,Caleb Johnson,17,0,0,0,0,0,0,0,2023,25,JAX,17,0,0,0,0,,0,0,,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,277,62.7,LB
250,Jermaine Johnson II,17,7.5,6,0,5,65.8,0,1,2023,24,NYJ,17,17,1,0,0,,0,0,,0,0,6,7.5,36,19,55,11,16,1,37,1,7,0,1,0,0,1,5,2,40,17,8.5,3.4,0,10,-5.4,-9,26,26,9,7,3,25,2,3.5,0,0,748,65.8,78,16.1,LB
251,Cam Jones,17,0,0,0,7,7.4,0,0,2023,24,KAN,17,1,0,0,0,,0,0,,0,0,0,0,14,3,17,0,0,0,0,0,0,0,0,0,0,0,7,6,85.7,53,8.8,7.6,0,98.2,2.9,19,34,7,1,0,0,1,3,15,0,0,81,7.4,283,66.6,LB
252,Patrick Jones II,17,1,0,0,4,56.1,0,0,2023,25,MIN,17,4,0,0,0,,0,0,,0,0,0,1,22,10,32,5,8,0,0,0,0,0,0,0,0,0,4,2,50,24,12,6,0,68.7,-1,0,24,22,8,5,0,14,2,5.9,0,0,635,56.1,175,40.2,OLB
253,Arden Key,17,6,0,0,3,63.2,0,0,2023,27,TEN,17,9,0,0,0,,0,0,,0,0,0,6,17,13,30,4,12,0,0,0,2,0,0,0,0,2,3,3,100,14,4.7,4.7,0,86.1,-1,-3,17,23,7,5,2,19,1,3.2,0,0,728,63.2,101,22.2,OLB
254,Harold Landry,17,10.5,0,0,18,73.1,0,0,2023,27,TEN,17,10,0,0,0,,0,0,,0,0,0,10.5,45,25,70,14,21,0,0,0,0,0,0,0,0,0,18,16,88.9,117,7.3,6.5,1,112.3,1.1,13,104,18,5,10,0,26,3,4.1,0,0,841,73.1,2,0.4,OLB
255,David Long,17,1,0,0,50,74.5,0,0,2023,27,MIA,17,17,0,0,0,,0,0,,0,0,0,1,64,49,113,9,6,0,0,0,1,0,0,0,0,1,50,34,68,386,11.4,7.7,1,97.6,4.5,170,216,65,4,4,1,9,14,11,0,0,823,74.5,69,15.1,LB
256,Frankie Luvu,17,5.5,0,0,56,93.8,0,0,2023,27,CAR,17,17,0,0,0,,0,0,,0,0,0,5.5,66,59,125,10,11,0,0,0,5,0,0,0,0,2,56,34,60.7,326,9.6,5.8,3,94.8,2.8,100,226,46,2,5,1,13,18,12.6,0,0,990,93.8,50,11.3,LILB
257,Khalil Mack,17,17,0,0,2,81.1,0,0,2023,32,LAC,17,17,0,0,0,,0,0,,0,0,0,17,57,17,74,21,22,0,0,0,10,0,0,0,0,5,2,1,50,0,0,0,0,56.2,-0.5,0,0,44,9,10,9,36,11,12.9,0,0,934,81.1,2,0.4,OLB
258,DeAngelo Malone,17,0,0,0,0,0.2,0,0,2023,24,ATL,17,0,0,0,0,,0,0,,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,2,0.2,364,78.3,OLB
259,Marte Mapu,17,0,0,0,15,17.9,0,1,2023,24,NWE,17,1,0,0,0,,0,0,,0,0,0,0,12,6,18,0,0,1,20,0,1,0,0,0,0,1,15,10,66.7,105,10.5,7,1,81.2,7.7,46,59,5,0,0,0,0,0,0,0,0,204,17.9,217,47.4,LB
260,Tyler Matakevich,17,0,0,0,2,1.5,0,0,2023,31,BUF,17,0,0,0,0,,0,0,,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,39.6,6.5,0,0,0,0,0,0,0,0,0,0,0,16,1.5,343,79.8,LB
261,David Mayo,17,2,0,0,23,30,0,0,2023,30,WAS,17,5,0,0,0,,0,0,,0,0,0,2,39,20,59,6,2,0,0,0,0,0,0,0,0,0,23,21,91.3,210,10,9.1,1,119.2,5.6,125,85,11,1,0,0,3,4,6.3,0,0,350,30,300,63.4,LB
262,C.J. Mosley,17,0.5,0,0,65,99.2,0,1,2023,31,NYJ,17,17,0,0,0,,0,0,,0,0,0,0.5,81,71,152,5,2,1,0,0,7,0,1,0,0,2,65,48,73.8,508,10.6,7.8,1,94.9,3.1,122,386,29,0,1,1,2,13,7.9,0,0,1128,99.2,81,16.7,LB
263,Chad Muma,17,0,0,0,6,13,0,0,2023,24,JAX,17,2,0,0,0,,0,0,,0,0,0,0,8,7,15,0,0,0,0,0,2,0,0,0,0,0,6,5,83.3,59,11.8,9.8,0,107.6,6,17,42,10,0,0,1,0,2,11.8,0,0,145,13,270,61.1,LB
264,Nick Niemann,17,0,0,0,14,21.3,1,0,2023,26,LAC,17,3,0,0,0,,0,0,,0,0,0,0,22,18,40,1,1,0,0,0,1,1,1,-2,0,0,14,10,71.4,63,6.3,4.5,0,80.4,2.1,1,62,12,0,1,0,1,2,4.8,0,0,245,21.3,340,74.2,LB
265,BJ Ojulari,17,4,0,0,8,36.9,0,0,2023,21,ARI,17,0,0,0,0,,0,0,,0,0,0,4,23,17,40,5,6,0,0,0,1,0,0,0,0,0,8,8,100,54,6.8,6.8,0,94.8,1.5,12,42,13,2,2,1,8,0,0,0,0,409,36.9,92,20.7,OLB
266,Bobby Okereke,17,2.5,0,0,42,100,0,2,2023,27,NYG,17,17,0,0,0,,0,0,,0,0,0,2.5,92,57,149,11,6,2,62,0,10,0,0,0,0,4,42,34,81,302,8.9,7.2,2,92.7,1.1,15,287,69,2,4,1,9,12,7.5,0,0,1128,100,0,0,LB
267,Foyesade Oluokun,17,2.5,6,0,82,99.8,0,1,2023,28,JAX,17,17,1,0,0,,0,0,,0,0,6,2.5,111,62,173,8,10,1,24,1,6,0,3,0,0,1,82,61,74.4,499,8.2,6.1,1,88.4,2.2,94,405,49,5,6,1,14,22,11.3,0,0,1110,99.8,94,21.3,LB
268,Ivan Pace,17,2.5,0,0,37,62.4,0,1,2023,23,MIN,17,11,0,0,0,,0,0,,0,0,0,2.5,63,39,102,2,9,1,0,0,2,0,1,6,0,1,37,30,81.1,182,6.1,4.9,0,75.9,3.1,37,145,74,1,6,0,10,7,6.4,0,0,706,62.4,249,57.2,LB
