Rk,Player,G,Sk,Pts,Sfty,Tgt,Def%,Fmb,Int,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
90,Devin Harper,9,0,0,0,0,0.2,0,0,2023,25,"CIN,DAL",9,0,0,0,0,,0,0,,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,4,0.2,143,15.9,LB
91,Julian Okwara,9,2,0,0,1,11.1,0,0,2023,26,DET,9,1,0,0,0,,0,0,,0,0,0,2,6,1,7,2,4,0,0,0,1,0,0,0,0,0,1,1,100,20,20,20,0,118.7,14,14,6,2,1,2,1,5,1,12.5,0,0,121,11.1,51,11.3,LB
92,Baylon Spector,9,0,0,0,1,2.3,0,0,2023,25,BUF,9,0,0,0,0,,0,0,,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,1,1,100,8,8,8,0,100,1,1,7,0,0,0,0,0,0,0,0,0,25,2.3,141,32.8,LB
93,Ben VanSumeren,9,0,0,0,2,4.3,0,0,2023,23,PHI,9,1,0,0,0,,0,0,,0,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,2,2,100,3,1.5,1.5,0,79.2,-1.5,-3,6,0,0,0,0,0,1,7.1,0,0,50,4.3,180,40.4,LB
94,Zach VanValkenburg,9,1,0,0,2,8.6,0,0,2023,25,LAR,9,0,0,0,0,,0,0,,0,0,0,1,4,5,9,1,2,0,0,0,0,0,0,0,0,0,2,1,50,11,11,5.5,0,66.7,3.5,-1,12,3,0,1,0,2,1,10,0,0,97,8.6,56,12.1,OLB
95,Baron Browning,10,4.5,0,0,6,39.5,0,0,2023,24,DEN,10,9,0,0,0,,0,0,,0,0,0,4.5,19,6,25,4,9,0,0,0,2,0,0,0,0,2,6,4,66.7,17,4.3,2.8,0,70.1,1.8,6,11,26,3,2,2,10,3,10.7,0,0,446,39.5,0,0,OLB
96,Jabril Cox,10,0,0,0,0,0.1,0,0,2023,25,WAS,10,0,0,0,0,,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0.1,203,42.9,LB
97,Nick Hampton,10,0,0,0,2,5.8,0,0,2023,23,LAR,10,0,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,2,1,50,11,11,5.5,0,66.7,-2,-5,16,2,0,0,0,0,0,0,0,0,66,5.8,86,18.5,OLB
98,Cory Littleton,10,0,0,0,1,1.1,0,0,2023,30,"HOU,NOR",10,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,10,10,10,0,108.3,-3,-3,13,0,0,0,0,0,1,50,0,0,24,1.1,180,19.3,LB
99,Tanner Muse,10,0,0,0,0,0,0,0,2023,27,LAC,10,0,0,0,0,,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,198,43.2,LB
100,De'Vondre Campbell,11,0,0,0,25,51.8,0,0,2023,30,GNB,11,11,0,0,0,,0,0,,0,0,0,0,46,29,75,3,2,0,0,0,1,0,1,3,0,0,25,18,72,215,11.9,8.6,1,111.2,5,84,131,17,2,2,0,4,3,3.8,0,0,575,51.8,48,11.2,LILB
101,Luke Gifford,11,0,0,0,1,0.7,0,0,2023,28,TEN,11,1,0,0,0,,0,0,,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,100,8,8,8,0,100,3,3,5,0,0,0,0,0,0,0,0,0,8,0.7,259,57,LB
102,Azeez Ojulari,11,2.5,0,0,4,37.5,0,0,2023,23,NYG,11,7,0,0,0,,0,0,,0,0,0,2.5,9,7,16,3,7,0,0,0,0,0,1,0,0,0,4,4,100,39,9.8,9.8,0,107.3,1.5,6,33,64,8,5,0,16,3,15.8,0,0,423,37.5,1,0.2,OLB
103,Andre Smith,11,0,0,0,5,9.8,0,0,2023,26,ATL,11,1,0,0,0,,0,0,,0,0,0,0,13,6,19,0,0,0,0,0,1,0,1,0,0,1,5,3,60,21,7,4.2,0,69.6,5.2,13,8,2,0,0,0,0,0,0,0,0,112,9.8,211,45.4,LB
104,Kyzir White,11,2,0,0,32,64,0,1,2023,27,ARI,11,11,0,0,0,,0,0,,0,0,0,2,53,37,90,9,2,1,0,0,3,0,0,0,0,0,32,26,81.3,225,8.7,7,1,93.4,2.8,54,171,20,1,0,0,3,6,6.3,0,0,709,64,6,1.4,LB
105,Josh Woods,11,0.5,0,0,29,51.4,0,0,2023,27,ARI,11,7,0,0,0,,0,0,,0,0,0,0.5,33,28,61,2,1,0,0,0,1,0,0,0,0,1,29,23,79.3,185,8,6.4,2,116.2,3,51,134,12,1,0,0,2,9,12.9,0,0,569,51.4,28,6.3,LB
106,Andre Carter II,12,0,0,0,0,6,0,0,2023,23,MIN,12,0,0,0,0,,0,0,,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,68,6,142,32.6,OLB
107,Justin Hollins,12,1,0,0,2,5.8,0,0,2023,27,"GNB,NYG,LAC",12,0,0,0,0,,0,0,,0,0,0,1,11,6,17,1,1,0,0,0,0,0,0,0,0,0,2,2,100,18,9,9,0,104.2,3,6,12,11,2,0,0,3,2,10.5,0,0,197,5.8,69,5.1,LB
108,Cameron McGrone,12,0,0,0,0,0.6,0,0,2023,23,IND,12,0,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,7,0.6,152,30.3,LB
109,Von Miller,12,0,0,0,2,24.1,0,0,2023,34,BUF,12,0,0,0,0,,0,0,,0,0,0,0,2,1,3,0,3,0,0,0,0,0,0,0,0,0,2,2,100,11,5.5,5.5,0,89.6,-1.5,-3,14,3,2,3,0,5,1,25,0,0,258,24.1,1,0.2,LB
110,Denzel Perryman,12,0.5,0,0,39,50.2,0,0,2023,31,HOU,12,11,0,0,0,,0,0,,0,0,0,0.5,45,31,76,6,2,0,0,0,3,0,0,0,0,0,39,29,74.4,337,11.6,8.6,1,108.6,5,116,221,20,2,1,0,4,13,14.6,0,0,572,50.2,0,0,LB
111,Monty Rice,12,0,0,0,3,7.5,0,0,2023,24,TEN,12,0,0,0,0,,0,0,,0,0,0,0,14,12,26,1,1,0,0,0,0,0,0,0,0,0,3,2,66.7,1,0.5,0.3,0,70.1,7.7,-2,3,3,1,1,0,2,2,7.1,0,0,86,7.5,184,40.5,LB
112,Dawuane Smoot,12,1,0,0,0,30.6,0,0,2023,28,JAX,12,0,0,0,0,,0,0,,0,0,0,1,8,2,10,0,4,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,4,1,2,0,4,1,9.1,0,0,340,30.6,8,1.8,OLB
113,Anthony Walker,12,0,0,0,21,42.9,0,0,2023,28,CLE,12,12,0,0,0,,0,0,,0,0,0,0,23,21,44,1,2,0,0,0,4,0,2,0,0,1,21,14,66.7,136,9.7,6.5,1,100.5,4.6,41,95,25,0,2,0,2,3,6.4,3,0.2,456,42.9,117,22.9,MLB
114,Brian Asamoah,13,0,0,0,1,3.2,0,0,2023,23,MIN,13,0,0,0,0,,0,0,,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,79.2,-5,-5,6,1,1,0,0,1,1,12.5,0,0,36,3.2,196,45.1,LB
115,Jerome Baker,13,1.5,6,0,46,64.6,0,2,2023,27,MIA,13,12,1,0,0,,0,0,,0,0,6,1.5,51,27,78,2,4,2,24,1,3,0,0,0,0,0,46,39,84.8,335,8.6,7.3,1,86.1,2.9,109,226,41,2,2,0,6,11,12.4,0,0,714,64.6,2,0.4,LILB
116,Cody Barton,13,0,0,0,47,72.3,0,1,2023,27,WAS,13,13,0,0,0,,0,0,,0,0,0,0,67,54,121,3,2,1,52,0,1,0,1,5,0,0,47,37,78.7,331,8.9,7,2,101.3,2.5,92,239,27,4,0,0,4,4,3.2,0,0,844,72.3,0,0,LB
117,Boogie Basham,13,0,0,0,2,17.2,0,0,2023,26,NYG,13,0,0,0,0,,0,0,,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,2,1,50,9,9,4.5,0,62.5,0.5,2,7,12,0,0,0,0,1,8.3,0,0,194,17.2,81,17.7,OLB
118,Curtis Bolton,13,0,0,0,0,1.3,0,0,2023,28,LVR,13,0,0,0,0,,0,0,,0,0,0,0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,15,1.3,253,58.3,LB
119,Devin Bush Jr.,13,0,0,0,15,21,0,0,2023,25,SEA,13,3,0,0,0,,0,0,,0,0,0,0,18,19,37,5,0,0,0,0,0,0,0,0,0,0,15,11,73.3,78,7.1,5.2,0,84.9,1.9,25,53,5,0,0,0,0,2,5.1,0,0,250,21,138,29.9,LB
120,Zach Cunningham,13,0,0,0,54,61.7,0,0,2023,29,PHI,13,10,0,0,0,,0,0,,0,0,0,0,54,31,85,2,1,0,0,0,4,0,1,0,0,0,54,41,75.9,290,7.1,5.4,1,93.9,1.8,56,234,32,0,1,0,1,8,8.6,0,0,717,61.7,22,4.9,LB
121,Akeem Davis-Gaither,13,0,0,0,8,9,0,0,2023,26,CIN,13,1,0,0,0,,0,0,,0,0,0,0,10,7,17,1,0,0,0,0,0,0,0,0,0,0,8,8,100,41,5.1,5.1,1,127.6,2,16,25,4,0,0,0,0,1,5.6,0,0,99,9,289,63.1,LB
122,Jamin Davis,13,3,0,0,44,63.7,0,1,2023,25,WAS,13,13,0,0,0,,0,0,,0,0,0,3,50,39,89,8,3,1,0,0,4,0,0,0,0,2,44,29,65.9,328,11.3,7.5,3,101.3,4.5,97,231,33,1,0,0,4,9,9.2,0,0,743,63.7,34,7.2,LB
123,SirVocea Dennis,13,0,0,0,6,9,0,0,2023,23,TAM,13,0,0,0,0,,0,0,,0,0,0,0,11,2,13,0,0,0,0,0,1,0,0,0,0,0,6,4,66.7,65,16.3,10.8,0,102.8,2.8,18,47,1,0,0,0,0,1,7.1,0,0,101,9,213,49.5,LB
124,Jordan Hicks,13,1,6,0,42,71.9,0,1,2023,31,MIN,13,13,1,0,0,,0,0,,0,0,6,1,61,46,107,4,2,1,9,0,5,0,2,42,1,1,42,34,81,298,8.8,7.1,1,94.2,3.9,128,170,89,4,1,1,6,6,5.3,0,0,813,71.9,33,7.6,LB
125,DJ Johnson,13,0,0,0,2,21.9,0,0,2023,25,CAR,13,3,0,0,0,,0,0,,0,0,0,0,6,10,16,1,0,0,0,0,1,0,0,0,0,0,2,1,50,14,14,7,0,72.9,-4,0,14,12,1,0,1,1,3,15.8,0,0,231,21.9,107,24.2,OLB
126,Deion Jones,13,1,0,0,24,29.7,0,1,2023,29,CAR,13,3,0,0,0,,0,0,,0,0,0,1,22,13,35,4,1,1,0,0,6,0,0,0,0,0,24,13,54.2,81,6.2,3.4,0,43.9,3.6,29,52,15,0,0,0,1,5,12.5,0,0,313,29.7,6,1.4,LB
127,Odafe Oweh,13,5,0,0,4,37.8,0,0,2023,25,BAL,13,5,0,0,0,,0,0,,0,0,0,5,20,3,23,4,12,0,0,0,0,0,0,0,0,2,4,4,100,50,12.5,12.5,0,118.7,1.3,5,45,1,2,8,0,15,3,11.5,0,0,437,37.8,0,0,OLB
128,Noah Sewell,13,0,0,0,0,2.5,0,0,2023,21,CHI,13,0,0,0,0,,0,0,,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,27,2.5,270,60.9,LB
129,Blake Cashman,14,2,0,0,55,57.6,0,1,2023,27,HOU,14,13,0,0,0,,0,0,,0,0,0,2,56,50,106,9,5,1,0,0,5,0,1,2,0,0,55,38,69.1,263,6.9,4.8,1,78.1,4,74,189,28,2,3,0,7,8,7,0,0,657,57.6,83,17.8,MLB
130,Jack Gibbens,14,1,0,0,30,54.6,0,0,2023,25,TEN,14,13,0,0,0,,0,0,,0,0,0,1,55,40,95,3,2,0,0,0,3,0,0,0,0,0,30,20,66.7,255,12.8,8.5,0,93.1,4.9,89,166,16,2,1,1,4,6,5.9,0,0,628,54.6,198,43.6,LB
131,Jake Hansen,14,0,0,0,6,3.8,0,0,2023,25,HOU,14,0,0,0,0,,0,0,,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,6,6,100,58,9.7,9.7,0,106.9,2.8,17,41,6,1,0,0,1,2,14.3,0,0,43,3.8,320,68.7,LB
132,Malik Harrison,14,0,0,0,5,17,0,0,2023,25,BAL,14,8,0,0,0,,0,0,,0,0,0,0,13,7,20,0,1,0,0,0,0,0,0,0,0,0,5,5,100,30,6,6,0,91.7,0.6,3,27,7,1,1,0,2,2,9.1,0,0,197,17,307,64.9,LB
133,Shaquille Leonard,14,1,0,0,29,26.5,0,0,2023,28,"IND,PHI",14,12,0,0,0,,0,0,,0,0,0,1,46,42,88,4,1,0,0,0,0,0,0,0,0,0,29,19,65.5,167,8.8,5.8,2,103.7,1,18,149,11,1,0,0,2,8,8.3,0,0,619,26.5,2,0.2,LLB
134,Jesse Luketa,14,0,0,0,1,11.9,0,0,2023,24,ARI,14,1,0,0,0,,0,0,,0,0,0,0,4,7,11,1,1,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,1,118.7,1,1,0,10,1,1,0,2,1,8.3,8,0.7,132,11.9,295,66.4,OLB
135,Chazz Surratt,14,0,0,0,0,0.8,0,0,2023,26,NYJ,14,0,0,0,0,,0,0,,0,0,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,9,0.8,286,59,LB
136,Henry To'oTo'o,14,0,0,0,33,38.2,0,0,2023,22,HOU,14,6,0,0,0,,0,0,,0,0,0,0,35,26,61,2,1,0,0,0,2,0,1,0,0,1,33,27,81.8,273,10.1,8.3,3,131.4,5.9,140,133,15,3,1,0,4,12,16.4,0,0,436,38.2,192,41.2,LB
137,Kyle Van Noy,14,9,0,0,6,42,0,0,2023,32,BAL,14,3,0,0,0,,0,0,,0,0,0,9,20,10,30,9,9,0,0,0,4,0,0,0,0,2,6,2,33.3,-4,-2,-0.7,0,42.4,-3,-11,7,10,1,2,2,12,4,11.8,0,0,486,42,1,0.2,OLB
138,Quay Walker,14,2.5,6,0,58,76.4,0,1,2023,23,GNB,14,14,1,0,0,,0,0,,0,0,6,2.5,59,59,118,7,5,1,37,1,3,0,0,0,0,0,58,43,74.1,429,10,7.4,1,93.2,3,116,313,59,2,2,0,7,6,4.8,0,0,849,76.4,59,13.8,LB
139,Kristian Welch,14,0,0,0,0,0,0,0,2023,25,GNB,14,0,0,0,0,,0,0,,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,210,49,LB
140,Devin White,14,2.5,0,0,43,79.4,0,2,2023,25,TAM,14,13,0,0,0,,0,0,,0,0,0,2.5,49,34,83,5,9,2,36,0,6,0,0,0,0,0,43,29,67.4,194,6.7,4.5,1,65.5,3.7,56,138,75,4,6,1,13,6,6.7,0,0,894,79.4,7,1.6,LB
141,Amare Barno,15,0,0,0,1,17.8,0,0,2023,24,CAR,15,1,0,0,0,,0,0,,0,0,0,0,13,8,21,1,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,79.2,0,0,1,3,0,0,0,0,1,4.5,0,0,188,17.8,232,52.4,OLB
142,Nik Bonitto,15,8,0,0,5,46.4,0,0,2023,24,DEN,15,4,0,0,0,,0,0,,0,0,0,8,23,7,30,13,20,0,0,0,2,0,0,0,0,1,5,3,60,38,12.7,7.6,0,83.7,0.8,0,38,23,5,10,2,24,4,11.8,0,0,524,46.4,10,2.2,OLB
143,Oren Burks,15,1,0,0,22,29.9,0,1,2023,28,SFO,15,5,0,0,0,,0,0,,0,0,0,1,29,17,46,3,1,1,11,0,1,0,1,0,0,0,22,15,68.2,113,7.5,5.1,0,61.4,1,5,108,8,2,0,0,3,1,2.1,0,0,326,29.9,156,35.9,LB
144,Lavonte David,15,4.5,0,0,85,85,0,0,2023,33,TAM,15,15,0,0,0,,0,0,,0,0,0,4.5,86,48,134,17,5,0,0,0,5,0,0,0,0,1,85,67,78.8,569,8.5,6.7,2,102.4,4.6,224,345,51,4,0,0,9,9,6.3,0,0,957,85,8,1.9,LB
145,Divine Deablo,15,1,0,0,49,68.1,0,0,2023,25,LVR,15,15,0,0,0,,0,0,,0,0,0,1,65,41,106,4,2,0,0,0,2,0,1,0,0,0,49,38,77.6,289,7.6,5.9,2,104.8,2.6,75,214,24,1,1,0,3,7,6.2,0,0,772,68.1,30,6.9,LB
146,Troy Dye,15,1,0,0,6,9.9,0,0,2023,27,MIN,15,2,0,0,0,,0,0,,0,0,0,1,11,6,17,1,2,0,0,0,0,0,0,0,0,1,6,5,83.3,42,8.4,7,0,95.8,2.7,11,31,14,0,1,0,2,1,5.6,0,0,112,9.9,296,68,LB
147,Tremaine Edmunds,15,0,6,0,65,81.7,0,4,2023,25,CHI,15,15,1,0,0,,0,0,,0,0,6,0,69,44,113,5,0,4,61,1,7,0,1,0,0,1,65,51,78.5,450,8.8,6.9,3,85.3,3.8,170,280,34,0,0,0,0,13,10.3,0,0,875,81.7,10,2.3,LB
148,Samuel Eguavoen,15,0,0,0,2,1.2,0,0,2023,30,NYJ,15,0,0,0,0,,0,0,,0,0,0,0,3,1,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,0,0,39.6,0.5,0,0,0,0,0,0,0,0,0,0,0,14,1.2,305,62.9,LB
149,Cam Gill,15,1,0,0,1,5.5,0,0,2023,26,TAM,15,0,0,0,0,,0,0,,0,0,0,1,5,7,12,0,1,0,0,0,0,0,0,0,0,1,1,1,100,19,19,19,0,118.7,-7,-7,26,3,1,0,0,2,0,0,0,0,62,5.5,308,71.6,OLB
150,Dre Greenlaw,15,1.5,0,0,82,77.7,0,0,2023,26,SFO,15,15,0,0,0,,0,0,,0,0,0,1.5,75,45,120,5,4,0,13,0,4,0,0,0,0,0,82,58,70.7,456,7.9,5.6,4,100.5,4,151,305,39,2,2,0,6,12,9.1,0,0,848,77.7,8,1.8,LB
151,Daiyan Henley,15,0,0,0,7,4.6,0,0,2023,24,LAC,15,0,0,0,0,,0,0,,0,0,0,0,9,7,16,0,0,0,0,0,0,0,0,0,0,0,7,5,71.4,20,4,2.9,0,74.1,-0.6,-8,28,3,0,0,0,0,0,0,0,0,53,4.6,265,57.9,LB
152,Anfernee Jennings,15,1.5,0,0,15,59.5,0,0,2023,26,NWE,15,14,0,0,0,,0,0,,0,0,0,1.5,49,17,66,14,4,0,0,0,0,0,1,0,0,0,15,14,93.3,67,4.8,4.5,1,107.5,-0.9,-4,71,55,2,3,0,7,7,9.6,0,0,677,59.5,93,20.3,LB
153,Patrick Johnson,15,0,0,0,0,3.3,0,0,2023,25,PHI,15,0,0,0,0,,0,0,,0,0,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,3,1,0,0,1,1,12.5,0,0,38,3.3,299,67.2,LB
154,Ernest Jones,15,4.5,0,0,48,82.4,0,0,2023,24,LAR,15,15,0,0,0,,0,0,,0,0,0,4.5,74,71,145,14,6,0,0,0,6,0,0,0,0,0,48,34,70.8,294,8.6,6.1,1,93.6,1.7,49,245,58,7,2,1,14,2,1.4,0,0,934,82.4,66,14.2,LB
155,Eric Kendricks,15,3.5,0,0,59,73.6,0,0,2023,31,LAC,15,14,0,0,0,,0,0,,0,0,0,3.5,79,38,117,7,7,0,0,0,6,0,0,0,0,1,59,47,79.7,498,10.6,8.4,0,101.8,3.4,156,342,53,1,2,1,7,5,4.1,0,0,848,73.6,17,3.7,LILB
156,Devin Lloyd,15,0,0,0,72,86.9,0,0,2023,25,JAX,15,15,0,0,0,,0,0,,0,0,0,0,75,52,127,2,1,0,0,0,7,0,2,13,0,0,72,50,69.4,441,8.8,6.1,2,94.7,4.5,164,277,34,1,1,0,2,12,8.6,0,0,966,86.9,80,18.1,LB
157,Nicholas Morrow,15,3,2,1,55,71.8,0,0,2023,28,PHI,15,12,0,0,0,,0,0,,0,1,2,3,66,29,95,12,5,0,0,0,5,0,2,0,0,1,55,36,65.5,393,10.9,7.1,3,104.6,5.1,149,244,33,0,2,0,5,6,5.9,0,0,834,71.8,116,26.1,LB
158,Kenneth Murray,15,3,0,0,69,84,0,1,2023,25,LAC,15,15,0,0,0,,0,0,,0,0,0,3,79,28,107,7,4,1,0,0,4,0,0,0,0,0,69,49,71,516,10.5,7.5,3,100.9,2.8,128,388,61,2,0,0,5,4,3.6,0,0,968,84,9,2,LB
159,Amen Ogbongbemiga,15,0,0,0,0,0.4,0,0,2023,25,LAC,15,0,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,5,0.4,316,69,LB
160,Segun Olubi,15,0,0,0,3,9.7,0,1,2023,24,IND,15,2,0,0,0,,0,0,,0,0,0,0,20,6,26,0,0,1,0,0,1,0,1,6,0,0,3,3,100,13,4.3,4.3,0,45.1,9.7,10,3,0,0,0,0,0,3,10.3,0,0,114,9.7,334,66.7,LB
161,Trenton Simpson,15,1,0,0,1,4,0,0,2023,22,BAL,15,0,0,0,0,,0,0,,0,0,0,1,10,3,13,2,1,0,0,0,0,0,1,10,0,0,1,1,100,0,0,0,0,79.2,0,0,0,5,0,0,0,1,0,0,0,0,46,4,258,54.5,LB
162,Ty Summers,15,0,0,0,0,0,0,0,2023,28,NOR,15,0,0,0,0,,0,0,,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,303,65.2,LB
163,Sione Takitaki,15,2,0,0,28,53.4,0,1,2023,28,CLE,15,7,0,0,0,,0,0,,0,0,0,2,45,20,65,3,3,1,0,0,3,0,0,0,0,0,28,19,67.9,145,7.6,5.2,0,65.3,4.8,45,100,32,1,1,1,4,7,9.7,0,0,567,53.4,131,25.7,RLB/MLB
164,Cameron Thomas,15,0,6,0,0,32,0,0,2023,23,ARI,15,3,1,0,0,,0,0,,0,0,6,0,13,9,22,3,1,0,0,0,1,0,1,2,1,0,0,0,,0,,,0,,,0,0,0,3,1,1,4,2,8.3,0,0,355,32,119,26.8,OLB
165,Josh Uche,15,3,0,0,2,29.1,0,0,2023,25,NWE,15,2,0,0,0,,0,0,,0,0,0,3,8,7,15,3,6,0,0,0,0,0,0,0,0,0,2,2,100,42,21,21,0,118.7,0.5,1,41,19,9,3,0,15,0,0,0,0,331,29.1,61,13.3,LB
166,Rashad Weaver,15,0,0,0,1,20.9,0,0,2023,26,TEN,15,0,0,0,0,,0,0,,0,0,0,0,11,9,20,4,0,0,0,0,1,0,0,0,0,0,1,1,100,13,13,13,0,118.7,0,0,13,0,2,0,0,2,2,9.1,0,0,240,20.9,163,35.9,OLB
167,Dee Winters,15,0,0,0,12,5.5,0,0,2023,23,SFO,15,0,0,0,0,,0,0,,0,0,0,0,6,4,10,0,0,0,0,0,1,0,0,0,0,0,12,8,66.7,82,10.3,6.8,0,86.1,5.8,38,44,1,0,0,0,0,0,0,0,0,60,5.5,226,52.1,LB
168,D.J. Wonnum,15,8,6,0,8,73.2,0,0,2023,26,MIN,15,14,1,0,0,,0,0,,0,0,6,8,33,29,62,7,15,0,0,0,6,0,1,51,1,0,8,6,75,50,8.3,6.3,0,90.6,0,-1,51,48,8,4,4,21,1,1.6,0,0,828,73.2,98,22.5,OLB
169,Alex Anzalone,16,3,0,0,80,92.2,0,0,2023,29,DET,16,16,0,0,0,,0,0,,0,0,0,3,85,44,129,7,12,0,0,0,6,0,1,0,0,0,80,56,70,546,9.8,6.8,2,97.2,3.7,158,388,75,5,9,1,17,22,14.6,0,0,1007,92.2,7,1.5,LB
170,Joe Bachie,16,0,0,0,0,0.9,0,0,2023,25,CIN,16,0,0,0,0,,0,0,,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,0,0,0,0,10,0.9,283,61.8,LB
171,Derrick Barnes,16,1,0,0,35,64.6,0,0,2023,24,DET,16,13,0,0,0,,0,0,,0,0,0,1,42,39,81,5,5,0,0,0,0,0,0,0,0,1,35,26,74.3,270,10.4,7.7,0,96.1,2.9,100,170,67,3,4,0,8,7,8,0,0,705,64.6,83,18.4,LB
172,Krys Barnes,16,0,0,0,19,36.8,0,1,2023,25,ARI,16,6,0,0,0,,0,0,,0,0,0,0,35,20,55,3,1,1,46,0,6,0,0,0,0,0,19,16,84.2,125,7.8,6.6,3,111.7,3.4,50,75,5,0,1,2,1,4,6.8,0,0,408,36.8,209,47.1,LB
173,Shaquil Barrett,16,4.5,6,0,18,57.9,0,1,2023,31,TAM,16,16,1,0,0,,0,0,,0,0,6,4.5,33,19,52,3,9,1,4,1,2,0,0,0,0,3,18,14,77.8,106,7.6,5.9,0,68.1,3.3,38,68,34,6,8,1,19,4,7.1,0,0,652,57.9,6,1.4,LOLB
174,Nick Bellore,16,0,0,0,1,1.2,0,0,2023,34,SEA,16,0,0,0,0,,0,0,,0,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,1,0,0,0,0,0,0,0,0,0,4,0.4,14,1.2,366,79.2,LB
175,Ja'Whaun Bentley,16,4.5,0,0,44,86.6,0,0,2023,27,NWE,16,16,0,0,0,,0,0,,0,0,0,4.5,55,59,114,5,12,0,0,0,3,0,0,0,0,1,44,33,75,338,10.2,7.7,0,96.6,4.1,117,221,77,6,5,1,16,13,10.2,0,0,985,86.6,11,2.4,LB
176,K.J. Britt,16,0,0,0,7,14.2,0,0,2023,24,TAM,16,4,0,0,0,,0,0,,0,0,0,0,16,13,29,1,0,0,0,0,1,0,0,0,0,0,7,4,57.1,20,5,2.9,0,62.2,3.9,8,12,11,0,0,0,0,0,0,0,0,160,14.2,264,61.4,LB
177,Jordyn Brooks,16,4.5,6,0,52,67.5,0,1,2023,26,SEA,16,16,1,0,0,,0,0,,0,0,6,4.5,62,49,111,8,5,1,12,1,4,0,1,8,0,1,52,40,76.9,389,9.7,7.5,0,89.3,3.9,81,308,22,2,2,0,9,12,9.8,0,0,802,67.5,2,0.4,RILB
178,Cam Brown,16,0,0,0,0,0,0,0,2023,25,NYG,16,0,0,0,0,,0,0,,0,0,0,0,7,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,367,80.1,LB
179,Brian Burns,16,8,0,0,15,77.2,0,0,2023,25,CAR,16,16,0,0,0,,0,0,,0,0,0,8,32,18,50,16,18,0,0,0,2,0,1,0,0,1,15,12,80,70,5.8,4.7,0,86.1,1.4,31,39,35,2,11,1,21,4,7.4,0,0,814,77.2,55,12.4,LOLB
