,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
17,Danny Shelton,1,0,0,0,0,0.8,0,0,2022,29,KAN,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,9,0.8,2,0.4,NT
18,T.J. Smith,1,0,0,0,0,1.9,0,0,2022,25,MIN,1,0,0,0,0,,0,0,,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,22,1.9,7,1.4,DT
19,Demetrius Taylor,1,0,0,0,0,1.1,0,0,2022,23,DET,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,13,1.1,0,0,DT
20,Marvin Wilson,1,0,0,0,0,1.7,0,0,2022,24,PHI,1,0,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,19,1.7,3,0.7,DT
21,Antwaun Woods,1,0,0,0,0,1.2,0,0,2022,29,ARI,1,0,0,0,0,,0,0,,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,13,1.2,0,0,NT
22,Renell Wren,1,0,0,0,0,0.1,0,0,2022,27,PIT,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,1,0.1,0,0,DT
23,Jabari Zuniga,1,0,0,0,0,2.2,0,0,2022,25,NOR,1,0,0,0,0,,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,25,2.2,0,0,DT
24,David Bada,2,0,0,0,0,2.6,0,0,2022,27,WAS,2,0,0,0,0,,0,0,,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,27,2.6,2,0.4,DE
25,Tarell Basham,2,0,0,0,0,2.3,0,0,2022,28,DAL,2,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,26,2.3,7,1.5,DE
26,C.J. Brewer,2,0,0,0,0,2.8,0,0,2022,25,BUF,2,0,0,0,0,,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,29,2.8,0,0,DT
27,T.J. Carter,2,0,0,0,0,0.5,0,0,2022,24,LAR,2,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,5,0.5,5,1.1,DE
28,Domenique Davis,2,0,0,0,0,3.7,0,0,2022,26,CIN,2,0,0,0,0,,0,0,,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,38,3.7,3,0.7,DT
29,Prince Emili,2,0,0,0,0,2.6,0,0,2022,24,BUF,2,0,0,0,0,,0,0,,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,0,0,0,0,0,27,2.6,0,0,DT
30,Elijah Garcia,2,0,0,0,0,1.6,0,0,2022,24,DEN,2,0,0,0,0,,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,18,1.6,1,0.2,DT
31,Isaiah Mack,2,0,0,0,0,2.7,0,0,2022,26,BAL,2,0,0,0,0,,0,0,,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,30,2.7,0,0,NT
32,David Moa,2,0,0,0,0,3.6,0,0,2022,26,LAC,2,0,0,0,0,,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,38,3.6,7,1.5,DT
33,Roderick Perry,2,0,0,0,0,3.7,0,0,2022,25,CLE,2,0,0,0,0,,0,0,,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,40,3.7,2,0.5,DT
34,Benning Potoa'e,2,0,0,0,0,3.4,0,0,2022,26,WAS,2,0,0,0,0,,0,0,,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,36,3.4,7,1.5,DE
35,Christian Ringo,2,0,0,0,0,2.9,0,0,2022,30,NOR,2,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,33,2.9,0,0,DT
36,Delontae Scott,2,0,0,0,0,1.5,0,0,2022,25,PIT,2,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,16,1.5,1,0.2,DE
37,Tyler Shelvin,2,0,0,0,0,2.3,0,0,2022,24,CIN,2,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,24,2.3,0,0,DT
38,Kameron Cline,3,0,0,0,0,1.1,0,0,2022,24,IND,3,0,0,0,0,,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,12,1.1,2,0.4,DE
39,Demone Harris,3,0,0,0,0,5.3,0,0,2022,27,HOU,3,0,0,0,0,,0,0,,0,0,0,0,0,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,1,1,20,0,0,62,5.3,0,0,DE
40,Michael Pierce,3,0,0,0,0,8.3,0,0,2022,30,BAL,3,3,0,0,0,,0,0,,0,0,0,0,4,2,6,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,1,1,0,2,1,14.3,0,0,91,8.3,0,0,NT
41,Tanzel Smart,3,0,0,0,0,4.3,0,0,2022,28,NYJ,3,0,0,0,0,,0,0,,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,49,4.3,0,0,DT
42,Kemoko Turay,3,0,0,0,0,3.9,0,0,2022,27,SFO,3,0,0,0,0,,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,0,0,0,0,42,3.9,0,0,DE
43,Chase Young,3,0,0,0,2,11,0,0,2022,23,WAS,3,2,0,0,0,,0,0,,0,0,0,0,3,2,5,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,,0,0,39.6,-5.5,0,0,0,0,1,1,1,0,0,0,0,115,11,0,0,DE
44,Brandin Bryant,4,0,0,0,0,7,0,0,2022,29,BUF,4,0,0,0,0,,0,0,,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,74,7,11,2.7,DT
45,Christian Covington,4,0,0,0,0,11.8,0,0,2022,29,LAC,4,0,0,0,0,,0,0,,0,0,0,0,3,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,124,11.8,18,3.9,DT
46,Tarron Jackson,4,0,0,0,0,2.4,0,0,2022,24,PHI,4,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,27,2.4,13,2.9,DE
47,Darryl Johnson,4,0,0,0,0,4.5,0,0,2022,25,SEA,4,1,0,0,0,,0,0,,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,20,0,0,52,4.5,62,13.3,DE
48,Manny Jones,4,0,0,0,0,5.3,0,0,2022,23,ARI,4,0,0,0,0,,0,0,,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,59,5.3,9,2,DT
49,Khalid Kareem,4,0,0,0,0,5.4,0,0,2022,24,IND,4,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,3,0,3,0,0,0,0,61,5.4,20,4.4,DE
50,Takkarist McKinley,4,0,0,0,0,1.7,0,0,2022,27,LAR,4,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,18,1.7,5,1.1,DE
51,Anthony Rush,4,0,0,0,0,7.8,0,0,2022,26,ATL,4,4,0,0,0,,0,0,,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,87,7.8,0,0,RDE
52,Joey Bosa,5,2.5,0,0,1,15.8,0,0,2022,27,LAC,5,4,0,0,0,,0,0,,0,0,0,2.5,8,2,10,3,6,0,0,0,0,0,0,0,0,1,1,1,100,21,21,21,0,118.7,5,5,16,10,0,3,0,6,0,0,0,0,165,15.8,2,0.4,LDE
53,Andrew Brown,5,0,0,0,0,7.3,0,0,2022,27,CHI,5,0,0,0,0,,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,50,0,0,79,7.3,0,0,DT
54,Earnest Brown IV,5,0,0,0,0,12.5,0,0,2022,23,LAR,5,3,0,0,0,,0,0,,0,0,0,0,3,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,1,10,0,0,136,12.5,25,5.6,DE
55,Taco Charlton,5,0,0,0,2,6.2,0,0,2022,28,CHI,5,0,0,0,0,,0,0,,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,100,13,6.5,6.5,0,93.7,-0.5,-1,14,0,0,0,0,0,1,25,0,0,67,6.2,2,0.5,DE
56,D.J. Davidson,5,0,0,0,0,3.8,0,0,2022,23,NYG,5,0,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,43,3.8,43,9.1,DT
57,Joe Gaziano,5,1,0,0,0,10.9,0,0,2022,26,LAC,5,0,0,0,0,,0,0,,0,0,0,1,6,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,0,0,0,0,114,10.9,30,6.5,DE
58,Phil Hoskins,5,0,0,0,0,3.8,0,0,2022,25,CAR,5,0,0,0,0,,0,0,,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,44,3.8,2,0.4,DT
59,Rashard Lawrence,5,0,0,0,1,10.1,0,0,2022,24,ARI,5,5,0,0,0,,0,0,,0,0,0,0,8,2,10,3,0,0,0,0,0,0,0,0,0,1,1,1,100,6,6,6,0,91.7,-3,-3,9,5,1,0,0,1,0,0,0,0,112,10.1,9,2,NT
60,Romeo Okwara,5,2,0,0,0,10.5,0,0,2022,27,DET,5,0,0,0,0,,0,0,,0,0,0,2,3,5,8,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,2,0,0,0,0,119,10.5,21,4.7,DE
61,Esezi Otomewo,5,0,0,0,1,7.7,0,0,2022,24,MIN,5,0,0,0,0,,0,0,,0,0,0,0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,1,1,100,-1,-1,-1,0,79.2,-4,-4,3,0,0,0,0,0,0,0,0,0,89,7.7,45,9.1,DE
62,Sam Roberts,5,0,0,0,0,3.5,0,0,2022,24,NWE,5,0,0,0,0,,0,0,,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,40,3.5,10,2.2,DT
63,Tershawn Wharton,5,1,0,0,2,13,0,0,2022,24,KAN,5,0,0,0,0,,0,0,,0,0,0,1,4,4,8,1,4,0,0,0,0,0,0,0,0,0,2,2,100,12,6,6,0,91.7,1,2,10,2,0,4,0,5,2,20,0,0,149,13,16,3.5,DT
64,Brandon Williams,5,0.5,0,0,0,7.2,0,0,2022,33,KAN,5,0,0,0,0,,0,0,,0,0,0,0.5,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,2,0,0,0,0,83,7.2,0,0,DT
65,Chris Williams,5,0,0,0,0,4,0,0,2022,24,IND,5,0,0,0,0,,0,0,,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,0,0,0,0,45,4,2,0.4,DT
66,Justin Zimmer,5,0,0,0,0,3.6,0,0,2022,30,MIA,5,1,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,41,3.6,0,0,NT
67,Tashawn Bower,6,0,0,0,1,3.2,0,0,2022,27,LVR,6,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,13,13,13,0,118.7,-6,-6,19,3,0,0,0,0,0,0,0,0,36,3.2,34,7.5,DE
68,Michael Brockers,6,0,0,0,0,11,0,0,2022,32,DET,6,5,0,0,0,,0,0,,0,0,0,0,1,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,2,0,0,0,0,125,11,7,1.6,LDT
69,Matthew Butler,6,0.5,0,0,0,5,0,0,2022,23,LVR,6,0,0,0,0,,0,0,,0,0,0,0.5,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,0,0,0,0,56,5,7,1.5,DT
70,Tyeler Davison,6,0,0,0,0,3.2,0,0,2022,30,LAC,6,0,0,0,0,,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,34,3.2,7,1.5,DT
71,Matt Dickerson,6,0,0,0,0,8.6,0,0,2022,27,ATL,6,0,0,0,0,,0,0,,0,0,0,0,3,9,12,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,0,0,0,0,96,8.6,13,3,DE
72,Randy Gregory,6,2,0,0,0,16.5,0,0,2022,30,DEN,6,3,0,0,0,,0,0,,0,0,0,2,7,5,12,2,7,0,0,0,0,0,0,0,0,2,0,0,,0,,,0,,,0,0,22,1,5,0,8,1,7.7,0,0,189,16.5,13,2.7,DE
73,Charles Harris,6,1,0,0,1,23,0,0,2022,27,DET,6,4,0,0,0,,0,0,,0,0,0,1,10,4,14,2,4,0,0,0,1,0,0,0,0,1,1,1,100,15,15,15,1,158.3,14,14,1,2,1,2,1,4,0,0,0,0,261,23,29,6.4,DE
74,Kingsley Jonathan,6,0,0,0,0,2.5,0,0,2022,24,"BUF,CHI",6,0,0,0,0,,0,0,,0,0,0,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,0,0,0,0,53,2.5,8,0.9,DE
75,Javon Kinlaw,6,0,0,0,1,15.1,0,0,2022,25,SFO,6,6,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,100,5,5,5,0,87.5,-3,-3,8,0,3,0,0,3,1,20,0,0,162,15.1,9,2.1,LDT
76,Sam Okuayinonu,6,0.5,0,0,0,9,0,0,2022,24,TEN,6,0,0,0,0,,0,0,,0,0,0,0.5,3,8,11,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,0,0,0,0,105,9,9,2,DT
77,Ryder Anderson,7,2,0,0,0,13.4,0,0,2022,24,NYG,7,2,0,0,0,,0,0,,0,0,0,2,4,4,8,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,4,0,0,0,0,152,13.4,26,5.5,DT
78,Jalen Dalton,7,0,0,0,0,12.9,0,0,2022,25,ATL,7,0,0,0,0,,0,0,,0,0,0,0,8,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,145,12.9,33,7.6,DT
79,Malik Herring,7,0,0,0,1,7.7,0,0,2022,25,KAN,7,0,0,0,0,,0,0,,0,0,0,0,1,5,6,0,0,0,0,0,0,0,1,0,0,0,1,1,100,4,4,4,0,83.3,2,2,2,0,0,0,0,0,1,14.3,0,0,88,7.7,22,4.8,DE
80,Tyquan Lewis,7,1,0,0,0,24,0,0,2022,27,IND,7,4,0,0,0,,0,0,,0,0,0,1,8,6,14,2,4,0,0,0,2,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,3,3,1,7,2,12.5,0,0,273,24,1,0.2,DE
81,Daviyon Nixon,7,0,0,0,0,5.4,0,0,2022,24,CAR,7,0,0,0,0,,0,0,,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,1,0,0,1,0,0,0,0,62,5.4,1,0.2,DT
82,Otito Ogbonnia,7,0,0,0,0,13.2,0,0,2022,22,LAC,7,1,0,0,0,,0,0,,0,0,0,0,13,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,2,12.5,0,0,138,13.2,27,5.8,DT
83,Azeez Ojulari,7,5.5,0,0,2,20.3,0,0,2022,22,NYG,7,5,0,0,0,,0,0,,0,0,0,5.5,9,5,14,3,7,0,0,0,1,0,1,-5,0,3,2,1,50,5,5,2.5,0,56.2,-2,-4,9,14,3,4,0,13,2,12.5,0,0,230,20.3,0,0,LDE
84,Isaac Rochell,7,0,0,0,1,6.2,0,0,2022,27,"CLE,LVR",7,1,0,0,0,,0,0,,0,0,0,0,11,1,12,1,2,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,0,91.7,3,3,3,1,0,2,0,2,0,0,0,0,137,6.2,15,1.7,DE
85,Akeem Spence,7,0,0,0,0,13.7,0,0,2022,31,SFO,7,0,0,0,0,,0,0,,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,147,13.7,4,0.9,DT
86,Taylor Stallworth,7,0,0,0,1,3.1,0,0,2022,27,"HOU,KAN",7,0,0,0,0,,0,0,,0,0,0,0,3,5,8,1,0,0,0,0,0,0,0,0,0,0,1,1,100,5,5,5,0,87.5,1,1,4,0,0,1,0,1,0,0,0,0,73,3.1,0,0,DT
87,Ben Stille,7,0,0,0,0,3.8,0,0,2022,25,"CLE,MIA",7,1,0,0,0,,0,0,,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,2,0,0,0,0,84,3.8,1,0.1,DT
88,Jay Tufele,7,0,0,0,0,13.3,0,0,2022,23,CIN,7,2,0,0,0,,0,0,,0,0,0,0,6,10,16,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,2,11.1,0,0,138,13.3,16,3.7,DT
89,L.J. Collier,8,0,0,0,0,12.9,0,0,2022,27,SEA,8,0,0,0,0,,0,0,,0,0,0,0,3,4,7,1,1,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,2,1,1,12.5,0,0,149,12.9,22,4.7,DE
90,Jonathan Greenard,8,1.5,6,0,0,24.2,0,1,2022,25,HOU,8,4,1,0,0,,0,0,,0,0,6,1.5,9,7,16,6,4,1,39,1,1,0,1,0,0,0,0,0,,0,,,0,,,0,0,1,4,2,0,8,0,0,0,0,284,24.2,7,1.5,DE
91,Jonathan Harris,8,0,0,0,1,18.4,0,0,2022,26,DEN,8,4,0,0,0,,0,0,,0,0,0,0,13,7,20,2,1,0,0,0,0,0,0,0,0,0,1,1,100,3,3,3,0,79.2,1,1,2,0,0,1,0,1,1,4.8,0,0,211,18.4,10,2.1,DT
92,Austin Johnson,8,1,0,0,1,27.3,0,0,2022,28,LAC,8,8,0,0,0,,0,0,,0,0,0,1,16,6,22,3,3,0,0,0,1,0,0,0,0,0,1,1,100,9,9,9,1,143.7,7,7,2,0,2,2,1,5,3,12,0,0,286,27.3,42,9.1,LDT
93,Linval Joseph,8,0.5,0,0,0,17.1,0,0,2022,34,PHI,8,8,0,0,0,,0,0,,0,0,0,0.5,8,12,20,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,0,0,0,0,189,17.1,0,0,RDT
94,Larrell Murchison,8,2,0,0,0,4.5,0,0,2022,25,"TEN,LAR",8,0,0,0,0,,0,0,,0,0,0,2,6,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,2,1,11.1,0,0,102,4.5,22,2.5,DE
95,Kyle Peko,8,0,0,0,2,13.7,0,0,2022,29,LVR,8,0,0,0,0,,0,0,,0,0,0,0,5,6,11,0,0,0,0,0,1,0,0,0,0,0,2,2,100,27,13.5,13.5,0,118.7,4,8,19,0,1,0,1,1,0,0,0,0,154,13.7,61,13.5,DT
96,Ndamukong Suh,8,1,0,0,0,15.9,0,0,2022,35,PHI,8,0,0,0,0,,0,0,,0,0,0,1,4,6,10,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,2,0,0,0,0,176,15.9,0,0,DT
