,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
97,Payton Turner,8,2,0,0,2,15.1,0,0,2022,23,NOR,8,0,0,0,0,,0,0,,0,0,0,2,11,5,16,5,3,0,0,0,0,0,0,0,0,0,2,2,100,2,1,1,0,79.2,-3.5,-7,9,0,1,1,0,4,0,0,0,0,171,15.1,32,7.2,DE
98,Eyioma Uwazurike,8,0,0,0,0,14.4,0,0,2022,24,DEN,8,0,0,0,0,,0,0,,0,0,0,0,11,6,17,0,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,2,1,2,0,0,0,0,165,14.4,33,6.9,DT
99,Kendal Vickers,8,0,0,0,1,18.4,0,0,2022,27,LVR,8,0,0,0,0,,0,0,,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,1,1,100,8,8,8,0,100,3,3,5,0,0,1,0,1,0,0,0,0,207,18.4,42,9.3,DT
100,Nick Williams,8,0,0,0,0,20.1,0,0,2022,32,NYG,8,7,0,0,0,,0,0,,0,0,0,0,5,10,15,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,2,2,4,0,0,0,0,227,20.1,4,0.8,DE
101,Chase Winovich,8,1,0,0,3,16.3,0,0,2022,27,CLE,8,2,0,0,0,,0,0,,0,0,0,1,14,6,20,1,3,0,0,0,1,0,0,0,0,0,3,3,100,33,11,11,0,112.5,1.7,5,28,1,3,2,1,6,0,0,0,0,178,16.3,66,14.9,DE
102,Arik Armstead,9,0,0,0,1,32.7,0,0,2022,29,SFO,9,9,0,0,0,,0,0,,0,0,0,0,8,3,11,2,4,0,0,0,0,0,0,0,0,0,1,1,100,14,14,14,0,118.7,-1,-1,15,1,2,4,0,6,0,0,0,0,350,32.7,2,0.5,RDT
103,Amare Barno,9,2,0,0,2,4.4,0,0,2022,23,CAR,9,0,0,0,0,,0,0,,0,0,0,2,8,1,9,2,2,0,0,0,0,0,0,0,0,0,2,2,100,-1,-0.5,-0.5,0,79.2,-4.5,-9,8,0,1,0,0,3,0,0,0,0,51,4.4,73,15.5,DE
104,Bobby Brown,9,0,0,0,0,15.1,0,0,2022,22,LAR,9,1,0,0,0,,0,0,,0,0,0,0,5,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,3,0,0,3,0,0,0,0,164,15.1,57,12.8,DT
105,Austin Bryant,9,0,0,0,2,18.3,0,0,2022,26,DET,9,0,0,0,0,,0,0,,0,0,0,0,7,2,9,1,3,0,0,0,1,0,0,0,0,0,2,1,50,1,1,0.5,1,95.8,-0.5,1,0,0,2,3,1,5,0,0,0,0,208,18.3,46,10.2,DE
106,Michael Dwumfour,9,0,0,0,0,10.6,0,0,2022,24,"HOU,SFO",9,0,0,0,0,,0,0,,0,0,0,0,7,1,8,0,3,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,3,1,3,0,4,2,20,0,0,238,10.6,18,2,DT
107,Neil Farrell,9,0,0,0,0,14,0,0,2022,24,LVR,9,0,0,0,0,,0,0,,0,0,0,0,3,9,12,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,2,1,7.7,0,0,158,14,6,1.3,DT
108,Breiden Fehoko,9,0,0,0,1,26.6,0,0,2022,26,LAC,9,3,0,0,0,,0,0,,0,0,0,0,10,13,23,1,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,79.2,0,0,1,0,0,0,0,0,0,0,0,0,279,26.6,36,7.8,DT
109,Jaleel Johnson,9,1,0,0,1,7.9,0,0,2022,28,"ATL,HOU",9,1,0,0,0,,0,0,,0,0,0,1,11,4,15,0,2,0,0,0,0,0,1,0,0,0,1,1,100,4,4,4,0,83.3,-3,-3,7,0,0,1,0,2,0,0,0,0,181,7.9,24,2.7,DT
110,T.Y. McGill,9,0,0,0,0,16.9,0,0,2022,30,SFO,9,0,0,0,0,,0,0,,0,0,0,0,5,3,8,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,3,1,11.1,0,0,181,16.9,17,3.9,DT
111,Emmanuel Ogbah,9,1,0,0,0,28.7,0,0,2022,29,MIA,9,3,0,0,0,,0,0,,0,0,0,1,7,4,11,1,7,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,3,4,4,0,9,1,8.3,0,0,328,28.7,42,9.3,DE
112,Marlon Tuipulotu,9,1,0,0,0,21,0,0,2022,23,PHI,9,1,0,0,0,,0,0,,0,0,0,1,8,8,16,1,2,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,1,1,1,0,3,1,5.9,0,0,232,21,35,7.7,DT
113,Jordan Willis,9,2,0,0,0,18.7,0,0,2022,27,SFO,9,0,0,0,0,,0,0,,0,0,0,2,6,6,12,3,4,0,0,0,0,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,0,2,0,4,0,0,0,0,200,18.7,99,22.6,DE
114,Myles Adams,10,0,0,0,0,16.4,0,0,2022,24,SEA,10,0,0,0,0,,0,0,,0,0,0,0,6,10,16,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,2,2,1,5.9,0,0,190,16.4,9,1.9,DT
115,Christian Barmore,10,2.5,0,0,1,29,0,0,2022,23,NWE,10,3,0,0,0,,0,0,,0,0,0,2.5,12,11,23,2,7,0,0,0,1,0,0,0,0,0,1,1,100,11,11,11,0,112.5,4,4,7,0,1,5,1,9,1,4.2,0,0,328,29,0,0,DT
116,Thomas Booker,10,0.5,0,0,3,17.6,0,0,2022,23,HOU,10,1,0,0,0,,0,0,,0,0,0,0.5,11,4,15,1,1,0,0,0,1,0,0,0,0,0,3,2,66.7,13,6.5,4.3,0,75.7,-3.3,-5,18,2,0,0,1,1,1,6.3,0,0,206,17.6,22,4.7,DE
117,Jeff Gunter,10,0,0,0,1,3.6,0,0,2022,23,CIN,10,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,21,21,21,0,118.7,0,0,21,0,0,0,0,0,1,50,0,0,37,3.6,79,18.2,DE
118,Johnathan Hankins,10,0,0,0,0,10.4,0,0,2022,30,"DAL,LVR",10,4,0,0,0,,0,0,,0,0,0,0,7,13,20,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,1,2,2,9.1,0,0,236,10.4,9,1,DT
119,Josh Paschal,10,2,0,0,1,25.8,0,0,2022,23,DET,10,4,0,0,0,,0,0,,0,0,0,2,10,6,16,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,3,0,0,0,2,2,0,6,1,5.9,0,0,293,25.8,1,0.2,DT
120,D.J. Reader,10,0,0,0,1,38.3,0,0,2022,28,CIN,10,10,0,0,0,,0,0,,0,0,0,0,18,9,27,1,5,0,0,0,4,0,2,0,0,1,1,1,100,69,69,69,0,118.7,-1,-1,70,0,3,5,4,8,1,3.6,0,0,397,38.3,37,8.5,LDT
121,A'Shawn Robinson,10,0,0,0,0,33,0,0,2022,27,LAR,10,10,0,0,0,,0,0,,0,0,0,0,22,20,42,2,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,3,0,4,2,4.5,0,0,359,33,52,11.7,LDE
122,Isaiah Thomas,10,1,0,0,0,14.9,0,0,2022,24,CLE,10,0,0,0,0,,0,0,,0,0,0,1,4,5,9,1,2,0,0,0,2,0,1,0,0,0,0,0,,0,,,0,,,0,0,5,2,1,2,4,3,25,0,0,162,14.9,22,5,DE
123,Henry Anderson,11,0,0,0,1,17.6,0,0,2022,31,CAR,11,0,0,0,0,,0,0,,0,0,0,0,9,9,18,3,1,0,0,0,0,0,0,0,0,0,1,1,100,-2,-2,-2,0,79.2,-4,-4,2,0,2,1,0,3,1,5.3,0,0,204,17.6,40,8.5,DE
124,Ross Blacklock,11,1,0,0,1,12,0,0,2022,24,MIN,11,0,0,0,0,,0,0,,0,0,0,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,100,12,12,12,0,116.7,4,4,8,0,3,0,0,4,2,50,0,0,139,12,0,0,DT
125,Vinny Curry,11,0,0,0,1,16.3,0,0,2022,34,NYJ,11,0,0,0,0,,0,0,,0,0,0,0,9,6,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,-4,0,0,3,2,1,0,3,2,11.8,0,0,185,16.3,55,12,DE
126,Aaron Donald,11,5,0,0,2,56.6,0,0,2022,31,LAR,11,11,0,0,0,,0,0,,0,0,0,5,27,22,49,10,11,0,0,0,2,0,1,0,0,1,2,1,50,5,5,2.5,0,56.2,-2.5,-2,7,0,5,6,2,16,2,3.9,0,0,616,56.6,5,1.1,DT
127,Ta'Quon Graham,11,0,0,0,0,42,1,0,2022,24,ATL,11,9,0,0,0,,0,0,,0,0,0,0,15,19,34,1,8,0,0,0,0,1,1,19,0,0,0,0,,0,,,0,,,0,0,0,1,5,0,6,2,5.6,0,0,471,42,44,10.1,LDT
128,Akiem Hicks,11,1,0,0,0,35.6,0,0,2022,33,TAM,11,11,0,0,0,,0,0,,0,0,0,1,13,9,22,2,4,0,0,0,3,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,3,3,4,1,4.3,0,0,399,35.6,1,0.2,RDE
129,Naquan Jones,11,1,0,0,0,13.4,0,0,2022,24,TEN,11,1,0,0,0,,0,0,,0,0,0,1,6,10,16,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,3,0,0,0,0,157,13.4,36,8,DT
130,DeMarvin Leal,11,0,0,0,1,16.4,0,0,2022,22,PIT,11,2,0,0,0,,0,0,,0,0,0,0,8,6,14,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,,0,0,39.6,-2,0,0,0,0,0,2,0,3,17.6,0,0,175,16.4,39,8.9,DE
131,Isaiahh Loudermilk,11,0,0,0,0,10.9,0,0,2022,25,PIT,11,3,0,0,0,,0,0,,0,0,0,0,4,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,116,10.9,71,16.2,DT
132,Von Miller,11,8,0,0,0,42.8,0,0,2022,33,BUF,11,11,0,0,0,,0,0,,0,0,0,8,18,3,21,10,12,0,0,0,2,0,0,0,0,1,0,0,,0,,,0,,,0,0,19,16,3,2,27,2,8.7,0,0,450,42.8,0,0,RDE
133,Henry Mondeaux,11,0,0,0,0,22,0,0,2022,27,NYG,11,4,0,0,0,,0,0,,0,0,0,0,5,11,16,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,1,5.9,0,0,249,22,63,13.4,DT
134,Khyiris Tonga,11,0.5,0,0,1,23.8,0,0,2022,26,MIN,11,2,0,0,0,,0,0,,0,0,0,0.5,12,16,28,1,2,0,0,0,4,0,0,0,0,0,1,1,100,1,1,1,0,79.2,-3,-3,4,0,2,1,4,4,3,9.7,0,0,276,23.8,58,11.8,DT
135,Daniel Wise,11,0,0,0,0,9.7,0,0,2022,26,WAS,11,1,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,2,0,0,0,0,101,9.7,21,4.6,DE
136,Mario Addison,12,1,0,0,1,31.4,0,0,2022,35,HOU,12,1,0,0,0,,0,0,,0,0,0,1,6,9,15,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,,0,0,39.6,-4,0,0,0,4,2,1,7,1,6.3,0,0,368,31.4,12,2.6,DE
137,Denico Autry,12,8,0,0,4,45.5,0,0,2022,32,TEN,12,8,0,0,0,,0,0,,0,0,0,8,17,10,27,8,19,0,0,0,4,0,0,0,0,2,4,4,100,30,7.5,7.5,0,97.9,2.5,10,20,1,4,10,4,22,1,3.6,0,0,532,45.5,34,7.6,DL
138,Jonathan Bullard,12,0,0,0,1,27.5,0,0,2022,29,MIN,12,7,0,0,0,,0,0,,0,0,0,0,17,6,23,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,4,0,0,0,0,1,0,1,0,0,0,0,319,27.5,0,0,LDE
139,Jadeveon Clowney,12,2,0,0,2,45.3,0,0,2022,29,CLE,12,10,0,0,0,,0,0,,0,0,0,2,14,14,28,4,4,0,0,0,3,0,1,0,0,1,2,1,50,21,21,10.5,0,87.5,-2.5,-5,26,1,7,2,3,12,0,0,0,0,493,45.3,43,9.7,RDE
140,Kwity Paye,12,6,0,0,4,48,0,0,2022,24,IND,12,12,0,0,0,,0,0,,0,0,0,6,32,13,45,10,10,0,0,0,0,0,1,0,0,0,4,3,75,8,2.7,2,0,77.1,-3.8,-10,18,0,9,4,0,19,1,2.2,0,0,546,48,14,3.1,RDE
141,Corey Peters,12,0,0,0,1,22.7,0,0,2022,34,JAX,12,3,0,0,0,,0,0,,0,0,0,0,11,9,20,5,2,0,0,0,0,0,0,0,0,0,1,1,100,11,11,11,0,112.5,-9,-9,20,0,0,1,0,1,0,0,0,0,264,22.7,1,0.2,NT
142,Jordan Phillips,12,1.5,0,0,1,32.9,0,0,2022,30,BUF,12,1,0,0,0,,0,0,,0,0,0,1.5,9,11,20,3,6,0,0,0,2,0,0,0,0,0,1,1,100,2,2,2,0,79.2,-5,-5,7,0,2,5,1,9,3,13,0,0,346,32.9,3,0.7,DT
143,Hassan Ridgeway,12,1,0,0,0,26.5,0,0,2022,28,SFO,12,7,0,0,0,,0,0,,0,0,0,1,14,14,28,3,4,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,3,1,3.4,0,0,284,26.5,31,7.1,RDT
144,Deadrin Senat,12,1,0,0,0,14.7,0,0,2022,28,TAM,12,0,0,0,0,,0,0,,0,0,0,1,10,7,17,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,2,1,5.6,0,0,165,14.7,6,1.3,DT
145,Tommy Togiai,12,0.5,0,0,1,20.6,0,0,2022,23,CLE,12,2,0,0,0,,0,0,,0,0,0,0.5,3,10,13,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,,0,0,39.6,1,0,0,0,1,1,1,3,0,0,0,0,224,20.6,12,2.7,DT
146,Carlos Watkins,12,0,0,0,1,24.2,0,0,2022,29,DAL,12,4,0,0,0,,0,0,,0,0,0,0,13,13,26,2,0,0,0,0,0,0,0,0,0,1,1,1,100,4,4,4,0,83.3,-3,-3,7,0,0,0,0,0,2,7.1,0,0,278,24.2,10,2.1,DE
147,Leonard Williams,12,2.5,0,0,1,53.4,0,0,2022,28,NYG,12,12,0,0,0,,0,0,,0,0,0,2.5,26,19,45,5,12,0,0,0,0,0,2,0,0,1,1,1,100,46,46,46,0,118.7,-3,-3,49,0,6,8,0,17,0,0,0,0,604,53.4,46,9.8,RDE
148,Zach Allen,13,5.5,0,0,3,59.4,0,0,2022,25,ARI,13,13,0,0,0,,0,0,,0,0,0,5.5,23,24,47,10,20,0,0,0,8,0,0,0,0,0,3,3,100,17,5.7,5.7,0,90.3,-1.3,-4,21,7,7,12,8,25,2,4.1,0,0,660,59.4,60,13.2,DT
149,Quinton Bohanna,13,0,0,0,0,23.1,0,0,2022,23,DAL,13,9,0,0,0,,0,0,,0,0,0,0,7,12,19,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,2,9.5,0,0,265,23.1,125,26.2,RDT
150,Michael Danna,13,5,0,0,2,41,0,0,2022,25,KAN,13,0,0,0,0,,0,0,,0,0,0,5,9,18,27,3,10,0,0,0,0,0,0,0,0,2,2,2,100,7,3.5,3.5,0,81.2,-5,-10,17,7,6,5,0,16,4,12.9,0,0,471,41,41,8.9,DE
151,Jordan Davis,13,0,0,0,1,20.3,0,0,2022,22,PHI,13,5,0,0,0,,0,0,,0,0,0,0,8,10,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16,,16,0,79.2,-3,-3,19,1,1,0,1,1,0,0,0,0,224,20.3,79,17.4,DT
152,Michael Dogbe,13,0,0,0,0,25.4,0,0,2022,26,ARI,13,4,0,0,0,,0,0,,0,0,0,0,14,14,28,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,2,6.7,0,0,282,25.4,51,11.2,DE
153,Mario Edwards,13,3,0,0,0,39.7,0,0,2022,28,TEN,13,7,0,0,0,,0,0,,0,0,0,3,11,6,17,4,11,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,7,1,14,1,5.6,0,0,464,39.7,54,12.1,DL
154,Olakunle Fatukasi,13,0,0,0,0,0.1,0,0,2022,23,TAM,13,0,0,0,0,,0,0,,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0.1,150,32.6,DE
155,Kevin Givens,13,2,0,0,0,33,0,0,2022,25,SFO,13,11,0,0,0,,0,0,,0,0,0,2,11,9,20,7,3,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,4,2,9.1,0,0,353,33,37,8.4,LDT
156,Trysten Hill,13,1,0,0,0,10.1,0,0,2022,24,"ARI,DAL",13,0,0,0,0,,0,0,,0,0,0,1,10,2,12,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,5,0,6,0,0,0,0,228,10.1,8,0.9,DT
157,Matthew Ioannidis,13,1,0,0,1,55.4,0,0,2022,28,CAR,13,13,0,0,0,,0,0,,0,0,0,1,17,20,37,5,9,0,0,0,1,0,0,0,0,1,1,1,100,-6,-6,-6,0,79.2,-2,-2,-4,0,2,7,1,10,3,7.5,0,0,641,55.4,30,6.4,RDT
158,Dre'Mont Jones,13,6.5,0,0,0,62.6,0,0,2022,25,DEN,13,13,0,0,0,,0,0,,0,0,0,6.5,24,23,47,9,10,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,1,4,5,0,16,1,2.1,0,0,716,62.6,9,1.9,LDE
159,Jacob Martin,13,2.5,0,0,1,11.4,0,0,2022,27,"DEN,NYJ",13,0,0,0,0,,0,0,,0,0,0,2.5,7,7,14,2,5,0,0,0,0,0,0,0,0,1,1,1,100,8,8,8,0,100,0,0,8,4,5,1,0,9,2,12.5,0,0,261,11.4,214,22.8,DE
160,Bryan Mone,13,0,0,0,0,23.4,0,0,2022,27,SEA,13,3,0,0,0,,0,0,,0,0,0,0,15,10,25,2,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,0,0,4,0,0,0,0,270,23.4,19,4.1,DT
161,Carl Nassib,13,3.5,0,0,1,22.4,0,0,2022,29,TAM,13,1,0,0,0,,0,0,,0,0,0,3.5,15,8,23,6,6,0,0,0,3,0,1,0,0,0,1,1,100,3,3,3,0,79.2,-6,-6,9,6,1,2,3,7,2,8,0,0,251,22.4,68,14.8,DE
162,Ed Oliver,13,2.5,2,1,0,50.1,0,0,2022,25,BUF,13,13,0,0,0,,0,0,,0,1,2,2.5,20,14,34,9,14,0,0,0,3,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,2,11,3,16,1,2.9,0,0,527,50.1,4,1,LDT
163,Robert Quinn,13,1,0,0,2,17.9,0,0,2022,32,"CHI,PHI",13,7,0,0,0,,0,0,,0,0,0,1,8,2,10,2,5,0,0,0,0,0,0,0,0,0,2,1,50,6,6,3,0,56.2,-3.5,-3,9,2,6,4,0,11,1,9.1,0,0,392,17.9,7,0.8,LDE
164,Malcolm Roach,13,1,0,0,1,27.8,0,0,2022,24,NOR,13,3,0,0,0,,0,0,,0,0,0,1,14,12,26,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,-5,0,0,0,0,1,0,2,4,13.3,0,0,315,27.8,7,1.6,DT
165,Gregory Rousseau,13,8,0,0,3,44.1,0,0,2022,22,BUF,13,13,0,0,0,,0,0,,0,0,0,8,27,10,37,10,14,0,0,0,4,0,0,0,0,1,3,3,100,5,1.7,1.7,0,79.2,-4,-12,17,2,4,5,3,18,2,5.1,0,0,463,44.1,38,9.3,LDE
166,Bravvion Roy,13,0,0,0,0,25.9,0,1,2022,26,CAR,13,4,0,0,0,,0,0,,0,0,0,0,4,13,17,0,1,1,3,0,3,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,2,0,0,0,0,0,299,25.9,35,7.4,DT
167,Dalvin Tomlinson,13,2.5,0,0,0,47.5,0,0,2022,28,MIN,13,13,0,0,0,,0,0,,0,0,0,2.5,20,22,42,3,10,0,0,0,0,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,4,7,0,14,0,0,0,0,551,47.5,36,7.3,RDE
168,Perrion Winfrey,13,0.5,0,0,0,31.4,0,0,2022,22,CLE,13,0,0,0,0,,0,0,,0,0,0,0.5,8,14,22,1,2,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,2,3,1,4.3,0,0,342,31.4,10,2.3,DT
169,Chris Wormley,13,0.5,0,0,2,31.8,0,0,2022,29,PIT,13,1,0,0,0,,0,0,,0,0,0,0.5,13,16,29,3,1,0,0,0,0,0,1,0,0,1,2,1,50,29,29,14.5,1,135.4,-1.5,-3,32,0,1,0,0,2,2,6.5,0,0,338,31.8,78,17.8,DE
170,Andrew Billings,14,1,0,0,0,42.7,0,0,2022,27,LVR,14,14,0,0,0,,0,0,,0,0,0,1,18,21,39,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,3,2,4.9,0,0,481,42.7,40,8.8,LDT
171,Calais Campbell,14,5.5,0,0,0,50.3,0,0,2022,36,BAL,14,14,0,0,0,,0,0,,0,0,0,5.5,18,18,36,4,14,0,0,0,2,0,0,0,0,2,0,0,,0,,,0,,,0,0,0,1,8,2,15,5,12.2,0,0,550,50.3,123,28.5,DE
172,John Cominsky,14,4,0,0,2,48.9,0,0,2022,27,DET,14,8,0,0,0,,0,0,,0,0,0,4,18,12,30,5,12,0,0,0,3,0,0,0,0,1,2,2,100,28,14,14,0,118.7,-1,-2,30,0,5,8,2,17,0,0,0,0,556,48.9,54,12,RDE
173,Folorunso Fatukasi,14,1.5,0,0,0,38.4,0,0,2022,27,JAX,14,13,0,0,0,,0,0,,0,0,0,1.5,13,11,24,2,3,0,0,0,3,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,1,3,5,0,0,0,0,447,38.4,1,0.2,RDE
174,Jonathan Garvin,14,0,0,0,0,18.7,0,0,2022,23,GNB,14,0,0,0,0,,0,0,,0,0,0,0,0,8,8,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,21,1,2,2,3,0,0,0,0,193,18.7,124,29,DE
175,Lawrence Guy,14,2,0,0,1,44.5,0,0,2022,32,NWE,14,14,0,0,0,,0,0,,0,0,0,2,18,28,46,3,5,0,0,0,0,0,0,0,0,0,1,1,100,7,7,7,0,95.8,2,2,5,0,2,2,0,7,2,4.2,0,0,503,44.5,21,4.6,LDE
176,Bryce Huff,14,3.5,0,0,0,16.8,0,0,2022,24,NYJ,14,0,0,0,0,,0,0,,0,0,0,3.5,4,2,6,2,10,0,0,0,1,0,0,0,0,1,0,0,,0,,,0,,,0,0,2,6,6,0,16,0,0,0,0,191,16.8,161,35,DE
177,Eric Johnson,14,0,0,0,0,11.1,0,0,2022,24,IND,14,0,0,0,0,,0,0,,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,126,11.1,15,3.3,DT
178,Jermaine Johnson II,14,2.5,2,1,3,27.4,0,0,2022,23,NYJ,14,0,0,0,0,,0,0,,0,1,2,2.5,18,11,29,3,5,0,0,0,0,0,0,0,0,0,3,2,66.7,13,6.5,4.3,0,75.7,-3,-7,20,6,1,2,0,6,1,3.3,0,0,312,27.4,109,23.7,DE
179,Jonathan Ledbetter,14,1,0,0,0,24.8,0,0,2022,25,ARI,14,3,0,0,0,,0,0,,0,0,0,1,10,12,22,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,1,0,2,0,0,0,0,275,24.8,56,12.3,DE
180,Ifeadi Odenigbo,14,3.5,0,0,3,11.6,0,0,2022,28,"IND,TAM",14,0,0,0,0,,0,0,,0,0,0,3.5,9,9,18,4,6,0,0,0,0,0,0,0,0,0,3,3,100,2,0.7,0.7,0,79.2,-3.3,-10,12,2,1,2,0,7,0,0,0,0,261,11.6,60,6.6,DE
181,James Smith-Williams,14,3,0,0,5,48.5,0,0,2022,25,WAS,14,14,0,0,0,,0,0,,0,0,0,3,12,11,23,5,16,0,0,0,1,0,0,0,0,0,5,2,40,8,4,1.6,0,47.9,-4.2,-10,18,7,1,14,1,18,3,11.5,0,0,506,48.5,15,3.3,RDE
182,Vita Vea,14,6.5,0,0,2,48.1,0,0,2022,27,TAM,14,14,0,0,0,,0,0,,0,0,0,6.5,15,16,31,7,13,0,0,0,0,0,1,0,0,1,2,2,100,23,11.5,11.5,0,114.6,2.5,5,18,0,3,6,0,16,1,3.1,0,0,539,48.1,53,11.5,NT
183,Al Woods,14,2,0,0,1,32.4,0,0,2022,35,SEA,14,14,0,0,0,,0,0,,0,0,0,2,27,12,39,5,3,0,0,0,1,0,0,0,0,0,1,1,100,4,4,4,0,83.3,-2,-2,6,0,2,1,1,5,2,4.9,0,0,375,32.4,50,10.7,NT
184,Boogie Basham,15,2,0,0,0,37,0,1,2022,25,BUF,15,0,0,0,0,,0,0,,0,0,0,2,9,10,19,1,5,1,21,0,2,0,1,1,0,0,0,0,,0,,,0,,,0,0,2,6,3,1,11,1,5,0,0,389,37,39,9.5,DE
185,Angelo Blackson,15,0,0,0,0,36,0,0,2022,30,CHI,15,4,0,0,0,,0,0,,0,0,0,0,10,12,22,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,3,1,0,4,2,8.3,0,0,392,36,101,23.2,DT
186,Frank Clark,15,5,2,1,8,62.5,0,0,2022,29,KAN,15,15,0,0,0,,0,0,,0,1,2,5,25,14,39,8,13,0,0,0,1,0,1,0,0,1,8,5,62.5,27,5.4,3.4,0,68.2,0,-16,43,12,10,8,1,24,3,7.1,0,0,717,62.5,0,0,RDE
187,Maliek Collins,15,3.5,0,0,0,51.5,0,0,2022,27,HOU,15,15,0,0,0,,0,0,,0,0,0,3.5,27,10,37,9,10,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,7,2,12,0,0,0,0,603,51.5,49,10.6,RDT
188,Marquise Copeland,15,1,0,0,0,31.4,0,0,2022,25,LAR,15,9,0,0,0,,0,0,,0,0,0,1,16,15,31,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,1,1,0,3,0,0,0,0,342,31.4,50,11.2,DL
189,Marcus Davenport,15,0.5,0,0,1,43.3,0,0,2022,26,NOR,15,9,0,0,0,,0,0,,0,0,0,0.5,16,13,29,2,8,0,0,0,0,0,0,0,0,0,1,1,100,-3,-3,-3,0,79.2,-8,-8,5,0,6,7,0,14,1,3.3,0,0,490,43.3,97,21.7,RDE
190,Samson Ebukam,15,5,0,0,5,52.2,0,0,2022,27,SFO,15,15,0,0,0,,0,0,,0,0,0,5,21,15,36,7,13,0,0,0,1,0,1,0,0,1,5,3,60,16,5.3,3.2,1,105,-2.6,-5,21,10,2,7,1,15,1,2.7,0,0,559,52.2,41,9.4,LDE
