Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
72,Grant Haley,4,0,0,14,11.8,0,0,0,0,0,2022,26,LAR,4,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,5,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,8,57.1,59,7.4,4.2,0,67.3,6.5,22,37,0,0,0,0,0,2,14.3,0,0,129,11.8,26,5.8,DB
73,Harrison Hand,4,0,0,9,10.2,0,0,0,0,0,2022,24,CHI,4,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,9,3,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,7,77.8,63,9,7,0,95.8,5.9,32,31,0,0,0,0,0,0,0,0,0,111,10.2,13,3,CB
74,William Jackson III,4,0,0,24,19.5,0,0,0,0,0,2022,30,WAS,4,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,15,1,16,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,17,70.8,190,11.2,7.9,2,121.9,11,161,29,2,0,0,0,0,1,5.9,0,0,204,19.5,0,0,DB
75,Jake McQuaide,4,0,0,0,0,0,0,0,0,0,2022,35,DAL,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,37,7.8,LS
76,Herb Miller,4,0,0,0,0,0,0,0,0,0,2022,25,CLE,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,1,48,0,0,0,0,0,48,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,64,14.4,CB
77,Michael Ojemudia,4,0,0,0,0.1,0,0,0,0,0,2022,25,"CHI,DEN",4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,2,0.1,24,2.6,CB
78,Elijah Riley,4,0,0,2,1.9,0,0,0,0,0,2022,24,PIT,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,2,2,1,0,56.2,11,0,2,0,0,0,0,0,0,0,0,0,20,1.9,25,5.7,S
79,Ahkello Witherspoon,4,0,0,29,23.3,0,1,0,0,0,2022,27,PIT,4,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,17,3,20,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,29,22,75.9,248,11.3,8.6,4,126.1,9.2,181,67,0,0,0,0,0,1,4.8,0,0,248,23.3,13,3,CB
80,Markquese Bell,5,0,0,0,1.9,0,0,0,0,0,2022,23,DAL,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,22,1.9,80,16.8,S
81,Juston Burris,5,0,0,10,18.9,0,0,0,0,0,2022,29,CAR,5,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,8,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,40,45,11.3,4.5,1,87.5,14.8,41,4,2,0,0,0,0,3,13,0,0,219,18.9,33,7,S
82,Tevaughn Campbell,5,0,0,6,2.7,0,0,0,0,0,2022,29,JAX,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,50,62,20.7,10.3,0,86.8,15.7,56,6,0,0,0,0,0,0,0,0,0,31,2.7,10,2.4,DB
83,Ronald Darby,5,0,0,18,24.6,0,0,0,0,0,2022,28,DEN,5,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,2,14,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,18,7,38.9,73,10.4,4.1,1,69.9,10.2,54,19,1,0,0,0,0,2,12.5,0,0,281,24.6,4,0.8,RCB
84,Myles Dorn,5,0,0,0,0,0,0,0,0,0,2022,24,MIN,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,68,13.8,S
85,Isaiah Dunn,5,0,0,0,0,0,0,0,0,0,2022,23,SEA,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,87,18.7,DB
86,Jacobi Francis,5,0,0,0,0,0,0,0,0,0,2022,24,HOU,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,76,16.4,DB
87,Shaquill Griffin,5,0,0,32,28.9,0,0,0,0,0,2022,27,JAX,5,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,6,29,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,21,65.6,252,12,7.9,2,110.4,10.3,180,72,0,0,0,0,0,2,6.5,0,0,336,28.9,3,0.7,LCB
88,Bryce Hall,5,0,0,2,1.3,0,0,0,0,0,2022,25,NYJ,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,25,25,12.5,1,135.4,17.5,25,0,0,0,0,0,0,0,,0,0,15,1.3,58,12.6,CB
89,J.C. Jackson,5,0,0,24,23.3,0,0,0,0,0,2022,27,LAC,5,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,3,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,16,66.7,334,20.9,13.9,4,149.3,14.8,266,68,0,0,0,0,0,1,6.3,0,0,244,23.3,1,0.2,LCB
90,Josh Jackson,5,0,0,7,3.9,0,0,0,0,0,2022,26,"ARI,PIT",5,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,5,71.4,60,12,8.6,1,136.9,8.7,54,6,0,0,0,0,0,0,0,0,0,85,3.9,22,2.5,CB
91,Emmanuel Moseley,5,0,0,27,29,0,1,0,0,0,2022,26,SFO,5,5,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,18,4,22,1,0,1,41,1,5,0,0,0,0,0,0,0,0,41,0,27,18,66.7,160,8.9,5.9,0,66.9,8.3,82,78,3,1,0,0,1,5,18.5,0,0,311,29,16,3.7,LCB
92,Bobby Price,5,0,0,4,3.3,0,0,0,0,0,2022,24,DET,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50,47,23.5,11.8,1,132.3,15.5,35,12,1,0,0,0,0,1,20,0,0,38,3.3,120,26.6,CB
93,Caden Sterns,5,0,0,17,24,0,2,0,0,0,2022,23,DEN,5,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,14,7,21,0,0,2,25,0,4,0,0,0,0,0,0,0,0,25,0,17,5,29.4,84,16.8,4.9,0,8.1,16.2,47,37,1,1,0,0,1,2,8.7,0,0,275,24,14,2.9,S
94,A.J. Thomas,5,0,0,0,1.2,0,0,0,0,0,2022,23,CHI,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,13,1.2,66,15.1,DB
95,Nolan Turner,5,0,0,1,0.1,0,0,0,0,0,2022,25,TAM,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,-5,-5,-5,0,79.2,-5,-5,0,0,0,0,0,0,0,0,0,0,1,0.1,74,16.1,S
96,Andrew Booth,6,0,0,13,9,0,0,0,0,0,2022,22,MIN,6,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,84.6,129,11.7,9.9,0,108,8.6,87,42,0,0,0,0,0,2,14.3,0,0,105,9,40,8.1,CB
97,Tre Brown,6,0,0,3,1.8,0,0,0,0,0,2022,25,SEA,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,39,13,13,0,118.7,12,36,3,0,0,0,0,0,0,0,0,0,21,1.8,21,4.5,DB
98,Landon Collins,6,1,0,13,14.1,0,1,0,0,0,2022,28,NYG,6,1,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,1,7,8,15,1,1,1,52,1,2,0,0,0,0,0,0,0,0,52,0,13,8,61.5,59,7.4,4.5,0,40.2,4.1,24,35,14,0,0,0,1,3,16.7,0,0,160,14.1,55,11.7,S
99,Xavier Crawford,6,0,0,1,0,1,0,0,0,0,2022,27,SEA,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,0,91.7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,60,12.9,DB
100,Cody Davis,6,0,0,0,0,0,0,0,0,0,2022,33,NWE,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,106,23.2,DB
101,Davontae Harris,6,0,0,0,0,0,0,0,0,0,2022,27,TEN,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,60,13.4,DB
102,Casey Hayward,6,0,0,31,31.6,0,1,0,0,0,2022,33,ATL,6,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,14,3,17,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,31,19,61.3,225,11.8,7.3,1,80.7,10.6,174,51,0,0,0,0,0,1,5.6,0,0,355,31.6,0,0,LCB/RCB
103,Shemar Jean-Charles,6,0,0,0,0.3,0,0,0,0,0,2022,24,GNB,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,3,0.3,72,16.8,CB
104,Raheem Layne,6,0,0,0,2.4,0,0,0,0,0,2022,23,LAC,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,25,2.4,80,17.3,S
105,Jourdan Lewis,6,1,0,26,27.6,0,1,0,0,0,2022,27,DAL,6,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,17,9,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26,19,73.1,170,8.9,6.5,0,74.2,6.2,51,119,2,0,0,0,1,2,7.1,0,0,316,27.6,0,0,CB
106,Chase Lucas,6,0,0,1,0.5,0,0,0,0,0,2022,25,DET,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,0,91.7,3,3,3,0,0,0,0,0,0,0,0,0,6,0.5,75,16.6,CB
107,Greg Mabin,6,0,0,15,9.2,0,0,0,0,0,2022,28,TEN,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,60,133,14.8,8.9,0,89,15.5,115,18,0,0,0,0,0,0,0,0,0,108,9.2,13,2.9,DB
108,Nik Needham,6,0,0,19,26,0,0,0,0,0,2022,26,MIA,6,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,14,7,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,10,52.6,150,15,7.9,1,96.4,15.5,123,27,0,1,0,0,1,1,4.5,0,0,297,26,0,0,RCB
109,Bryce Thompson,6,0,0,0,0.5,0,0,0,0,0,2022,23,NOR,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,6,0.5,69,15.4,CB
110,Josh Thompson,6,0,0,0,0,1,0,0,0,0,2022,24,TEN,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,1,0,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,83,18.5,DB
111,Charles Washington,6,0,0,0,0,0,0,0,0,0,2022,29,ARI,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,119,26.2,S
112,Jace Whittaker,6,0,0,27,25.3,0,0,0,0,0,2022,27,ARI,6,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,15,9,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,22,81.5,231,10.5,8.6,0,102.3,6,99,132,4,1,0,0,1,2,7.7,0,0,281,25.3,56,12.3,CB
113,Tre'Davious White,6,0,0,33,29.3,0,1,0,0,0,2022,27,BUF,6,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,16,4,20,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,33,18,54.5,244,13.6,7.4,1,75.8,13.5,200,44,1,1,0,0,1,1,4.8,0,0,308,29.3,0,0,RCB
114,Anthony Averett,7,0,0,18,24.8,0,0,0,0,0,2022,28,LVR,7,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,12,66.7,173,14.4,9.6,2,134.7,10.2,138,35,0,0,0,0,0,2,13.3,0,0,279,24.8,0,0,FS
115,T.J. Carrie,7,0,0,6,3.2,0,0,0,0,0,2022,32,CAR,7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,4,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,6,100,107,17.8,17.8,1,158.3,14.5,87,20,3,0,0,0,0,0,0,0,0,37,3.2,59,12.5,CB
116,Andre Chachere,7,0,0,1,0.9,0,0,0,0,0,2022,26,PHI,7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,9,0,0,0,0,0,0,0,0,0,0,0,10,0.9,141,31.1,S
117,Anthony Chesley,7,0,0,1,1.5,0,0,0,0,0,2022,27,TAM,7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,15,15,15,0,118.7,14,14,1,0,0,0,0,0,0,0,0,0,17,1.5,110,23.9,CB
118,Rashad Fenton,7,0,0,28,16.7,0,0,0,0,0,2022,25,"ATL,KAN",7,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,21,7,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28,23,82.1,330,14.3,11.8,1,127.7,8.7,188,142,6,1,0,0,1,4,12.5,0,0,379,16.7,7,0.8,CB
119,Innis Gaines,7,0,0,2,4.3,0,0,0,0,0,2022,24,GNB,7,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,7,7,3.5,0,58.3,8.5,6,1,1,0,0,0,0,1,14.3,0,0,44,4.3,99,23.1,S
120,Thomas Graham,7,0,0,6,3.4,0,0,0,0,0,2022,23,CLE,7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,39,6.5,6.5,0,93.7,2,12,27,0,0,0,0,0,0,0,0,0,37,3.4,55,12.4,CB
121,Tyler Hall,7,1,0,16,19.4,0,0,0,0,0,2022,24,LVR,7,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,12,8,20,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,9,56.3,90,10,5.6,0,72.4,5.6,23,67,1,0,0,0,1,0,0,0,0,219,19.4,1,0.2,CB
122,Tae Hayes,7,0,0,3,3.1,0,0,0,0,0,2022,25,"CAR,NWE",7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,6,6,2,0,42.4,4.7,2,4,0,0,0,0,0,0,0,0,0,70,3.1,16,1.7,DB
123,Juju Hughes,7,1,0,6,14.5,0,0,0,0,0,2022,24,DET,7,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,14,4,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,50,12,4,2,1,95.8,12.2,9,3,6,0,0,0,1,1,5.3,0,0,165,14.5,88,19.5,S
124,Brandon Jones,7,2,0,32,30.6,0,0,0,0,0,2022,24,MIA,7,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,26,23,49,1,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,32,20,62.5,183,9.2,5.7,0,78,7,74,109,21,1,0,0,3,4,7.5,0,0,350,30.6,27,6,SS
125,Marshon Lattimore,7,0,0,35,36.7,0,1,0,0,0,2022,26,NOR,7,7,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,20,9,29,0,0,1,12,1,4,0,0,0,0,0,0,0,0,12,0,35,21,60,228,10.9,6.5,0,67.3,9.9,132,96,0,0,0,0,0,0,0,0,0,415,36.7,1,0.2,RCB
126,Nahshon Wright,7,0,0,28,11.2,0,1,0,0,0,2022,24,DAL,7,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,17,6,23,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,28,17,60.7,242,14.2,8.6,0,73.8,12.9,165,77,0,0,0,0,0,1,4.2,0,0,128,11.2,121,25.4,CB
127,Grayland Arnold,8,0,0,0,0,0,0,0,0,0,2022,25,HOU,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,166,35.8,CB
128,Chidobe Awuzie,8,0,0,50,45.5,0,0,0,0,0,2022,27,CIN,8,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,29,6,35,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,50,19,38,236,12.4,4.7,0,53.4,14.5,220,16,1,0,0,0,0,3,7.9,0,0,471,45.5,35,8.1,RCB
129,Corey Ballentine,8,0,0,2,1.6,0,0,0,0,0,2022,26,GNB,8,0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,100,14,7,7,1,135.4,7,14,0,1,0,0,0,0,1,16.7,0,0,17,1.6,106,24.8,DB
130,Montaric Brown,8,0,0,9,5.4,0,0,0,0,0,2022,23,JAX,8,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,66.7,81,13.5,9,0,95.1,14,48,33,0,0,0,0,0,1,14.3,0,0,63,5.4,36,8.5,CB
131,Terrell Burgess,8,0,0,2,3.7,0,0,0,0,0,2022,24,"NYG,LAR",8,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,27,13.5,13.5,0,118.7,11.5,23,4,1,0,0,0,0,1,8.3,1,0,82,3.7,91,9.9,S
132,Dane Cruikshank,8,0,0,0,0.1,0,0,0,0,0,2022,27,CHI,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0.1,119,27.3,DB
133,Lamar Jackson,8,0,0,11,2.2,0,0,0,0,0,2022,24,"CHI,DEN",8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,4,36.4,88,22,8,0,65.7,14.4,65,23,0,0,0,0,0,0,0,0,0,49,2.2,92,10,DB
134,Daryl Worley,8,0,0,11,5.9,0,0,0,0,0,2022,27,BAL,8,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,2,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,6,54.5,59,9.8,5.4,1,100.2,14.6,44,15,0,0,0,0,0,0,0,0,0,64,5.9,88,20.4,CB
135,Cornell Armstrong,9,0,0,43,33.2,0,0,0,0,0,2022,27,ATL,9,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,22,11,33,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,43,24,55.8,310,12.9,7.2,2,94.1,12.1,226,84,0,0,0,0,0,1,2.9,0,0,372,33.2,52,12,DB
136,Christian Benford,9,0,0,28,34.5,0,1,0,0,0,2022,22,BUF,9,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,17,7,24,1,0,1,35,0,5,0,0,0,0,0,0,0,0,35,0,28,17,60.7,231,13.6,8.3,1,84.1,11.3,138,93,0,0,0,0,0,6,20,0,0,363,34.5,43,10.5,LCB
137,Caleb Farley,9,0,0,12,8.8,0,0,0,0,0,2022,24,TEN,9,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,66.7,198,24.8,16.5,1,137.5,17,154,44,0,0,0,0,0,2,16.7,0,0,103,8.8,75,16.7,CB
138,Amani Hooker,9,0,0,40,44.7,1,1,0,0,0,2022,24,TEN,9,9,0,0,0,,0,0,,0,0,0,0,0,,0,1,0,0,0,0,39,7,46,1,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,40,28,70,335,12,8.4,2,101.6,6.6,201,134,21,4,0,0,4,2,4.2,0,0,522,44.7,58,12.9,FS
139,Noah Igbinoghene,9,0,0,23,20.8,0,1,0,0,0,2022,23,MIA,9,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,2,10,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,23,12,52.2,142,11.8,6.2,2,82.2,13.1,100,42,1,0,0,0,0,1,9.1,0,0,238,20.8,41,9.1,CB
140,Donte Jackson,9,0,0,49,38.2,0,2,0,0,0,2022,27,CAR,9,9,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,32,3,35,1,0,2,30,1,3,0,0,0,0,0,0,0,0,30,0,49,37,75.5,340,9.2,6.9,2,90.5,8.9,255,85,0,0,0,0,0,1,2.8,0,0,442,38.2,7,1.5,LCB
141,Tony Jefferson,9,0,0,15,14.5,0,0,0,0,0,2022,30,NYG,9,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,16,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,13,86.7,87,6.7,5.8,0,90.8,3.6,40,47,14,0,0,0,0,0,0,0,0,164,14.5,83,17.6,DB
142,Damontae Kazee,9,0,0,11,25.7,0,2,0,0,0,2022,29,PIT,9,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,11,9,20,0,0,2,14,0,2,0,0,0,0,0,0,0,0,14,0,11,7,63.6,79,11.3,7.2,0,45.5,8.5,35,44,2,0,0,0,0,0,0,0,0,273,25.7,58,13.2,S
143,Quentin Lake,9,1,0,2,5.8,0,0,0,0,0,2022,23,LAR,9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,8,2,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,100,39,19.5,19.5,0,118.7,12,24,15,0,0,0,0,1,1,9.1,0,0,63,5.8,139,31.2,S
144,Justin Layne,9,0,0,2,0.5,0,0,0,0,0,2022,24,"CHI,NYG",9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,50,9,9,4.5,0,62.5,5.5,8,1,0,0,0,0,0,0,0,0,0,11,0.5,106,11.7,DB
145,Avonte Maddox,9,1,0,37,41.3,0,1,0,0,0,2022,26,PHI,9,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,28,15,43,3,2,1,2,0,3,0,1,10,0,3,0,0,0,12,0,37,24,64.9,288,12,7.8,0,77.3,4.6,103,185,7,0,1,0,2,5,10.4,0,0,457,41.3,17,3.8,DB
146,Xavier McKinney,9,1,0,23,49,0,0,0,0,0,2022,24,NYG,9,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,29,16,45,2,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,23,12,52.2,185,15.4,8,1,93.6,14.7,130,55,28,2,0,3,3,2,4.3,3,0.3,554,49,53,11.3,FS
147,Trayvon Mullen,9,0,0,19,7,0,0,0,0,0,2022,25,"ARI,DAL",9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,13,3,16,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,15,78.9,202,13.5,10.6,2,146.1,10.2,127,75,1,0,1,0,1,3,15.8,0,0,159,7,65,7,CB
