Rk,Player,G,Sk,Pts,Sfty,Tgt,Def%,Fmb,Int,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
86,Jordon Riley,8,0,0,0,0,12.1,0,0,2023,25,NYG,8,0,0,0,0,,0,0,,0,0,0,0,4,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,3,27.3,0,0,136,12.1,34,7.4,DL
87,Isaac Rochell,8,0,0,0,3,10.6,0,0,2023,28,LVR,8,1,0,0,0,,0,0,,0,0,0,0,7,3,10,2,0,0,0,0,0,0,0,0,0,0,3,2,66.7,12,6,4,0,74.3,-1,-1,13,0,0,0,0,0,1,9.1,0,0,120,10.6,33,7.6,DE
88,Dean Lowry,9,0,0,0,2,21,0,0,2023,29,MIN,9,4,0,0,0,,0,0,,0,0,0,0,4,10,14,0,0,0,0,0,1,0,1,0,0,0,2,2,100,17,8.5,8.5,0,102.1,-1.5,-3,20,1,1,0,1,1,1,6.7,0,0,237,21,39,9,DL
89,Adetomiwa Adebawore,10,1.5,0,0,1,11.3,0,0,2023,22,IND,10,0,0,0,0,,0,0,,0,0,0,1.5,4,1,5,1,4,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,79.2,-4,-4,5,0,0,2,0,4,1,16.7,0,0,132,11.3,74,14.8,DE
90,Isaiah Buggs,10,1,0,0,2,23.3,0,0,2023,27,DET,10,3,0,0,0,,0,0,,0,0,0,1,7,5,12,2,1,0,0,0,1,0,1,33,0,0,2,2,100,4,2,2,0,79.2,-0.5,-1,5,0,0,0,1,1,3,20,0,0,254,23.3,1,0.2,DT
91,Isaiah Foskey,10,0,0,0,1,7.5,0,0,2023,23,NOR,10,0,0,0,0,,0,0,,0,0,0,0,5,4,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,39.6,-2,0,0,1,0,0,1,0,0,0,0,0,83,7.5,145,31.2,DE
92,Mike Greene,10,0,0,0,0,14.9,0,0,2023,24,TAM,10,2,0,0,0,,0,0,,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,14.3,0,0,168,14.9,38,8.8,DL
93,K.J. Henry,10,1.5,0,0,1,24.2,0,0,2023,24,WAS,10,3,0,0,0,,0,0,,0,0,0,1.5,14,5,19,4,2,0,0,0,2,0,0,0,0,0,1,1,100,6,6,6,0,91.7,-4,-4,10,2,0,0,2,2,1,5,0,0,282,24.2,78,16.5,DE
94,Dylan Horton,10,0,0,0,2,15.4,0,0,2023,23,HOU,10,0,0,0,0,,0,0,,0,0,0,0,8,5,13,1,2,0,0,0,0,0,1,0,0,0,2,2,100,1,0.5,0.5,0,79.2,-2,-4,5,0,0,2,0,2,1,7.1,0,0,175,15.4,98,21,DE
95,Phidarian Mathis,10,0,0,0,0,17.4,0,0,2023,25,WAS,10,0,0,0,0,,0,0,,0,0,0,0,2,6,8,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,0,0,0,0,203,17.4,43,9.1,DT
96,Levi Onwuzurike,10,1,0,0,2,12.1,0,0,2023,25,DET,10,0,0,0,0,,0,0,,0,0,0,1,4,1,5,1,2,0,0,0,0,0,0,0,0,0,2,2,100,30,15,15,0,118.7,-1.5,-3,33,0,0,1,0,2,2,28.6,0,0,132,12.1,8,1.8,DL
97,Jay Tufele,10,0,0,0,1,8.8,0,0,2023,24,CIN,10,0,0,0,0,,0,0,,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,1,1,100,28,28,28,0,118.7,0,0,28,0,0,1,0,1,0,0,0,0,96,8.8,8,1.7,DT
98,Myles Adams,11,1,0,0,0,7.3,0,0,2023,25,SEA,11,1,0,0,0,,0,0,,0,0,0,1,2,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,0,0,5,0,0,0,0,87,7.3,29,6.3,DT
99,Angelo Blackson,11,0,0,0,1,19.3,0,0,2023,31,JAX,11,0,0,0,0,,0,0,,0,0,0,0,8,5,13,2,0,0,0,0,0,0,3,0,0,0,1,1,100,11,11,11,0,112.5,-5,-5,16,0,1,0,0,1,1,7.1,0,0,215,19.3,3,0.7,DT
100,Leki Fotu,11,2.5,0,0,0,26.9,0,0,2023,25,ARI,11,9,0,0,0,,0,0,,0,0,0,2.5,15,13,28,5,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,3,1,3.4,0,0,298,26.9,63,14.2,DT
101,Cameron Heyward,11,2,0,0,0,39.2,0,0,2023,34,PIT,11,11,0,0,0,,0,0,,0,0,0,2,25,8,33,6,3,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,3,0,1,5,3,8.3,0,0,443,39.2,57,12.6,DT
102,Desjuan Johnson,11,2,0,0,0,9,0,0,2023,24,LAR,11,0,0,0,0,,0,0,,0,0,0,2,5,4,9,2,2,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,1,0,0,3,1,10,0,0,102,9,0,0,DE
103,Pat O'Connor,11,0,2,1,0,3.7,0,0,2023,30,TAM,11,0,0,0,0,,0,0,,0,1,2,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,20,0,0,42,3.7,71,16.5,DL
104,Charles Omenihu,11,7,0,0,2,37.1,0,0,2023,26,KAN,11,1,0,0,0,,0,0,,0,0,0,7,18,10,28,5,11,0,0,0,2,0,0,0,0,2,2,1,50,10,10,5,0,64.6,-1.5,-3,13,0,2,2,2,12,1,3.4,0,0,404,37.1,0,0,DE
105,Dominique Robinson,11,0.5,0,0,4,22.6,0,0,2023,25,CHI,11,0,0,0,0,,0,0,,0,0,0,0.5,5,7,12,1,1,0,0,0,1,0,0,0,0,0,4,3,75,10,3.3,2.5,0,77.1,-2.5,-11,21,1,2,0,1,3,1,7.7,0,0,242,22.6,77,17.4,DL
106,Grover Stewart,11,0.5,0,0,2,38,0,0,2023,30,IND,11,11,0,0,0,,0,0,,0,0,0,0.5,23,18,41,5,8,0,0,0,0,0,0,0,0,0,2,2,100,48,24,24,0,118.7,-4,-8,56,0,1,4,0,6,1,2.4,0,0,445,38,120,24,DT
107,Arik Armstead,12,5,0,0,1,46.6,0,0,2023,30,SFO,12,12,0,0,0,,0,0,,0,0,0,5,15,12,27,4,13,0,0,0,0,0,0,0,0,0,1,1,100,4,4,4,0,83.3,-4,-4,8,0,4,5,0,16,0,0,0,0,509,46.6,3,0.7,LDT
108,Matt Dickerson,12,0,0,0,2,17.5,0,0,2023,28,KAN,12,0,0,0,0,,0,0,,0,0,0,0,7,8,15,1,0,0,0,0,0,0,0,0,0,0,2,2,100,8,4,4,0,83.3,-6,-12,20,0,0,0,0,0,0,0,0,0,190,17.5,7,1.6,DT
109,Yetur Gross-Matos,12,4.5,0,0,2,44.2,0,0,2023,25,CAR,12,6,0,0,0,,0,0,,0,0,0,4.5,19,17,36,7,10,0,0,0,0,0,0,0,0,0,2,2,100,17,8.5,8.5,0,102.1,1.5,3,14,10,1,5,0,11,1,2.7,0,0,466,44.2,77,17.4,DE
110,Jaleel Johnson,12,1,0,0,1,23.5,0,0,2023,29,TEN,12,4,0,0,0,,0,0,,0,0,0,1,11,13,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,-3,0,0,0,0,0,0,1,0,0,0,0,270,23.5,34,7.5,DT
111,Naquan Jones,12,0,0,0,1,7.6,0,0,2023,25,"ARI,TEN",12,2,0,0,0,,0,0,,0,0,0,0,3,14,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,-2,0,0,0,0,0,0,0,0,0,0,0,171,7.6,33,3.7,DT
112,DeMarvin Leal,12,1,0,0,0,18.2,0,0,2023,23,PIT,12,4,0,0,0,,0,0,,0,0,0,1,10,5,15,2,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,1,2,1,6.3,0,0,206,18.2,23,5.1,DE
113,Jonathan Ledbetter,12,1.5,0,0,2,46.2,0,0,2023,26,ARI,12,12,0,0,0,,0,0,,0,0,0,1.5,21,25,46,1,4,0,0,0,0,0,0,0,0,0,2,2,100,-1,-0.5,-0.5,0,79.2,-5,-10,9,0,1,2,0,5,3,6.1,0,0,512,46.2,33,7.4,DL
114,Scott Matlock,12,0,0,0,1,23.1,0,0,2023,23,LAC,12,0,0,0,0,,0,0,,0,0,0,0,6,9,15,1,1,0,0,0,0,0,0,0,0,0,1,1,100,7,7,7,0,95.8,-3,-3,10,0,1,0,0,1,1,6.3,0,0,266,23.1,94,20.5,DL
115,Josh Paschal,12,1,0,0,1,36.6,0,0,2023,24,DET,12,4,0,0,0,,0,0,,0,0,0,1,17,8,25,5,3,0,0,0,1,0,1,0,0,0,1,1,100,-5,-5,-5,0,79.2,-8,-8,3,1,2,2,1,5,3,10.7,0,0,400,36.6,25,5.5,DL
116,Jeremiah Pharms,12,0,0,0,0,7.9,0,0,2023,27,NWE,12,0,0,0,0,,0,0,,0,0,0,0,4,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,90,7.9,12,2.6,DL
117,Malcolm Roach,12,0,0,0,0,26.2,0,0,2023,25,NOR,12,0,0,0,0,,0,0,,0,0,0,0,13,25,38,3,1,0,0,0,3,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,3,1,2,5,0,0,290,26.2,52,11.2,DL
118,Jaquelin Roy,12,0,0,0,0,8.5,0,0,2023,23,MIN,12,1,0,0,0,,0,0,,0,0,0,0,3,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,0,0,0,0,96,8.5,59,13.6,DL
119,Jeffery Simmons,12,5.5,6,0,0,57.2,0,0,2023,26,TEN,12,12,1,0,0,,0,0,,0,0,6,5.5,30,14,44,10,11,0,0,0,1,0,1,2,0,1,0,0,,0,,,0,,,0,0,1,6,5,1,17,3,6.4,6,0.6,658,57.2,61,13.4,DT
120,Tyrus Wheat,12,0,0,0,1,2.9,0,0,2023,24,DAL,12,0,0,0,0,,0,0,,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,100,11,11,11,0,112.5,4,4,7,5,0,0,0,0,2,40,0,0,31,2.9,197,44.5,DE
121,Montravius Adams,13,0,0,0,1,36.8,0,0,2023,28,PIT,13,8,0,0,0,,0,0,,0,0,0,0,11,13,24,2,0,0,0,0,1,0,0,0,0,1,1,1,100,1,1,1,0,79.2,-3,-3,4,1,3,0,1,3,0,0,0,0,416,36.8,61,13.5,DT
122,Bobby Brown,13,0.5,0,0,0,27.6,0,0,2023,23,LAR,13,13,0,0,0,,0,0,,0,0,0,0.5,16,15,31,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,2,2,6.1,0,0,313,27.6,28,6,NT
123,Charles Harris,13,1.5,0,0,1,26.7,0,0,2023,28,DET,13,3,0,0,0,,0,0,,0,0,0,1.5,10,3,13,2,5,0,0,0,0,0,0,0,0,0,1,1,100,21,21,21,0,118.7,10,10,11,4,9,3,0,14,1,7.1,0,0,292,26.7,55,12.2,DL
124,Albert Huggins,13,0,0,0,1,27.8,0,0,2023,26,ATL,13,5,0,0,0,,0,0,,0,0,0,0,7,15,22,0,2,0,0,0,0,0,1,0,0,0,1,1,100,1,1,1,0,79.2,-3,-3,4,0,0,1,0,1,0,0,0,0,317,27.8,43,9.2,DL
125,Maurice Hurst Jr.,13,1.5,0,0,3,28.6,0,1,2023,28,CLE,13,0,0,0,0,,0,0,,0,0,0,1.5,12,10,22,4,5,1,0,0,3,0,1,0,0,0,3,1,33.3,7,7,2.3,0,2.8,2.3,0,7,0,2,3,1,7,2,8.3,0,0,304,28.6,51,10,DT
126,Kingsley Jonathan,13,0,0,0,0,9,0,0,2023,25,BUF,13,0,0,0,0,,0,0,,0,0,0,0,3,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,3,2,0,5,0,0,0,0,96,9,178,41.4,DE
127,Alim McNeill,13,5,0,0,0,51.2,0,0,2023,23,DET,13,13,0,0,0,,0,0,,0,0,0,5,17,15,32,6,10,0,0,0,1,0,0,0,0,1,0,0,,0,,,0,,,0,0,1,3,5,1,13,4,11.1,0,0,559,51.2,55,12.2,DL
128,Yannick Ngakoue,13,4,0,0,1,55.3,0,0,2023,28,CHI,13,13,0,0,0,,0,0,,0,0,0,4,13,9,22,6,7,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,1,131.2,-2,-2,8,3,4,3,0,11,4,15.4,0,0,592,55.3,11,2.5,DL
129,Kyle Peko,13,0,0,0,1,29.7,0,0,2023,30,TEN,13,10,0,0,0,,0,0,,0,0,0,0,12,10,22,2,2,0,0,0,1,0,0,0,0,0,1,1,100,-3,-3,-3,0,79.2,-7,-7,4,0,2,2,0,4,3,12,0,0,342,29.7,67,14.8,DT
130,James Smith-Williams,13,1,0,0,3,35.8,0,0,2023,26,WAS,13,7,0,0,0,,0,0,,0,0,0,1,11,11,22,2,8,0,0,0,0,0,0,0,0,0,3,3,100,-3,-1,-1,0,79.2,-4,-12,9,1,1,7,0,9,3,12,0,0,418,35.8,26,5.5,DE
131,Kentavius Street,13,1,0,0,0,11.6,0,0,2023,27,"ATL,PHI",13,6,0,0,0,,0,0,,0,0,0,1,11,7,18,4,1,0,0,0,1,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,1,5.3,0,0,267,11.6,21,2.3,DL
132,Teair Tart,13,1,0,0,0,16.5,0,0,2023,26,"HOU,TEN",13,9,0,0,0,,0,0,,0,0,0,1,17,7,24,8,4,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,3,0,5,1,4,0,0,379,16.5,13,1.4,DT
133,Derek Barnett,14,2.5,0,0,0,13.9,0,0,2023,27,"HOU,PHI",14,4,0,0,0,,0,0,,0,0,0,2.5,12,10,22,9,11,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,8,0,11,2,8.3,0,0,320,13.9,67,7.4,DE
134,Johnathan Hankins,14,3,0,0,1,32.8,0,0,2023,31,DAL,14,14,0,0,0,,0,0,,0,0,0,3,13,14,27,2,3,0,0,0,2,0,0,0,0,0,1,1,100,0,0,0,0,79.2,-3,-3,3,0,0,0,2,3,1,3.6,0,0,351,32.8,47,10.6,DT
135,Quinton Jefferson,14,6,0,0,2,41.2,0,0,2023,30,NYJ,14,14,0,0,0,,0,0,,0,0,0,6,13,21,34,4,13,0,0,0,0,0,1,-10,0,1,2,2,100,10,5,5,0,87.5,-3.5,-7,17,0,5,5,0,18,1,2.9,0,0,469,41.2,38,7.8,DL
136,Eric Johnson,14,1,0,0,0,22.6,0,0,2023,25,IND,14,0,0,0,0,,0,0,,0,0,0,1,6,9,15,1,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,3,1,6.3,0,0,265,22.6,64,12.8,DT
137,Andre Jones,14,0,0,0,0,14.7,0,0,2023,25,WAS,14,2,0,0,0,,0,0,,0,0,0,0,1,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,3,0,2,33.3,0,0,171,14.7,250,52.9,DE
138,Calijah Kancey,14,4,0,0,1,51.2,0,0,2023,22,TAM,14,14,0,0,0,,0,0,,0,0,0,4,19,7,26,10,12,0,0,0,1,0,0,0,0,0,1,1,100,-1,-1,-1,0,79.2,-1,-1,0,0,3,6,1,13,1,3.7,0,0,577,51.2,7,1.6,DL
139,Roy Lopez,14,0,0,0,0,35.6,0,0,2023,26,ARI,14,5,0,0,0,,0,0,,0,0,0,0,22,20,42,2,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,1,0,5,2,4.5,0,0,395,35.6,8,1.8,DT
140,Ogbonnia Okoronkwo,14,4.5,0,0,5,41.9,0,0,2023,28,CLE,14,0,0,0,0,,0,0,,0,0,0,4.5,22,9,31,12,8,0,0,0,1,0,1,0,0,0,5,5,100,44,8.8,8.8,0,103.3,-4.4,-22,66,3,4,3,1,12,2,6.1,0,0,445,41.9,24,4.7,DE
141,David Onyemata,14,4,0,0,2,52.1,0,0,2023,31,ATL,14,14,0,0,0,,0,0,,0,0,0,4,25,25,50,6,16,0,0,0,3,0,0,0,0,2,2,1,50,4,4,2,0,56.2,-3.5,-5,9,0,5,11,1,21,1,2,0,0,593,52.1,61,13.1,DL
142,Joseph Ossai,14,1,0,0,1,16.1,0,0,2023,23,CIN,14,0,0,0,0,,0,0,,0,0,0,1,6,4,10,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,39.6,6,0,0,2,0,6,1,7,1,9.1,0,0,177,16.1,7,1.5,DE
143,Jordan Phillips,14,2.5,0,0,1,36.6,0,0,2023,31,BUF,14,9,0,0,0,,0,0,,0,0,0,2.5,10,5,15,2,5,0,0,0,5,0,0,0,0,0,1,1,100,34,34,34,0,118.7,-5,-5,39,0,1,3,4,7,4,21.1,0,0,392,36.6,7,1.6,DT
144,D.J. Reader,14,1,0,0,0,48.8,0,0,2023,29,CIN,14,14,0,0,0,,0,0,,0,0,0,1,20,14,34,2,7,0,0,0,1,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,3,6,1,10,1,2.9,0,0,535,48.8,51,11.1,DT
145,Kevin Strong,14,2.5,0,0,1,42.2,0,0,2023,27,ARI,14,11,0,0,0,,0,0,,0,0,0,2.5,25,21,46,5,3,0,0,0,1,0,1,0,0,0,1,1,100,2,2,2,0,79.2,-3,-3,5,0,3,0,0,6,3,6.1,0,0,468,42.2,5,1.1,LDE
146,Khyiris Tonga,14,0,0,0,0,16.6,0,0,2023,27,MIN,14,2,0,0,0,,0,0,,0,0,0,0,9,6,15,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,3,1,6.3,0,0,188,16.6,74,17,DL
147,Marlon Tuipulotu,14,2,0,0,1,13.9,0,0,2023,24,PHI,14,0,0,0,0,,0,0,,0,0,0,2,13,9,22,3,2,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,79.2,-4,-4,5,0,1,0,0,3,1,4.3,0,0,162,13.9,56,12.6,DT
148,Josh Tupou,14,0,0,0,0,26.2,0,0,2023,29,CIN,14,1,0,0,0,,0,0,,0,0,0,0,8,11,19,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,1,5,0,0,287,26.2,34,7.4,DT
149,Nick Williams,14,1,0,0,1,34.7,0,0,2023,33,LAC,14,6,0,0,0,,0,0,,0,0,0,1,16,16,32,7,1,0,0,0,0,0,2,0,0,0,1,1,100,-1,-1,-1,0,79.2,-4,-4,3,1,2,0,0,3,3,8.6,0,0,400,34.7,107,23.4,DL
150,Will Anderson,15,7,0,0,2,55.3,0,0,2023,22,HOU,15,13,0,0,0,,0,0,,0,0,0,7,29,16,45,10,22,0,0,0,1,0,0,0,0,0,2,2,100,15,7.5,7.5,0,97.9,1,2,13,12,10,15,1,32,9,16.7,0,0,630,55.3,55,11.8,DE
151,Fletcher Cox,15,5,0,0,4,58.9,0,0,2023,33,PHI,15,15,0,0,0,,0,0,,0,0,0,5,15,18,33,3,17,0,0,0,2,0,1,8,0,1,4,3,75,7,2.3,1.8,0,77.1,-4.3,-15,22,0,13,8,3,28,3,8.3,0,0,684,58.9,5,1.1,LDT
152,D.J. Davidson,15,0.5,0,0,0,21.7,0,0,2023,24,NYG,15,2,0,0,0,,0,0,,0,0,0,0.5,6,7,13,1,1,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,3,1,0,0,0,0,245,21.7,126,27.5,DL
153,Khalil Davis,15,2,0,0,0,37,0,0,2023,27,HOU,15,1,0,0,0,,0,0,,0,0,0,2,16,16,32,6,6,0,0,0,2,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,3,5,1,10,1,3,0,0,422,37,74,15.9,DT
154,Mario Edwards,15,2,0,0,2,33,0,0,2023,29,SEA,15,1,0,0,0,,0,0,,0,0,0,2,15,6,21,5,6,0,0,0,1,0,0,0,0,1,2,2,100,3,1.5,1.5,0,79.2,-4.5,-9,12,0,0,2,1,4,3,12.5,0,0,392,33,31,6.7,DE
155,A.J. Epenesa,15,6.5,6,0,3,36.1,0,2,2023,25,BUF,15,1,1,0,0,,0,0,,0,0,6,6.5,9,11,20,7,10,2,38,1,8,0,1,0,0,1,3,2,66.7,25,12.5,8.3,0,52.8,6.3,17,8,1,4,3,7,14,4,16.7,0,0,387,36.1,26,6,DE
156,Ta'Quon Graham,15,1,0,0,0,32,0,0,2023,25,ATL,15,2,0,0,0,,0,0,,0,0,0,1,6,17,23,1,2,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,0,1,0,2,1,4.2,0,0,364,32,68,14.6,DL
157,Jonathan Greenard,15,12.5,0,0,3,55.4,0,0,2023,26,HOU,15,15,0,0,0,,0,0,,0,0,0,12.5,36,16,52,15,22,0,0,0,2,0,0,0,0,1,3,2,66.7,0,0,0,0,70.1,-4.3,-9,9,18,9,9,2,32,5,8.8,0,0,632,55.4,1,0.2,RDE
158,Sam Hubbard,15,6,0,0,5,65.1,0,0,2023,28,CIN,15,15,0,0,0,,0,0,,0,0,0,6,38,20,58,7,17,0,0,0,0,0,2,0,0,0,5,5,100,39,7.8,7.8,0,99.2,-1.4,-7,46,3,5,11,0,22,1,1.7,0,0,714,65.1,6,1.3,DE
159,Tyler Lacy,15,0,0,0,0,13,0,0,2023,24,JAX,15,0,0,0,0,,0,0,,0,0,0,0,5,7,12,1,3,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,3,1,3,0,0,0,0,145,13,24,5.4,DE
160,Will McDonald,15,3,0,0,0,16.2,0,0,2023,24,NYJ,15,0,0,0,0,,0,0,,0,0,0,3,9,5,14,4,5,0,0,0,0,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,1,2,0,7,1,6.7,0,0,184,16.2,128,26.4,DL
161,Larrell Murchison,15,0,0,0,0,22.2,0,0,2023,26,LAR,15,3,0,0,0,,0,0,,0,0,0,0,7,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,252,22.2,38,8.2,DT
162,Emmanuel Ogbah,15,5.5,0,0,0,22.3,0,1,2023,30,MIA,15,1,0,0,0,,0,0,,0,0,0,5.5,7,13,20,3,9,1,5,0,2,0,0,0,0,1,0,0,,0,,,0,,,0,0,1,6,2,1,15,4,16.7,0,0,246,22.3,103,22.6,NT
163,Sheldon Rankins,15,6,6,0,3,52.4,0,0,2023,29,HOU,15,15,1,0,0,,0,0,,0,0,6,6,29,8,37,9,10,0,0,0,0,0,1,13,1,1,3,3,100,-2,-0.7,-0.7,0,79.2,-5,-15,13,0,3,3,0,12,5,11.9,0,0,597,52.4,19,4.1,DT
164,Dante Stills,15,3.5,0,0,3,48.1,0,0,2023,24,ARI,15,8,0,0,0,,0,0,,0,0,0,3.5,18,29,47,5,5,0,0,0,0,0,1,0,0,0,3,3,100,7,2.3,2.3,0,79.2,-3.7,-11,18,0,2,1,0,7,1,2.1,0,0,533,48.1,68,15.3,DT
165,Vita Vea,15,5.5,0,0,2,53.9,0,0,2023,28,TAM,15,15,0,0,0,,0,0,,0,0,0,5.5,28,15,43,8,9,0,0,0,0,0,0,0,0,2,2,1,50,18,18,9,0,81.2,-2,-4,22,0,4,3,1,13,2,4.4,0,0,607,53.9,11,2.6,NT
166,Armon Watts,15,0.5,0,0,0,24.2,0,0,2023,27,PIT,15,0,0,0,0,,0,0,,0,0,0,0.5,6,9,15,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,2,0,7,2,11.8,0,0,273,24.2,21,4.7,DT
167,Jonathan Allen,16,5.5,0,0,4,74.4,0,0,2023,28,WAS,16,16,0,0,0,,0,0,,0,0,0,5.5,30,23,53,10,19,0,0,0,1,0,0,0,0,0,4,3,75,-1,-0.3,-0.3,1,116.7,-1,-10,9,0,5,11,1,22,6,10.2,0,0,868,74.4,4,0.8,DT
168,Jalen Carter,16,6,6,0,1,48.5,0,0,2023,22,PHI,16,1,1,0,0,,0,0,,0,0,6,6,20,13,33,8,9,0,0,0,0,0,1,42,1,2,1,1,100,6,6,6,0,91.7,-4,-4,10,0,9,2,0,18,3,8.3,0,0,563,48.5,58,13,DT
169,Micheal Clemons,16,0.5,0,0,0,32.4,0,0,2023,26,NYJ,16,1,0,0,0,,0,0,,0,0,0,0.5,14,13,27,2,1,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,1,2,0,0,3,4,12.9,0,0,368,32.4,163,33.6,DL
170,Maliek Collins,16,5,0,0,0,61.3,0,0,2023,28,HOU,16,16,0,0,0,,0,0,,0,0,0,5,19,22,41,8,18,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,11,10,1,28,3,6.8,0,0,699,61.3,70,15,DT
171,John Cominsky,16,2,0,0,2,52.1,0,0,2023,28,DET,16,11,0,0,0,,0,0,,0,0,0,2,14,22,36,2,8,0,0,0,1,0,0,0,0,0,2,1,50,9,9,4.5,0,62.5,2,8,1,0,4,6,1,12,3,7.7,0,0,569,52.1,67,14.8,DL
172,Michael Danna,16,6.5,0,0,4,68.5,0,0,2023,26,KAN,16,16,0,0,0,,0,0,,0,0,0,6.5,32,18,50,7,13,0,0,0,3,0,0,0,0,0,4,3,75,8,2.7,2,1,116.7,-4.5,-17,25,1,9,5,3,21,2,3.8,0,0,745,68.5,65,15.3,DE
173,Aaron Donald,16,8,0,0,1,76.5,0,0,2023,32,LAR,16,16,0,0,0,,0,0,,0,0,0,8,28,25,53,16,23,0,0,0,3,0,0,0,0,0,1,1,100,-1,-1,-1,0,79.2,-6,-6,5,0,8,14,2,31,5,8.6,0,0,867,76.5,7,1.5,DT
174,Folorunso Fatukasi,16,0,0,0,0,37.3,0,0,2023,28,JAX,16,16,0,0,0,,0,0,,0,0,0,0,16,8,24,3,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,2,1,4,1,4,0,0,415,37.3,5,1.1,NT
175,Myles Garrett,16,14,0,0,1,76.5,0,0,2023,28,CLE,16,16,0,0,0,,0,0,,0,0,0,14,33,9,42,17,30,0,0,0,3,0,1,1,0,4,1,0,0,0,,0,0,39.6,-4,0,0,0,6,16,3,37,4,8.7,0,0,812,76.5,59,11.6,DE
176,William Gholston,16,0,0,0,0,21.7,0,1,2023,32,TAM,16,1,0,0,0,,0,0,,0,0,0,0,10,9,19,0,0,1,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,0,1,5,0,0,244,21.7,75,17.4,DL
177,Logan Hall,16,0.5,0,0,0,48.2,0,0,2023,23,TAM,16,13,0,0,0,,0,0,,0,0,0,0.5,11,11,22,2,1,0,0,0,2,0,2,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,2,2,8.3,0,0,543,48.2,46,10.7,DL
