,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
Rk,Player,G,Sk,Pts,Sfty,Tgt,Def%,Fmb,Int,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
176,Josh Paschal,14,2,0,0,2,50.1,0,0,2024,25,DET,14,10,0,0,0,,0,0,,0,0,0,2,15,6,21,5,8,0,0,0,0,0,1,0,0,0,2,2,100,11,5.5,5.5,0,89.6,0.5,1,10,0,9,6,0,17,3,12.5,0,0,549,50.1,7,1.5,LDE
177,Javon Solomon,14,2,0,0,0,12.1,0,0,2024,23,BUF,14,0,0,0,0,,0,0,,0,0,0,2,9,4,13,3,6,0,0,0,0,0,1,0,0,1,0,0,,0,,,0,,,0,0,1,2,4,0,8,3,18.8,0,0,134,12.1,241,54,DE
178,Leonard Taylor,14,1.5,0,0,0,22.7,0,0,2024,25,NYJ,14,0,0,0,0,,0,0,,0,0,0,1.5,13,11,24,4,4,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,2,1,4,3,11.1,0,0,261,22.7,1,0.2,DL
179,Casey Toohill,14,1,0,0,0,22.6,0,0,2024,28,BUF,14,1,0,0,0,,0,0,,0,0,0,1,9,11,20,2,1,0,0,0,1,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,1,3,1,4.8,0,0,249,22.6,135,30.3,DE
180,Eric Watts,14,0,0,0,0,20.1,0,0,2024,24,NYJ,14,0,0,0,0,,0,0,,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,2,13.3,0,0,231,20.1,132,30.6,DL
181,Devonte Wyatt,14,5,0,0,2,33.2,0,0,2024,26,GNB,14,0,0,0,0,,0,0,,0,0,0,5,17,6,23,9,9,0,0,0,0,0,2,0,0,0,2,1,50,7,7,3.5,0,58.3,-1.5,-5,12,0,3,4,0,12,6,20.7,0,0,362,33.2,17,3.8,DL
182,K'Lavon Chaisson,15,5,0,0,11,45.6,0,1,2024,25,LVR,15,4,0,0,0,,0,0,,0,0,0,5,19,13,32,7,8,1,0,0,2,0,0,0,0,1,11,8,72.7,36,4.5,3.3,1,68.7,-0.3,-9,45,2,2,2,0,10,9,22,0,0,508,45.6,16,3.4,DE
183,Keondre Coburn,15,0,0,0,0,11.9,0,0,2024,24,TEN,15,1,0,0,0,,0,0,,0,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,126,11.9,18,3.9,DL
184,Byron Cowart,15,2.5,0,0,1,31.4,0,0,2024,28,CHI,15,7,0,0,0,,0,0,,0,0,0,2.5,14,12,26,5,4,0,0,0,0,0,0,0,0,0,1,1,100,23,23,23,0,118.7,0,0,23,0,2,1,0,6,4,13.3,0,0,335,31.4,27,6.2,DT
185,Gervon Dexter,15,5,0,0,1,57.8,0,0,2024,23,CHI,15,15,0,0,0,,0,0,,0,0,0,5,23,28,51,4,19,0,0,0,1,0,2,0,0,0,1,1,100,5,5,5,0,87.5,4,4,1,0,4,13,1,23,3,5.6,0,0,617,57.8,75,17.2,RDT
186,Jordan Elliott,15,0,0,0,1,41.3,0,0,2024,27,SFO,15,13,0,0,0,,0,0,,0,0,0,0,12,7,19,2,2,0,0,0,0,0,0,0,0,0,1,1,100,4,4,4,0,83.3,-2,-2,6,0,0,2,0,2,0,0,0,0,441,41.3,63,14,RDT
187,Greg Gaines,15,1,0,0,1,35.4,0,0,2024,28,TAM,15,3,0,0,0,,0,0,,0,0,0,1,7,10,17,2,4,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,79.2,-5,-5,6,0,1,3,0,5,1,5.6,0,0,395,35.4,3,0.6,DL
188,B.J. Hill,15,3,0,0,2,62.4,0,0,2024,29,CIN,15,15,0,0,0,,0,0,,0,0,0,3,25,31,56,7,9,0,0,0,4,0,0,0,0,0,2,1,50,0,0,0,0,56.2,-4,-8,8,0,5,6,4,14,3,5.1,0,0,710,62.4,50,10.8,RDT
189,Kris Jenkins,15,3,0,0,1,43.7,0,0,2024,23,CIN,15,9,0,0,0,,0,0,,0,0,0,3,10,21,31,3,5,0,0,0,0,0,0,0,0,0,1,1,100,4,4,4,0,83.3,-6,-6,10,0,1,2,0,6,2,6.1,0,0,497,43.7,40,8.7,LDT
190,Austin Johnson,15,0.5,0,0,1,27.7,0,2,2024,30,BUF,15,1,0,0,0,,0,0,,0,0,0,0.5,7,12,19,0,1,2,9,0,2,0,0,0,0,0,1,0,0,0,,0,0,0,-6,0,0,0,2,1,0,4,1,5,0,0,306,27.7,53,11.9,DT
191,Chris Jones,15,5,0,0,2,71.3,0,0,2024,30,KAN,15,15,0,0,0,,0,0,,0,0,0,5,19,18,37,9,20,0,0,0,0,0,0,0,0,1,2,1,50,-6,-6,-3,0,56.2,-5.5,-5,-1,0,17,16,1,38,2,5.1,0,0,771,71.3,0,0,LDT
192,Carl Lawson,15,5,0,0,1,36.3,0,0,2024,29,DAL,15,3,0,0,0,,0,0,,0,0,0,5,7,8,15,4,15,0,0,0,0,0,0,0,0,1,1,1,100,1,1,1,0,79.2,0,0,1,5,5,8,0,19,1,6.3,0,0,401,36.3,74,15.3,DE
193,Jeremiah Ledbetter,15,2,0,0,1,36.9,0,0,2024,30,JAX,15,3,0,0,0,,0,0,,0,0,0,2,20,18,38,8,4,0,0,0,0,0,0,0,0,0,1,1,100,3,3,3,0,79.2,-1,-1,4,0,0,2,0,4,0,0,0,0,441,36.9,72,16.3,DT
194,Mike Morris,15,0,0,0,0,6.2,0,0,2024,23,SEA,15,0,0,0,0,,0,0,,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,0,0,0,0,70,6.2,287,61.1,DE
195,Rakeem Nunez-Roches,15,2,0,0,0,55.7,0,0,2024,31,NYG,15,15,0,0,0,,0,0,,0,0,0,2,14,38,52,2,6,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,3,2,6,2,3.7,0,0,610,55.7,75,16.9,LDE
196,Larry Ogunjobi,15,1.5,0,0,0,45.2,0,0,2024,30,PIT,15,12,0,0,0,,0,0,,0,0,0,1.5,16,25,41,5,7,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,3,5,0,10,3,6.8,0,0,494,45.2,41,9,RDE
197,Kwity Paye,15,8,0,0,2,57.6,0,0,2024,26,IND,15,15,0,0,0,,0,0,,0,0,0,8,29,12,41,10,12,0,0,0,1,0,0,0,0,1,2,2,100,34,17,17,0,118.7,6.5,13,21,0,9,4,1,22,3,6.8,0,0,666,57.6,10,2.1,LDE
198,D.J. Reader,15,3,0,0,0,46.4,0,0,2024,30,DET,15,15,0,0,0,,0,0,,0,0,0,3,11,12,23,4,8,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,5,1,9,2,8,0,0,508,46.4,5,1.1,LDT
199,Zach Sieler,15,10,0,0,4,70.3,0,1,2024,29,MIA,15,15,0,0,0,,0,0,,0,0,0,10,28,27,55,13,19,1,0,0,2,0,1,0,0,1,4,2,50,18,9,4.5,0,22.9,2,5,13,0,3,8,1,22,5,8.3,0,0,748,70.3,149,33.6,LDE
200,Shy Tuttle,15,0,0,0,0,50.1,0,0,2024,29,CAR,15,15,0,0,0,,0,0,,0,0,0,0,22,24,46,0,1,0,0,0,3,0,2,0,0,1,0,0,,0,,,0,,,0,0,0,2,1,3,3,2,4.2,0,0,610,50.1,81,16.9,NT
201,Broderick Washington Jr.,15,2,0,0,0,39.6,0,0,2024,28,BAL,15,5,0,0,0,,0,0,,0,0,0,2,9,12,21,1,2,0,0,0,2,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,4,0,2,6,4,16,0,0,449,39.6,65,13.7,DT
202,Deatrich Wise Jr.,15,5,0,0,0,36.5,0,0,2024,30,NWE,15,5,0,0,0,,0,0,,0,0,0,5,16,13,29,5,8,0,0,0,3,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,3,3,12,0,0,0,0,408,36.5,85,19.5,DE
203,Adetomiwa Adebawore,16,1,0,0,0,11.8,0,0,2024,23,IND,16,0,0,0,0,,0,0,,0,0,0,1,5,2,7,3,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,2,1,12.5,0,0,136,11.8,223,47.5,DT
204,Josh Hines-Allen,16,8,0,0,10,68.6,0,0,2024,27,JAX,16,16,0,0,0,,0,0,,0,0,0,8,26,19,45,10,19,0,0,0,2,0,1,13,0,1,10,8,80,57,7.1,5.7,1,123.7,-3.2,-24,81,5,9,11,2,29,4,8.2,0,0,821,68.6,78,17.6,LDE
205,Zach Allen,16,8.5,2,1,3,83.5,0,0,2024,27,DEN,16,16,0,0,0,,0,0,,0,1,2,8.5,32,29,61,15,40,0,0,0,1,0,0,0,0,0,3,1,33.3,10,10,3.3,0,43.7,-3.3,-1,11,0,7,29,0,47,5,7.6,0,0,964,83.5,71,15,LDT
206,Dorance Armstrong Jr.,16,5,0,0,3,58.7,0,0,2024,27,WAS,16,15,0,0,0,,0,0,,0,0,0,5,20,19,39,7,14,0,0,0,1,0,0,0,0,2,3,3,100,20,6.7,6.7,0,94.4,1.7,5,15,0,10,8,1,24,6,13.3,0,0,636,58.7,62,13.2,RDE
207,Derek Barnett,16,5,12,0,1,35.6,0,0,2024,28,HOU,16,1,2,0,0,,0,0,,0,0,12,5,15,11,26,4,7,0,0,0,0,0,2,64,2,2,1,0,0,0,,0,0,39.6,-7,0,0,0,3,4,0,12,1,3.7,0,0,390,35.6,53,11.1,DE
208,Jalen Carter,16,4.5,0,0,2,79.4,0,0,2024,23,PHI,16,15,0,0,0,,0,0,,0,0,0,4.5,25,17,42,12,16,0,0,0,6,0,0,0,0,2,2,2,100,-2,-1,-1,0,79.2,-5,-10,8,0,7,11,5,23,9,17.6,0,0,831,79.4,62,13.8,LDT
209,Tyler Davis,16,0.5,0,0,0,26.8,0,0,2024,24,LAR,16,0,0,0,0,,0,0,,0,0,0,0.5,12,17,29,2,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,2,6.5,0,0,299,26.8,7,1.6,DL
210,Daniel Ekuale,16,1,0,0,2,64.6,0,0,2024,30,NWE,16,16,0,0,0,,0,0,,0,0,0,1,24,28,52,2,3,0,0,0,0,0,0,0,0,0,2,1,50,-1,-1,-0.5,0,56.2,0,-5,4,0,1,1,0,4,3,5.5,0,0,722,64.6,55,12.6,RDE
211,Logan Hall,16,5.5,0,0,0,48.3,0,0,2024,24,TAM,16,10,0,0,0,,0,0,,0,0,0,5.5,17,11,28,6,10,0,0,0,1,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,4,1,10,1,3.4,0,0,539,48.3,93,19.5,RDE
212,Jalyn Holmes,16,2,0,0,0,11.9,0,0,2024,28,"NYJ,WAS",16,0,0,0,0,,0,0,,0,0,0,2,11,7,18,6,3,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,3,0,0,0,0,265,11.9,13,1.4,DL
213,DaQuan Jones,16,2.5,0,0,2,49.5,0,0,2024,33,BUF,16,16,0,0,0,,0,0,,0,0,0,2.5,11,12,23,5,7,0,0,0,1,0,0,0,0,0,2,1,50,-3,-3,-1.5,0,56.2,-4.5,-5,2,0,1,4,1,8,2,8,0,0,546,49.5,42,9.4,RDT
214,George Karlaftis III,16,8,0,0,8,76.9,0,0,2024,23,KAN,16,11,0,0,0,,0,0,,0,0,0,8,21,14,35,9,28,0,0,0,5,0,0,0,0,0,8,4,50,37,9.3,4.6,0,63,1.6,0,37,0,11,18,4,37,1,2.8,0,0,831,76.9,65,15.1,LDE
215,Roy Lopez,16,1,0,0,0,43,0,0,2024,27,ARI,16,16,0,0,0,,0,0,,0,0,0,1,10,18,28,4,3,0,0,0,3,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,5,2,3,8,2,6.7,0,0,467,43,70,16,NT
216,Isaiahh Loudermilk,16,0,0,0,1,20.3,0,0,2024,27,PIT,16,0,0,0,0,,0,0,,0,0,0,0,10,7,17,0,0,0,0,0,1,0,0,0,0,0,1,1,100,12,12,12,0,116.7,-6,-6,18,0,0,0,1,0,2,10.5,0,0,222,20.3,156,34.1,DT
217,Isaiah McGuire,16,2.5,0,0,2,43.3,0,0,2024,23,CLE,16,3,0,0,0,,0,0,,0,0,0,2.5,18,18,36,8,9,0,0,0,0,0,0,0,0,3,2,0,0,0,,0,0,39.6,3,0,0,4,3,6,0,12,0,0,0,0,469,43.3,41,8.8,DE
218,Arron Mosby,16,0.5,0,0,2,13.8,0,0,2024,25,GNB,16,0,0,0,0,,0,0,,0,0,0,0.5,6,6,12,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,,0,0,39.6,4,0,0,0,2,1,1,4,1,7.7,0,0,150,13.8,241,54.5,DL
219,Jer'Zhan Newton,16,2,0,0,0,47.6,0,0,2024,22,WAS,16,11,0,0,0,,0,0,,0,0,0,2,19,25,44,6,7,0,0,0,1,0,1,2,0,1,0,0,,0,,,0,,,0,0,0,2,5,1,9,1,2.2,0,0,515,47.6,25,5.3,LDT
220,Ogbonnia Okoronkwo,16,3,0,0,2,42.9,0,0,2024,29,CLE,16,5,0,0,0,,0,0,,0,0,0,3,15,8,23,5,6,0,0,0,0,0,0,0,0,1,2,2,100,16,8,8,0,100,0,0,16,8,2,4,0,9,4,14.8,0,0,465,42.9,105,22.6,DE
221,Sam Okuayinonu,16,3,0,0,8,42.2,0,0,2024,26,SFO,16,3,0,0,0,,0,0,,0,0,0,3,25,10,35,6,7,0,0,0,1,0,0,0,0,1,8,7,87.5,35,5,4.4,0,84.9,-2.6,-15,50,1,2,4,0,9,3,7.9,0,0,450,42.2,39,8.7,DL
222,Levi Onwuzurike,16,1.5,0,0,3,57.9,0,0,2024,26,DET,16,10,0,0,0,,0,0,,0,0,0,1.5,16,12,28,1,13,0,0,0,0,0,0,0,0,1,3,2,66.7,8,4,2.7,0,70.1,-4.3,-9,17,0,8,11,0,22,2,6.7,0,0,635,57.9,63,13.7,DL
223,Jeremiah Pharms,16,2,0,0,0,40.9,0,0,2024,28,NWE,16,5,0,0,0,,0,0,,0,0,0,2,16,17,33,4,5,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,3,0,9,1,2.9,0,0,457,40.9,101,23.1,DT
224,LaBryan Ray,16,1,0,0,0,51.5,0,0,2024,27,CAR,16,9,0,0,0,,0,0,,0,0,0,1,15,26,41,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,3,2,4.7,0,0,627,51.5,60,12.6,LDE
225,A'Shawn Robinson,16,5.5,0,0,1,62.6,0,0,2024,29,CAR,16,16,0,0,0,,0,0,,0,0,0,5.5,43,37,80,8,8,0,0,0,1,0,0,0,0,1,1,1,100,3,3,3,0,79.2,-5,-5,8,0,1,2,1,9,5,5.9,0,0,762,62.6,79,16.5,RDE
226,Gregory Rousseau,16,8,0,0,10,66.6,0,0,2024,24,BUF,16,16,0,0,0,,0,0,,0,0,0,8,36,17,53,16,24,0,0,0,3,0,1,0,0,3,10,7,70,78,11.1,7.8,0,92.9,2.2,22,56,1,11,15,3,35,5,8.6,0,0,735,66.6,63,14.1,RDE
227,Nathan Shepherd,16,1.5,0,0,0,48.2,0,0,2024,31,NOR,16,13,0,0,0,,0,0,,0,0,0,1.5,16,21,37,3,6,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,4,3,0,9,2,5.1,0,0,568,48.2,76,16.6,RDT
228,Jeffery Simmons,16,5,0,0,1,76.3,0,0,2024,27,TEN,16,16,0,0,0,,0,0,,0,0,0,5,41,35,76,11,9,0,0,0,4,0,2,0,0,2,1,1,100,6,6,6,0,91.7,-1,-1,7,0,6,4,3,15,6,7.3,5,0.5,807,76.3,73,16,DT
229,Charles Snowden,16,1.5,0,0,11,36.4,0,0,2024,26,LVR,16,9,0,0,0,,0,0,,0,0,0,1.5,18,21,39,3,7,0,0,0,4,0,0,0,0,0,11,9,81.8,33,3.7,3,0,79.2,3,13,20,12,4,5,4,11,2,4.9,0,0,406,36.4,119,25,LDE
230,Dante Stills,16,4.5,0,0,1,49.1,0,0,2024,25,ARI,16,10,0,0,0,,0,0,,0,0,0,4.5,20,22,42,4,6,0,0,0,1,0,0,0,0,1,1,1,100,3,3,3,0,79.2,-7,-7,10,0,1,2,1,8,3,6.7,0,0,534,49.1,77,17.6,DT
231,Montez Sweat,16,5.5,0,0,1,57.7,0,0,2024,28,CHI,16,16,0,0,0,,0,0,,0,0,0,5.5,18,14,32,9,12,0,0,0,2,0,0,0,0,2,1,1,100,11,11,11,0,112.5,4,4,7,0,9,7,2,22,3,8.6,0,0,616,57.7,10,2.3,LDE
232,Darrell Taylor,16,3,0,0,2,35.1,0,0,2024,27,CHI,16,0,0,0,0,,0,0,,0,0,0,3,20,12,32,3,9,0,0,0,2,0,0,0,0,2,2,2,100,21,10.5,10.5,0,110.4,2.5,5,16,4,4,6,2,13,4,11.1,0,0,375,35.1,27,6.2,DL
233,Solomon Thomas,16,3.5,0,0,2,39.9,0,0,2024,29,NYJ,16,1,0,0,0,,0,0,,0,0,0,3.5,15,11,26,5,6,0,0,0,2,0,1,0,0,1,2,1,50,-4,-4,-2,0,56.2,-2.5,-4,0,0,5,2,1,11,8,23.5,5,0.5,458,39.9,76,17.6,DL
234,Dalvin Tomlinson,16,3,0,0,0,56.3,0,0,2024,30,CLE,16,16,0,0,0,,0,0,,0,0,0,3,13,13,26,6,18,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,14,0,20,2,7.1,0,0,610,56.3,77,16.6,LDT
235,Payton Turner,16,2,0,0,0,28.4,0,0,2024,25,NOR,16,0,0,0,0,,0,0,,0,0,0,2,10,11,21,3,3,0,0,0,4,0,0,0,0,2,0,0,,0,,,0,,,0,0,0,6,1,1,9,4,16,0,0,335,28.4,231,50.3,DE
236,Vita Vea,16,7,0,0,1,63.1,0,0,2024,29,TAM,16,16,0,0,0,,0,0,,0,0,0,7,27,15,42,10,13,0,0,0,1,0,0,0,0,0,1,1,100,6,6,6,0,91.7,4,4,2,0,5,6,1,18,1,2.3,3,0.3,705,63.1,92,19.2,NT
237,Carlos Watkins,16,0,0,0,0,10.4,0,0,2024,31,"DAL,WAS",16,0,0,0,0,,0,0,,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,0,0,2,0,0,0,0,228,10.4,72,7.6,DE
238,Leonard Williams,16,11,6,0,0,66.3,0,1,2024,30,SEA,16,16,1,0,0,,0,0,,0,0,6,11,37,27,64,16,28,1,92,1,3,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,2,16,2,30,4,5.9,0,0,750,66.3,54,11.5,LDE
239,Quinnen Williams,16,6,0,0,5,63.1,0,0,2024,27,NYJ,16,16,0,0,0,,0,0,,0,0,0,6,25,12,37,8,18,0,0,0,0,0,0,0,0,0,5,3,60,7,2.3,1.4,0,64.6,-1.6,-3,10,0,9,11,0,27,10,21.3,0,0,724,63.1,78,18.1,NT
240,Tyree Wilson,16,4.5,0,0,3,47.1,0,0,2024,24,LVR,16,4,0,0,0,,0,0,,0,0,0,4.5,16,11,27,6,10,0,0,0,0,0,0,0,0,1,3,2,66.7,11,5.5,3.7,0,72.9,-3,-2,13,0,7,5,0,17,6,18.2,0,0,525,47.1,70,14.7,DE
241,Felix Anudike-Uzomah,17,2.5,0,0,1,30.7,0,0,2024,22,KAN,17,3,0,0,0,,0,0,,0,0,0,2.5,16,11,27,6,7,0,0,0,0,0,1,0,0,1,1,1,100,7,7,7,0,95.8,3,3,4,0,3,4,0,10,2,6.9,0,0,332,30.7,11,2.6,DE
242,Arik Armstead,17,2,0,0,1,47.6,0,0,2024,31,JAX,17,1,0,0,0,,0,0,,0,0,0,2,21,8,29,3,7,0,0,0,3,0,0,0,0,0,1,0,0,4,,4,0,43.7,-3,-3,7,0,4,5,3,11,1,3.3,0,0,569,47.6,13,2.9,DE
243,Keeanu Benton,17,1,0,0,4,58.7,0,1,2024,23,PIT,17,14,0,0,0,,0,0,,0,0,0,1,16,20,36,2,8,1,11,0,6,0,1,0,0,0,4,3,75,10,3.3,2.5,0,37.5,-3.3,-11,21,0,4,6,5,11,4,10,0,0,641,58.7,60,13.1,NT
244,Austin Booker,17,1.5,0,0,1,26.5,0,0,2024,22,CHI,17,0,0,0,0,,0,0,,0,0,0,1.5,14,7,21,3,4,0,0,0,0,0,0,0,0,0,1,1,100,13,13,13,0,118.7,-2,-2,15,0,1,3,0,6,4,16,0,0,283,26.5,77,17.6,DL
245,Thomas Booker,17,1,0,0,0,15.9,0,0,2024,25,PHI,17,1,0,0,0,,0,0,,0,0,0,1,8,10,18,2,2,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,2,0,0,0,0,166,15.9,32,7.1,DT
246,Bryan Bresee,17,7.5,0,0,0,60.2,0,0,2024,23,NOR,17,11,0,0,0,,0,0,,0,0,0,7.5,17,8,25,7,14,0,0,0,3,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,4,7,3,19,5,16.7,0,0,709,60.2,81,17.6,DT
247,Karl Brooks,17,3.5,0,0,1,40.6,0,0,2024,24,GNB,17,0,0,0,0,,0,0,,0,0,0,3.5,14,10,24,4,6,0,0,0,2,0,3,0,0,1,1,1,100,-5,-5,-5,0,79.2,-5,-5,0,0,4,2,2,10,2,7.7,0,0,442,40.6,102,23.1,DL
248,Bobby Brown,17,0,0,0,1,42.3,0,0,2024,24,LAR,17,16,0,0,0,,0,0,,0,0,0,0,16,28,44,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,,1,0,39.6,-4,-4,5,0,0,1,1,1,1,2.2,0,0,472,42.3,59,13.4,NT
249,Taven Bryan,17,1,0,0,0,29.4,0,0,2024,28,IND,17,6,0,0,0,,0,0,,0,0,0,1,11,9,20,3,2,0,0,0,1,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,2,1,0,4,1,4.8,0,0,340,29.4,164,35,DT
250,Jonathan Bullard,17,1,0,0,1,50.5,0,0,2024,31,MIN,17,17,0,0,0,,0,0,,0,0,0,1,21,20,41,7,3,0,0,0,3,0,0,0,0,0,1,1,100,3,3,3,0,79.2,-4,-4,7,1,1,2,2,4,2,4.7,0,0,574,50.5,0,0,RDE
251,Adam Butler,17,5,0,0,3,77,0,0,2024,30,LVR,17,16,0,0,0,,0,0,,0,0,0,5,36,29,65,8,10,0,0,0,2,0,0,0,0,1,3,3,100,18,6,6,0,91.7,-3.7,-11,29,0,5,4,0,15,7,9.7,0,0,858,77,63,13.2,RDT
252,Calais Campbell,17,5,0,0,0,57.8,0,0,2024,38,MIA,17,17,0,0,0,,0,0,,0,0,0,5,35,17,52,12,12,0,0,0,5,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,9,6,4,20,10,16.1,0,0,615,57.8,170,38.3,NT
253,Elijah Chatman,17,1,0,0,0,38.6,0,0,2024,24,NYG,17,3,0,0,0,,0,0,,0,0,0,1,11,10,21,2,3,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,4,0,0,0,0,423,38.6,51,11.5,DT
254,Kenny Clark,17,1,0,0,1,63,0,0,2024,29,GNB,17,17,0,0,0,,0,0,,0,0,0,1,20,17,37,4,5,0,0,0,2,0,2,0,0,0,1,1,100,7,7,7,0,95.8,-4,-4,11,0,6,4,2,11,4,9.8,0,0,686,63,2,0.5,RDT
255,L.J. Collier,17,3.5,0,0,1,54.3,0,0,2024,29,ARI,17,15,0,0,0,,0,0,,0,0,0,3.5,13,16,29,4,6,0,0,0,2,0,1,0,0,0,1,1,100,11,11,11,0,112.5,-5,-5,16,0,5,2,1,11,2,6.5,0,0,590,54.3,6,1.4,LDE
256,Maliek Collins,17,5,0,0,2,67.2,0,0,2024,29,SFO,17,17,0,0,0,,0,0,,0,0,0,5,20,13,33,5,12,0,0,0,0,0,2,0,0,0,2,2,100,16,8,8,0,100,-0.5,-1,17,0,7,7,0,20,3,8.3,0,0,717,67.2,80,17.8,LDT
257,Jordan Davis,17,1,0,0,0,37.1,0,0,2024,24,PHI,17,17,0,0,0,,0,0,,0,0,0,1,15,12,27,3,1,0,0,0,2,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,2,1,3,10,0,0,388,37.1,145,32.4,RDT
258,Raekwon Davis,17,0,0,0,1,30.2,0,0,2024,27,IND,17,0,0,0,0,,0,0,,0,0,0,0,7,8,15,1,0,0,0,0,1,0,0,0,0,0,1,1,100,-2,-2,-2,0,79.2,-3,-3,1,0,1,0,0,1,0,0,0,0,349,30.2,47,10,DT
259,Kingsley Enagbare,17,4.5,0,0,7,46.9,0,0,2024,24,GNB,17,7,0,0,0,,0,0,,0,0,0,4.5,18,21,39,6,8,0,0,0,0,0,0,0,0,2,7,7,100,38,5.4,5.4,0,89.3,1,7,31,2,5,3,0,13,5,11.4,0,0,511,46.9,184,41.6,DL
260,A.J. Epenesa,17,6,2,1,4,55.4,0,0,2024,26,BUF,17,13,0,0,0,,0,0,,0,1,2,6,23,16,39,8,11,0,0,0,2,0,0,0,0,2,4,2,50,14,7,3.5,0,58.3,-3.8,-8,22,0,6,4,0,16,2,4.9,0,0,612,55.4,63,14.1,LDE
261,Braden Fiske,17,8.5,0,0,3,59.3,0,0,2024,24,LAR,17,8,0,0,0,,0,0,,0,0,0,8.5,20,24,44,10,10,0,0,0,0,0,2,8,0,2,3,3,100,8,2.7,2.7,0,79.2,-3.3,-10,18,1,11,2,0,22,7,13.7,0,0,661,59.3,79,18,RDE
262,Leonard Floyd,17,8.5,0,0,2,56.8,0,0,2024,32,SFO,17,17,0,0,0,,0,0,,0,0,0,8.5,25,17,42,8,16,0,0,0,1,0,0,0,0,1,2,2,100,13,6.5,6.5,0,93.7,0.5,1,12,3,5,6,1,21,6,12.5,0,0,606,56.8,9,2,RDE
263,Poona Ford,17,3,0,0,2,55.3,0,1,2024,29,LAC,17,17,0,0,0,,0,0,,0,0,0,3,24,15,39,8,9,1,3,0,5,0,0,0,0,0,2,1,50,-3,-3,-1.5,0,16.7,-5.5,-6,3,0,0,6,3,9,2,4.9,0,0,604,55.3,66,14.3,RDT
264,Isaiah Foskey,17,0,0,0,0,5.4,0,0,2024,24,NOR,17,0,0,0,0,,0,0,,0,0,0,0,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,4,0,0,0,0,0,0,0,0,64,5.4,358,78,DE
265,Morgan Fox,17,3.5,0,0,0,52.8,0,0,2024,30,LAC,17,3,0,0,0,,0,0,,0,0,0,3.5,19,8,27,4,6,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,4,2,1,10,1,3.6,0,0,577,52.8,80,17.3,DL
