Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
11,Sheldrick Redwine,1,0,0,0,0.7,0,0,0,0,0,2023,27,DAL,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,7,0.7,12,2.7,DB
12,Caden Sterns,1,0,0,0,0.2,0,0,0,0,0,2023,24,DEN,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,2,0.2,3,0.6,S
13,Teez Tabor,1,0,0,1,1,0,0,0,0,0,2023,28,SEA,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,9,0,0,0,0,0,0,0,0,,0,0,12,1,3,0.6,S
14,A.J. Thomas,1,0,0,0,0.6,0,0,0,0,0,2023,24,CHI,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,6,0.6,10,2.3,S
15,Kiondre Thomas,1,0,0,0,0,0,0,0,0,0,2023,25,GNB,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,11,2.6,CB
16,Jason Verrett,1,0,0,1,0.5,0,0,0,0,0,2023,32,SFO,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,1,131.2,6,6,0,0,0,0,0,0,0,,0,0,5,0.5,0,0,CB
17,Sam Webb,1,0,0,0,0.9,0,0,0,0,0,2023,25,CAR,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,100,0,0,10,0.9,12,2.7,S
18,Jace Whittaker,1,0,0,0,0,0,0,0,0,0,2023,28,WAS,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,8,1.7,CB
19,Damarion Williams,1,0,0,0,0,0,0,0,0,0,2023,25,BAL,1,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,19,4,CB
20,Ethan Bonner,2,0,0,2,1,0,0,0,0,0,2023,24,MIA,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,39.6,12,0,0,0,0,0,0,0,0,0,0,0,11,1,26,5.7,CB
21,Anthony Brown,2,0,0,0,0,0,0,0,0,0,2023,30,SFO,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,3,0.7,CB
22,Tevaughn Campbell,2,0,0,0,0.1,1,0,0,0,0,2023,30,JAX,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,1,0.1,8,1.8,CB
23,Sean Chandler,2,0,0,2,5.4,0,0,0,0,0,2023,27,WAS,2,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,4,4,2,1,95.8,8.5,2,2,0,0,0,0,0,0,0,0,0,63,5.4,26,5.5,DB
24,Dane Cruikshank,2,0,0,0,0.1,0,0,0,0,0,2023,28,TEN,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,,0,0,1,0.1,33,7.3,DB
25,Cameron Dantzler,2,0,0,0,0,0,0,0,0,0,2023,25,NOR,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,9,1.9,CB
26,Trevon Diggs,2,0,0,9,9.4,0,1,0,0,0,2023,25,DAL,2,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,0,4,0,0,1,8,0,3,0,0,0,0,1,0,0,0,8,0,9,3,33.3,31,10.3,3.4,0,4.6,10.6,9,22,0,0,0,0,0,0,0,0,0,101,9.4,0,0,CB
27,Brandon Hill,2,0,0,0,0.1,0,0,0,0,0,2023,23,HOU,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,1,0.1,25,5.4,S
28,Keenan Isaac,2,0,0,0,0,0,0,0,0,0,2023,23,TAM,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,22,5.1,CB
29,Craig James,2,0,0,3,3.7,0,0,0,0,0,2023,27,NYJ,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,33.3,6,6,2,0,42.4,6,5,1,0,0,0,0,0,0,0,0,0,42,3.7,27,5.6,CB
30,Marcus Jones,2,0,0,5,3.9,1,0,21,0,0,2023,25,NWE,2,1,0,0,0,,0,0,,0,0,0,0,0,,0,3,21,7,0,0,4,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21,21,5,4,80,50,12.5,10,1,147.9,5.4,2,48,1,0,0,0,0,0,0,1,0.1,44,3.9,9,2,DB
31,Brandon Joseph,2,0,0,0,0,0,0,0,0,0,2023,22,DET,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,14,3.1,S
32,Richard LeCounte,2,0,0,0,0,0,0,0,0,0,2023,25,TAM,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,4,0.9,S
33,JL Skinner,2,0,0,0,0.1,0,0,0,0,0,2023,22,DEN,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,1,0.1,9,1.9,S
34,Daniel Sorensen,2,0,0,1,0.8,0,0,0,0,0,2023,33,NOR,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,8,8,8,0,100,0,0,8,0,0,0,0,0,1,100,0,0,9,0.8,37,8,S
35,Ar'Darius Washington,2,1,0,17,9.8,0,0,0,0,0,2023,24,BAL,2,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,6,5,11,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,12,70.6,87,7.3,5.1,1,101.8,3.4,26,61,2,0,1,0,2,2,15.4,0,0,113,9.8,16,3.4,S
36,Nick Whiteside,2,0,0,0,1.3,0,0,0,0,0,2023,23,WAS,2,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,15,1.3,13,2.7,CB
37,Divaad Wilson,2,0,0,7,8.7,0,0,0,0,0,2023,23,ARI,2,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,42.9,54,18,7.7,0,69.9,6.3,41,13,1,0,0,0,0,1,16.7,0,0,96,8.7,0,0,CB
38,Andrew Adams,3,0,0,0,1.8,0,0,0,0,0,2023,31,BAL,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,100,0,0,21,1.8,50,10.6,S
39,Tucker Addington,3,0,0,0,0,0,0,0,0,0,2023,26,WAS,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4.4,LS
40,Christian Braswell,3,0,0,0,0,0,0,0,0,0,2023,24,JAX,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,1,0,0,1,0,,0,0,0,0,9,2,CB
41,Shyheim Carter,3,0,0,0,2.1,0,0,0,0,0,2023,26,TEN,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,24,2.1,23,5.1,DB
42,Kaiir Elam,3,0,0,14,14.6,0,0,0,0,0,2023,22,BUF,3,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,71.4,135,13.5,9.6,0,101.8,13.9,120,15,2,0,0,0,0,1,6.7,0,0,157,14.6,8,1.9,CB
43,Brandon Facyson,3,0,0,6,3.9,0,0,0,0,0,2023,29,LVR,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,66.7,51,12.8,8.5,0,93.1,7.3,29,22,1,0,0,0,0,3,37.5,0,0,44,3.9,8,1.8,CB
44,C.J. Gardner-Johnson,3,0,0,8,17.1,0,1,0,0,0,2023,26,DET,3,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,16,1,17,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,8,5,62.5,81,16.2,10.1,0,56.8,15,67,14,5,2,0,0,2,2,10.5,0,0,187,17.1,1,0.2,DB
45,Mekhi Garner,3,0,0,0,2.3,0,0,0,0,0,2023,23,PHI,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,27,2.3,45,10.1,CB
46,Steven Gilmore,3,0,0,0,0.2,0,0,0,0,0,2023,24,DET,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,2,0.2,12,2.7,CB
47,A.J. Green,3,0,0,0,0,0,0,0,0,0,2023,25,CLE,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,57,11.2,CB
48,Erik Harris,3,0,0,0,0.4,0,0,0,0,0,2023,33,SFO,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,4,0.4,48,11.1,S
49,Ja'Marcus Ingram,3,0,0,0,0.7,0,0,0,0,0,2023,26,BUF,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,8,0.7,36,8.4,CB
50,Sidney Jones,3,0,0,2,2.3,0,0,0,0,0,2023,27,CIN,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,35,17.5,17.5,1,158.3,16,32,3,0,0,0,0,0,1,50,0,0,25,2.3,21,4.6,CB
51,Tanner McCalister,3,0,0,0,1.8,0,0,0,0,0,2023,23,CLE,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,0,0,0,0,19,1.8,37,7.3,S
52,Tristin McCollum,3,0,0,2,2.5,0,0,0,0,0,2023,24,PHI,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,6,6,3,0,56.2,5.5,6,0,0,0,0,0,0,0,0,0,0,29,2.5,59,13.3,DB
53,Gervarrius Owens,3,0,0,0,0,0,0,0,0,0,2023,24,NYG,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8.1,S
54,Eric Rowe,3,0,0,21,13.7,0,1,0,0,0,2023,31,PIT,3,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,22,7,29,1,0,1,25,0,2,0,0,0,0,1,0,0,0,25,0,21,15,71.4,153,10.2,7.3,0,72.1,7.1,83,70,1,0,0,0,0,1,3.3,0,0,155,13.7,12,2.7,S
55,Darius Rush,3,0,0,2,3.5,0,0,0,0,0,2023,23,PIT,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,50,12,12,6,0,68.7,13,7,5,0,0,0,0,0,0,0,0,0,39,3.5,20,4.4,CB
56,Eric Stokes,3,0,0,8,9.9,0,0,0,0,0,2023,24,GNB,3,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,75,79,13.2,9.9,3,145.3,13.3,56,23,0,0,0,0,0,0,0,0,0,110,9.9,4,0.9,CB
57,Jaylin Williams,3,0,0,3,2.1,0,0,0,0,0,2023,23,MIN,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,28,9.3,9.3,0,105.6,3,9,19,0,0,0,0,0,2,66.7,0,0,24,2.1,27,6.2,CB
58,JT Woods,3,0,0,3,5.2,0,0,0,0,0,2023,23,LAC,3,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,23,11.5,7.7,0,89.6,7.3,2,21,0,0,0,0,0,1,16.7,0,0,60,5.2,16,3.5,S
59,Justin Evans,4,0,0,14,17,0,0,0,0,0,2023,28,PHI,4,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,9,6,15,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,14,7,50,91,13,6.5,2,110.4,12.1,61,30,0,0,0,0,0,0,0,0,0,197,17,36,8.1,S
60,Dallis Flowers,4,0,0,20,26,0,0,19,0,0,2023,26,IND,4,4,0,0,0,,0,0,,0,0,0,1,19,19,0,0,0,,0,0,11,4,15,1,0,0,0,0,3,0,0,0,0,0,0,0,0,19,19,20,12,60,123,10.3,6.2,1,94.4,10.6,99,24,0,0,0,0,0,3,16.7,0,0,304,26,28,5.6,CB
61,Innis Gaines,4,0,0,3,0.5,0,0,0,0,0,2023,25,GNB,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,5,5,1.7,0,42.4,-1,3,2,0,0,0,0,0,0,0,0,0,6,0.5,59,13.8,S
62,Christian Gonzalez,4,1,0,32,18.4,0,1,0,0,0,2023,21,NWE,4,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,14,3,17,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,32,22,68.8,225,10.2,7,1,86.1,9.8,147,78,3,1,0,0,2,3,15,0,0,209,18.4,19,4.1,CB
63,Mario Goodrich,4,0,0,10,6,0,0,0,0,0,2023,23,PHI,4,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,100,118,11.8,11.8,1,149.2,5.7,57,61,0,0,0,0,0,2,28.6,0,0,70,6,40,9,CB
64,Shaun Jolly,4,0,0,0,0,0,0,0,0,0,2023,25,LAR,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,89,19.2,DB
65,Chris Lammons,4,0,0,2,5.1,0,0,0,0,0,2023,27,IND,4,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,,3.5,0,41.7,9,3,4,2,0,0,0,0,0,0,0,0,60,5.1,56,11.2,CB
66,Avonte Maddox,4,0,0,18,12.1,0,0,0,0,0,2023,27,PHI,4,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,4,12,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,18,15,83.3,202,13.5,11.2,0,113.4,6.5,92,110,0,0,0,0,0,1,7.7,0,0,141,12.1,1,0.2,CB
67,Josh Norman,4,0,0,0,0.5,0,0,0,0,0,2023,36,BUF,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,5,0.5,17,4,CB
68,Derrek Pitts,4,0,0,2,1.6,0,0,0,0,0,2023,25,TAM,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,25,25,12.5,0,95.8,8,10,15,0,0,0,0,0,1,33.3,0,0,18,1.6,46,10.7,CB
69,Malik Reed,4,0,0,2,5.6,0,0,0,0,0,2023,27,LVR,4,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,23,11.5,11.5,0,114.6,-4.5,-9,32,3,0,0,0,0,0,0,0,0,63,5.6,26,6,DB
70,Josiah Scott,4,0,0,6,1.5,0,0,0,0,0,2023,24,PHI,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,25,4.2,4.2,0,84,1.5,9,16,1,0,0,0,0,0,0,0,0,17,1.5,43,9.7,DB
71,Carson Tinker,4,0,0,0,0,0,0,0,0,0,2023,34,LAR,4,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,30,6.5,LS
72,Tre'Davious White,4,0,0,18,17,0,1,0,0,0,2023,28,BUF,4,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,2,12,1,1,1,2,0,2,0,0,0,0,0,0,0,0,2,0,18,9,50,56,6.2,3.1,2,70.6,4.4,33,23,1,0,1,0,1,2,14.3,0,0,182,17,0,0,CB
73,Matthias Farley,5,0,0,3,6.4,0,0,0,0,0,2023,31,CAR,5,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,19,9.5,6.3,0,84,5.3,5,14,0,0,0,0,0,3,25,0,0,68,6.4,63,14.2,S
74,Darrick Forrest,5,0,0,17,28.1,0,0,0,0,0,2023,24,WAS,5,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,18,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,47.1,219,27.4,12.9,2,132.6,14.2,142,77,5,0,0,0,0,6,17.1,0,0,328,28.1,6,1.3,S
75,C.J. Goodwin,5,0,0,2,1.5,0,0,0,0,0,2023,33,DAL,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,14,7,7,0,95.8,3,6,8,0,0,0,0,0,0,0,0,0,16,1.5,86,19.4,CB
76,Damar Hamlin,5,0,0,1,1.6,0,0,0,0,0,2023,25,BUF,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,0,91.7,5,5,1,0,0,0,0,0,0,0,0,0,17,1.6,94,21.9,S
77,Noah Igbinoghene,5,0,0,2,2.3,0,0,0,0,0,2023,24,DAL,5,0,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,8,8,4,0,60.4,14,1,7,0,0,0,0,0,0,,0,0,25,2.3,77,17.4,CB
