Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
78,Kelvin Joseph,5,0,0,2,0.9,0,0,0,0,0,2023,24,"MIA,SEA",5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,39,19.5,19.5,0,118.7,17.5,35,4,0,0,0,0,0,0,0,0,0,21,0.9,95,10.3,CB
79,Raheem Layne,5,0,0,3,6.6,0,0,0,0,0,2023,24,LAC,5,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,29,9.7,9.7,0,106.9,6,18,11,0,0,0,0,0,0,0,0,0,76,6.6,74,16.2,S
80,Parry Nickerson,5,0,0,6,7.6,0,0,0,0,0,2023,29,MIA,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,50,54,18,9,0,81.2,11.7,43,11,4,0,0,0,0,0,0,0,0,84,7.6,19,4.2,CB
81,Ty Okada,5,0,0,0,0,0,0,0,0,0,2023,24,SEA,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8.2,SS
82,Jeremy Reaves,5,0,0,0,0,0,0,0,0,0,2023,27,WAS,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98,20.7,S
83,Logan Ryan,5,0,0,3,11.4,0,0,0,0,0,2023,32,SFO,5,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,9,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,15,7.5,5,0,78.5,5,7,8,0,0,0,0,0,0,0,0,0,125,11.4,29,6.7,S
84,Benny Sapp III,5,0,0,0,0.3,0,0,0,0,0,2023,23,GNB,5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,3,0.3,40,9.3,S
85,Kendall Sheffield,5,0,0,3,1,0,0,0,0,0,2023,27,"TEN,SFO",5,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,4,2,1.3,0,70.1,7,6,-2,0,0,0,0,0,0,0,0,0,23,1,78,8.8,DB
86,Kris Boyd,6,0,0,0,0.1,0,0,0,0,0,2023,27,"ARI,HOU",6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,3,0.1,99,10.9,CB
87,Ekow Boye-Doe,6,0,0,1,1.4,0,0,0,0,0,2023,24,KAN,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,0,0,0,0,0,0,0,0,0,,0,0,15,1.4,84,19.8,CB
88,Deon Bush,6,0,0,2,6.8,0,0,0,0,0,2023,30,KAN,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,28,14,14,0,118.7,5,10,18,0,0,0,0,0,2,22.2,0,0,74,6.8,120,28.2,DB
89,Jaycee Horn,6,0,0,31,26.2,0,0,0,0,0,2023,24,CAR,6,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,20,7,27,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,18,58.1,170,9.4,5.5,1,84.1,10.7,108,62,0,0,0,0,0,2,6.9,0,0,276,26.2,3,0.7,CB
90,Qwuantrezz Knight,6,0,0,0,0.4,0,0,0,0,0,2023,26,ARI,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,4,0.4,32,7.2,S
91,Christian Matthew,6,0,0,0,0,0,0,0,0,0,2023,27,"CHI,ARI",6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,97,10.9,DB
92,Eric Murray,6,0,0,4,15.5,0,0,0,0,0,2023,29,HOU,6,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,50,48,24,12,1,133.3,22.8,38,10,1,0,0,0,0,3,18.8,0,0,177,15.5,60,12.9,S
93,Bobby Price,6,0,0,0,0,0,0,0,0,0,2023,25,ARI,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,120,27,CB
94,Roderic Teamer,6,0,0,2,4.1,0,0,0,0,0,2023,26,LVR,6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,19,19,9.5,0,83.3,2,4,15,0,0,0,0,0,0,0,0,0,46,4.1,105,24.2,S
95,Trenton Thompson,6,0,0,13,18.8,0,1,0,0,0,2023,26,PIT,6,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,19,3,22,0,0,1,6,0,3,0,0,0,0,0,0,0,0,6,0,13,8,61.5,79,9.9,6.1,0,46.6,6.2,15,64,3,1,0,0,1,5,18.5,0,0,212,18.8,58,12.9,DB
96,Joejuan Williams,6,0,0,4,2.5,0,0,0,0,0,2023,26,"CHI,MIN",6,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,25,1,1,0.3,0,39.6,16.3,1,0,0,0,0,0,0,0,0,0,0,56,2.5,56,6.4,CB
97,Jaire Alexander,7,0,0,33,40.1,0,0,0,0,0,2023,26,GNB,7,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,4,27,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,33,22,66.7,282,12.8,8.5,2,113.4,11,207,75,1,0,0,0,0,5,15.6,0,0,446,40.1,13,3,CB
98,Tycen Anderson,7,0,0,0,0,0,0,0,0,0,2023,24,CIN,7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,123,26.9,S
99,Lewis Cine,7,0,0,0,0.7,0,0,0,0,0,2023,24,MIN,7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,8,0.7,84,19.3,S
100,Duron Harmon,7,1,0,13,10.2,0,1,0,0,0,2023,32,"CHI,CLE",7,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,18,4,22,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,13,10,76.9,87,8.7,6.7,1,87.7,7.5,61,26,7,0,0,0,1,0,0,0,0,218,10.2,73,7.7,S
101,Darrell Luter,7,0,0,5,5.9,0,0,0,0,0,2023,23,SFO,7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,40,20,10,4,0,52.1,16,4,16,0,0,0,0,0,0,0,0,0,64,5.9,101,23.3,CB
102,Marcus Maye,7,1,0,13,40.2,0,2,0,0,0,2023,30,NOR,7,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,27,10,37,3,0,2,5,0,2,0,0,0,0,0,0,0,0,5,0,13,10,76.9,129,12.9,9.9,0,67.9,7.5,80,49,6,1,0,0,2,2,5.1,0,0,445,40.2,2,0.4,SS
103,Greg Stroman,7,1,0,16,14,0,1,0,0,0,2023,27,CHI,7,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,12,7,19,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16,14,87.5,129,9.2,8.1,0,74.2,5.4,72,57,11,0,0,0,1,0,0,0,0,150,14,32,7.2,DB
104,Kindle Vildor,7,0,0,20,9.4,0,0,0,0,0,2023,26,"DET,TEN",7,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,1,11,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,20,11,55,161,14.6,8.1,2,114.8,13.7,100,61,2,0,1,0,1,0,0,0,0,210,9.4,21,2.3,CB
105,Samuel Womack,7,0,0,5,6.4,0,0,0,0,0,2023,24,SFO,7,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,80,19,4.8,3.8,1,122.1,4.6,15,4,0,0,0,0,0,0,0,0,0,70,6.4,105,24.2,CB
106,Jalyn Armour-Davis,8,0,0,3,2.4,0,0,0,0,0,2023,24,BAL,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,19,6.3,6.3,0,93.1,3.3,10,9,0,0,0,0,0,0,0,0,0,28,2.4,110,23.3,CB
107,Grayland Arnold,8,0,0,10,12.5,0,0,0,0,0,2023,26,HOU,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,6,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,9,90,62,6.9,6.2,0,92.5,4.3,26,36,2,0,0,0,0,2,10,0,0,143,12.5,132,28.3,S
108,Alex Austin,8,0,0,16,9.5,0,1,0,0,0,2023,22,"HOU,NWE",8,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,2,9,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,16,5,31.3,21,4.2,1.3,1,35.4,12.1,9,12,0,0,0,0,0,1,10,0,0,216,9.5,36,3.9,CB
109,Jarrick Bernard-Converse,8,0,0,0,0.4,0,0,0,0,0,2023,23,NYJ,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,4,0.4,101,20.8,S
110,Kyu Blu Kelly,8,0,0,4,0.5,0,0,0,0,0,2023,22,"GNB,SEA,WAS",8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,22,5.5,5.5,1,129.2,3,12,10,1,0,0,0,0,0,0,0,0,18,0.5,55,4,CB
111,Dicaprio Bootle,8,0,0,18,17.3,0,0,0,0,0,2023,26,CAR,8,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,14,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,13,72.2,114,8.8,6.3,0,88.7,8.8,74,40,1,0,0,0,0,3,17.6,0,0,183,17.3,123,27.8,CB
112,Tariq Castro-Fields,8,0,0,3,1.8,0,0,0,0,0,2023,24,WAS,8,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,31,10.3,10.3,1,149.3,10.3,31,0,0,0,0,0,0,1,20,0,0,21,1.8,87,18.4,CB
113,Scott Daly,8,0,0,0,0,0,0,0,0,0,2023,29,DET,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,65,14.4,LS
114,DJ Ivey,8,0,0,2,1.9,0,0,0,0,0,2023,23,CIN,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,50,4,4,2,0,56.2,18,2,2,0,0,0,0,0,0,0,0,0,21,1.9,113,24.7,CB
115,Shemar Jean-Charles,8,0,0,0,0.5,0,0,0,0,0,2023,25,"NOR,SFO",8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,10,0.5,102,11.3,CB
116,Kevon Seymour,8,0,0,1,1.1,1,0,0,0,0,2023,30,BAL,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,0,1,1,20,0,0,0,0,0,20,0,1,1,100,1,1,1,0,79.2,0,0,1,0,0,0,0,0,0,0,0,0,13,1.1,155,32.8,CB
117,M.J. Stewart,8,0,0,13,14.6,0,0,0,0,0,2023,28,HOU,8,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,13,9,22,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13,8,61.5,65,8.1,5,0,74.2,7.1,49,16,4,0,1,0,1,2,8.3,0,0,166,14.6,142,30.5,S
118,Jason Taylor,8,0,0,1,3.4,0,0,0,0,0,2023,24,LAR,8,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,26,26,26,0,118.7,15,15,11,0,0,0,0,0,1,16.7,0,0,39,3.4,111,23.9,DB
119,Johnathan Abram,9,0,0,13,18.8,0,1,0,0,0,2023,27,NOR,9,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,14,12,26,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,13,9,69.2,112,12.4,8.6,1,89.3,7.2,35,77,4,0,0,0,0,3,10.3,0,0,208,18.8,114,24.5,S
120,Jamal Adams,9,0,0,31,43.6,0,0,0,0,0,2023,28,SEA,9,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,34,14,48,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,31,25,80.6,175,7,5.6,2,111.7,4.7,67,108,22,3,3,1,6,9,15.8,0,0,518,43.6,0,0,SS
121,Mike Boone,9,0,0,0,0,1,0,66,0,0,2023,28,HOU,9,0,0,0,0,,0,0,,0,0,0,4,66,16.5,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,12,23,63,129,66,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,102,9,0,0,44,9.4,S
122,Julius Brents,9,0,0,52,42.4,0,1,0,0,0,2023,23,IND,9,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,30,13,43,0,0,1,0,0,6,0,1,0,0,1,0,0,0,0,0,52,34,65.4,471,13.9,9.1,2,99.1,11.5,368,103,0,0,0,0,0,5,10.4,0,0,496,42.4,52,10.4,CB
123,Mike Brown,9,0,0,7,9.8,0,0,0,0,0,2023,24,TEN,9,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,71.4,52,10.4,7.4,0,92.6,5.3,13,39,1,0,0,0,0,0,0,0,0,113,9.8,149,32.8,S
124,Coby Bryant,9,0,0,14,12.3,0,0,0,0,0,2023,24,SEA,9,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,14,4,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,13,92.9,112,8.6,8,0,100,5.4,60,52,7,1,1,0,2,4,18.2,0,0,146,12.3,57,12.3,CB
125,Kahlef Hailassie,9,0,0,9,9.9,0,0,0,0,0,2023,23,CLE,9,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,55.6,99,19.8,11,2,133.8,10,43,56,0,0,0,0,0,2,20,0,0,105,9.9,102,20,CB
126,Bryce Hall,9,0,0,12,12.1,0,1,0,0,0,2023,26,NYJ,9,2,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,5,2,7,0,0,1,5,0,2,0,1,39,1,0,0,0,0,44,0,12,6,50,87,14.5,7.3,0,39.2,11.7,45,42,1,0,0,0,0,1,12.5,0,0,138,12.1,132,27.2,CB
127,Quindell Johnson,9,0,0,1,3.3,0,1,0,0,0,2023,24,CHI,9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,100,37,37,37,0,79.2,25,25,12,0,0,0,0,0,0,0,0,0,35,3.3,106,23.9,DB
128,Nic Jones,9,0,0,2,6.2,0,0,0,0,0,2023,22,KAN,9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,17,8.5,8.5,0,102.1,1.5,3,14,2,0,1,0,1,0,0,0,0,67,6.2,111,26.1,CB
129,Gregory Junior,9,0,0,9,8.4,0,0,0,0,0,2023,24,JAX,9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,4,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,7,77.8,49,7,5.4,0,89.4,3.9,32,17,3,1,0,1,1,2,15.4,0,0,93,8.4,106,24,CB
130,Jake McQuaide,9,0,0,0,0,0,0,0,0,0,2023,36,DET,9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15.5,LS
131,Keanu Neal,9,0,0,34,38.1,0,1,0,0,0,2023,28,PIT,9,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,33,17,50,1,0,1,32,0,2,0,1,0,0,0,0,0,0,32,0,34,21,61.8,282,13.4,8.3,1,85.7,7,160,122,10,0,1,0,1,8,13.8,0,0,430,38.1,81,18,SS
132,Bradley Roby,9,0,0,33,29.6,0,0,0,0,0,2023,31,PHI,9,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,19,3,22,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,20,60.6,189,9.5,5.7,0,76.5,7.9,84,105,5,0,1,0,1,7,24.1,0,0,344,29.6,4,0.9,CB
133,Robert Rochell,9,0,0,0,0,0,0,0,0,0,2023,25,GNB,9,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,26.1,CB
134,Tavierre Thomas,9,0,0,33,30.9,0,0,0,0,0,2023,27,HOU,9,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,30,21,51,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,33,26,78.8,276,10.6,8.4,1,111.6,6.5,155,121,12,0,0,0,0,5,8.9,0,0,352,30.9,135,29,CB
135,Garrett Williams,9,0,0,27,32.5,0,1,0,0,0,2023,22,ARI,9,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,19,4,23,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,27,18,66.7,162,9,6,1,79.6,6.9,67,95,1,0,0,0,0,1,4.2,0,0,360,32.5,16,3.6,CB
136,Zayne Anderson,10,0,0,0,0,0,0,0,0,0,2023,26,GNB,10,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,127,29.6,S
137,Eli Apple,10,0.5,0,66,49.5,0,1,0,0,0,2023,28,MIA,10,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,37,9,46,0,1,1,8,0,9,0,0,0,0,0,0,0,0,8,0,66,43,65.2,494,11.5,7.5,2,91.4,11.2,335,159,0,0,0,0,1,6,11.5,0,0,547,49.5,4,0.9,CB
138,Josh Blackwell,10,0,0,2,2,0,0,0,0,0,2023,24,CHI,10,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,100,24,12,12,0,116.7,1,2,22,1,0,0,0,0,0,0,0,0,21,2,178,40.2,DB
139,Alex Cook,10,0,0,2,14.7,0,0,0,0,0,2023,24,CAR,10,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,39.6,35.5,0,0,1,0,0,0,0,2,15.4,0,0,155,14.7,111,25.1,S
140,Minkah Fitzpatrick,10,0,0,32,48.7,0,0,0,0,0,2023,27,PIT,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,43,21,64,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,18,56.3,243,13.5,7.6,0,80.6,10.3,143,100,15,1,0,0,1,5,7.2,9,0.8,550,48.7,33,7.3,S
141,Ronnie Hickman,10,0,0,11,29.4,0,1,0,0,0,2023,22,CLE,10,4,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,17,8,25,0,0,1,30,1,3,0,0,0,0,0,0,0,0,30,0,11,5,45.5,10,2,0.9,1,44.9,9.9,0,10,2,1,0,0,1,2,7.4,0,0,312,29.4,32,6.3,S
142,Talanoa Hufanga,10,0,0,19,52.8,0,3,0,0,0,2023,24,SFO,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,39,13,52,1,2,3,48,0,3,0,0,0,0,0,0,0,0,48,0,19,13,68.4,105,8.1,5.5,1,60.1,6.5,71,34,9,1,1,0,2,3,5.5,1,0.1,577,52.8,43,9.9,S
143,Marlon Humphrey,10,0,0,45,46.8,0,1,0,0,0,2023,27,BAL,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,22,4,26,1,1,1,3,0,5,0,0,0,0,0,0,0,0,3,0,45,21,46.7,275,13.1,6.1,1,64.6,11.5,203,72,3,0,1,0,1,2,7.1,0,0,541,46.8,3,0.6,CB
144,J.C. Jackson,10,0,0,64,22.9,0,1,0,0,0,2023,28,"NWE,LAC",10,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,25,3,28,0,0,1,9,0,9,0,0,0,0,0,0,0,0,9,0,64,35,54.7,512,14.6,8,5,100.5,14.2,379,133,2,0,0,0,0,3,9.7,0,0,524,22.9,8,0.9,RCB
145,Kareem Jackson,10,0,0,25,22.9,0,2,0,0,0,2023,35,"DEN,HOU",10,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,37,16,53,0,0,2,5,0,3,0,0,0,0,0,0,0,0,5,0,25,16,64,233,14.6,9.3,2,87.6,8.6,176,57,1,0,0,0,0,5,8.6,0,0,519,22.9,0,0,SS
146,Matthew Jackson,10,0,0,0,0.2,0,0,0,0,0,2023,25,TEN,10,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,2,0.2,147,32.4,S
147,Desmond King,10,1,0,24,13.8,1,0,212,0,0,2023,29,"HOU,PIT",10,3,0,0,0,,0,0,,0,0,0,5,111,22.2,0,8,101,12.6,0,1,22,25,47,5,2,0,0,0,2,1,0,0,0,0,0,0,0,212,212,24,20,83.3,186,9.3,7.8,0,99,4.5,78,108,9,0,1,0,2,4,7.8,0,0,312,13.8,68,7.4,CB
148,Marshon Lattimore,10,0,0,47,56.2,0,1,0,0,0,2023,27,NOR,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,39,9,48,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,47,27,57.4,299,11.1,6.4,1,74.7,8.8,147,152,0,0,0,0,0,5,9.4,0,0,622,56.2,3,0.6,CB
149,Dallin Leavitt,10,0,0,0,0.8,0,0,0,0,0,2023,29,GNB,10,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,9,0.8,192,44.8,S
150,Bobby McCain,10,0,0,2,1.7,1,0,0,0,0,2023,30,NYG,10,0,0,0,0,,0,0,,0,0,0,0,0,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,50,12,12,6,1,108.3,16.5,12,0,0,0,0,0,0,1,50,0,0,19,1.7,119,26,S
151,Rodney McLeod,10,0,0,12,26.4,0,0,0,0,0,2023,33,CLE,10,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,16,13,29,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,4,33.3,67,16.8,5.6,0,53.1,7.8,37,30,3,0,0,0,0,8,21.6,0,0,280,26.4,108,21.2,S
152,Nik Needham,10,0,0,8,6.4,0,0,0,0,0,2023,27,MIA,10,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,75,44,7.3,5.5,0,87.5,10.4,31,13,2,0,0,0,0,1,12.5,0,0,71,6.4,31,6.8,CB
153,Jalen Ramsey,10,0,0,39,52.9,0,3,0,0,0,2023,29,MIA,10,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,18,4,22,0,0,3,52,0,5,0,0,0,0,0,0,0,0,52,0,39,21,53.8,259,12.3,6.6,1,51.1,12.3,178,81,2,0,0,0,0,3,12,0,0,585,52.9,0,0,CB
