,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
Rk,Player,G,Sk,Pts,Sfty,Tgt,Def%,Fmb,Int,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
87,Jamal Hill,8,0,0,0,0,0,0,0,2024,23,HOU,8,0,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,126,26.4,LB
88,James Houston,8,1,0,0,1,10.6,0,0,2024,26,DET,8,0,0,0,0,,0,0,,0,0,0,1,5,3,8,1,2,0,0,0,0,0,0,0,0,0,1,1,100,8,8,8,0,100,3,3,5,4,3,1,0,5,0,0,0,0,116,10.6,68,14.8,LB
89,Thomas Incoom,8,0,0,0,1,3.2,0,0,2024,25,CAR,8,0,0,0,0,,0,0,,0,0,0,0,8,0,8,1,1,0,0,0,0,0,0,0,0,0,1,1,100,4,4,4,0,83.3,4,4,0,2,0,1,0,1,0,0,0,0,39,3.2,174,36.4,OLB
90,Jordan Magee,8,0,0,0,1,1.4,0,0,2024,23,WAS,8,1,0,0,0,,0,0,,0,0,0,0,7,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,39.6,-1,0,0,1,0,0,0,0,0,0,0,0,15,1.4,146,31.2,LB
91,Jeremiah Owusu-Koramoah,8,3,0,0,16,42.7,0,1,2024,25,CLE,8,8,0,0,0,,0,0,,0,0,0,3,39,22,61,10,4,1,0,0,3,0,0,0,0,1,16,11,68.8,141,12.8,8.8,0,70.1,4.1,42,99,43,0,1,0,4,7,10.3,0,0,463,42.7,58,12.5,MLB
92,Preston Smith,8,2,0,0,1,14.7,0,0,2024,32,PIT,8,0,0,0,0,,0,0,,0,0,0,2,6,7,13,3,2,0,0,0,0,0,1,1,0,0,1,1,100,1,1,1,0,79.2,1,1,0,5,0,0,0,2,1,7.1,0,0,161,14.7,3,0.7,LB
93,Jacoby Windmon,8,1.5,0,0,12,10.4,0,0,2024,23,CAR,8,2,0,0,0,,0,0,,0,0,0,1.5,13,9,22,1,2,0,0,0,2,0,0,0,0,0,12,9,75,112,12.4,9.3,1,131.2,5.5,18,94,5,1,0,0,3,1,4.3,0,0,127,10.4,91,19,LB
94,D.J. Wonnum,8,4,0,0,4,37.3,0,0,2024,27,CAR,8,8,0,0,0,,0,0,,0,0,0,4,18,19,37,4,6,0,0,0,1,0,0,0,0,1,4,4,100,21,5.3,5.3,0,88.5,-0.5,-2,23,10,6,2,1,12,5,11.9,0,0,454,37.3,45,9.4,LOLB
95,Tyus Bowser,9,0,0,0,5,12.6,0,0,2024,29,"MIA,SEA",9,5,0,0,0,,0,0,,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,5,4,80,57,14.3,11.4,0,114.2,4.2,21,36,15,3,0,0,3,1,8.3,0,0,277,12.6,39,4.3,LOLB
96,Cole Christiansen,9,0,0,0,0,0,0,0,2024,27,KAN,9,0,0,0,0,,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,141,32.7,LB
97,Charles Harris,9,3,0,0,5,34.5,0,0,2024,29,CAR,9,6,0,0,0,,0,0,,0,0,0,3,15,6,21,4,7,0,0,0,0,0,0,0,0,0,5,5,100,60,12,12,0,116.7,2.6,13,47,15,1,4,0,8,5,19.2,0,0,420,34.5,56,11.7,OLB
98,Curtis Jacobs,9,0,0,0,1,2.1,0,0,2024,22,NWE,9,2,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,100,9,9,9,0,104.2,9,9,0,0,0,0,0,0,0,0,0,0,23,2.1,136,31.1,LB
99,Cameron McGrone,9,0,0,0,0,0.1,0,0,2024,24,IND,9,0,0,0,0,,0,0,,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0.1,156,33.3,LB
100,Noah Sewell,9,0,0,0,0,0.5,0,0,2024,22,CHI,9,0,0,0,0,,0,0,,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,5,0.5,141,32.3,LB
101,Alex Anzalone,10,1,0,0,55,55.5,0,0,2024,30,DET,10,10,0,0,0,,0,0,,0,0,0,1,43,20,63,7,5,0,0,0,5,0,0,0,0,0,55,40,72.7,299,7.5,5.4,1,91.4,3.5,85,214,49,1,4,0,6,7,10,0,0,608,55.5,3,0.7,LLB
102,Levelle Bailey,10,0,0,0,0,0.4,0,0,2024,24,DEN,10,0,0,0,0,,0,0,,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,5,0.4,147,31.1,LB
103,Jerome Baker,10,2,0,0,30,25.9,0,0,2024,28,"TEN,SEA",10,8,0,0,0,,0,0,,0,0,0,2,34,27,61,2,3,0,0,0,4,0,1,0,0,1,30,21,70,164,7.8,5.5,1,94.3,3.1,22,142,19,3,1,0,6,7,10.3,0,0,566,25.9,31,3.3,LB
104,Jaylon Carlies,10,1,0,0,13,20.9,0,0,2024,23,IND,10,6,0,0,0,,0,0,,0,0,0,1,24,12,36,2,1,0,0,0,1,0,0,0,0,0,13,12,92.3,100,8.3,7.7,1,124.4,1.5,23,77,7,0,0,0,1,2,5.3,0,0,242,20.9,111,23.7,LB
105,Jack Gibbens,10,0.5,0,0,16,22.2,0,0,2024,26,TEN,10,5,0,0,0,,0,0,,0,0,0,0.5,22,22,44,2,1,0,0,0,0,0,0,0,0,0,16,14,87.5,147,10.5,9.2,1,125.8,5.1,62,85,7,1,0,0,2,1,2.2,0,0,235,22.2,180,39.5,LB
106,Cam Gill,10,0,0,0,3,18.1,0,0,2024,27,CAR,10,0,0,0,0,,0,0,,0,0,0,0,6,16,22,0,4,0,0,0,0,0,0,0,0,0,3,3,100,24,8,8,0,100,4.7,14,10,9,1,4,0,5,1,4.3,0,0,221,18.1,172,36,OLB
107,D'Marco Jackson,10,0,0,0,3,5.6,0,0,2024,26,NOR,10,0,0,0,0,,0,0,,0,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,15,7.5,5,0,78.5,4.3,8,7,2,0,0,0,0,2,12.5,0,0,66,5.6,195,42.5,LB
108,Jesse Luketa,10,3,0,0,2,17.3,0,0,2024,25,ARI,10,2,0,0,0,,0,0,,0,0,0,3,12,9,21,4,4,0,0,0,0,0,0,0,0,1,2,2,100,27,13.5,13.5,0,118.7,-2.5,-5,32,8,1,1,1,5,3,12.5,0,0,188,17.3,169,38.7,OLB
109,Haason Reddick,10,1,0,0,3,34.2,0,0,2024,30,NYJ,10,2,0,0,0,,0,0,,0,0,0,1,9,5,14,2,3,0,0,0,1,0,0,0,0,1,3,1,33.3,5,5,1.7,0,42.4,13.7,2,3,29,3,2,1,7,2,12.5,0,0,393,34.2,4,0.9,LB
110,Jalen Reeves-Maybin,10,0,0,0,13,14.5,0,0,2024,29,DET,10,0,0,0,0,,0,0,,0,0,0,0,10,4,14,0,0,0,0,0,0,0,0,0,0,1,13,13,100,129,9.9,9.9,2,147.6,2.9,38,91,22,1,0,0,1,3,17.6,0,0,159,14.5,210,45.6,LB
111,Malcolm Rodriguez,10,2,0,0,19,29,0,0,2024,25,DET,10,6,0,0,0,,0,0,,0,0,0,2,27,16,43,2,2,0,0,0,1,0,1,0,0,0,19,16,84.2,103,6.4,5.4,0,89.3,4.6,47,56,43,0,0,0,2,2,4.4,0,0,318,29,142,30.8,RLB
112,Zeke Turner,10,0.5,0,0,5,5.1,0,0,2024,28,"DET,HOU",10,0,0,0,0,,0,0,,0,0,0,0.5,7,5,12,0,3,0,0,0,0,0,0,0,0,0,5,5,100,62,12.4,12.4,2,157.9,4.8,24,38,11,0,2,0,3,0,0,0,0,111,5.1,189,20.1,LB
113,Azeez Al-Shaair,11,2,0,0,36,52.3,0,0,2024,27,HOU,11,11,0,0,0,,0,0,,0,0,0,2,45,25,70,7,7,0,0,0,4,0,0,0,0,2,36,23,63.9,244,10.6,6.8,1,92.8,5.7,78,166,29,0,5,0,7,4,5.4,0,0,573,52.3,3,0.6,MLB
114,Tatum Bethune,11,0,0,0,1,4.8,0,0,2024,23,SFO,11,1,0,0,0,,0,0,,0,0,0,0,1,6,7,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,,0,0,39.6,32,0,0,1,0,0,0,0,0,0,0,0,51,4.8,165,36.7,LB
115,Junior Colson,11,0,0,0,18,19.9,0,0,2024,22,LAC,11,1,0,0,0,,0,0,,0,0,0,0,15,14,29,0,1,0,0,0,1,0,0,0,0,0,18,11,61.1,120,10.9,6.7,1,99.3,4.8,51,69,9,1,1,0,2,2,6.5,0,0,218,19.9,94,20.3,LB
116,Victor Dimukeje,11,0,0,0,4,14.5,0,0,2024,25,ARI,11,0,0,0,0,,0,0,,0,0,0,0,9,6,15,2,6,0,0,0,0,0,0,0,0,1,4,3,75,26,8.7,6.5,0,91.7,-5.3,-13,39,5,1,6,0,7,1,6.3,0,0,158,14.5,207,47.4,OLB
117,Tomon Fox,11,1,0,0,2,18.9,0,0,2024,26,NYG,11,0,0,0,0,,0,0,,0,0,0,1,7,7,14,2,3,0,0,0,0,0,0,0,0,0,2,2,100,16,8,8,0,100,-3,-6,22,8,0,2,0,3,2,12.5,0,0,207,18.9,205,46.3,OLB
118,Alex Highsmith,11,6,0,0,3,48.1,0,0,2024,27,PIT,11,11,0,0,0,,0,0,,0,0,0,6,28,17,45,9,13,0,0,0,2,0,0,0,0,1,3,3,100,22,7.3,7.3,0,97.2,1.7,5,17,29,6,8,1,20,0,0,0,0,525,48.1,37,8.1,ROLB
119,Tyler Matakevich,11,0,0,0,0,0,0,0,2024,32,PIT,11,0,0,0,0,,0,0,,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,195,42.7,LB
120,Raekwon McMillan,11,0,0,0,9,12.2,0,0,2024,29,"NWE,TEN",11,4,0,0,0,,0,0,,0,0,0,0,25,21,46,1,0,0,0,0,1,0,0,0,0,0,9,7,77.8,92,13.1,10.2,0,109.3,8.4,70,22,6,2,1,0,3,1,2.1,0,0,266,12.2,191,21.4,LB
121,Nicholas Morrow,11,0,0,0,2,2,0,0,2024,29,"BUF,PHI",11,0,0,0,0,,0,0,,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2,100,14,7,7,1,135.4,0,0,14,0,0,0,0,0,0,0,0,0,44,2,182,20.4,LB
122,Yannick Ngakoue,11,1.5,0,0,0,10.6,0,0,2024,29,"NWE,BAL",11,0,0,0,0,,0,0,,0,0,0,1.5,5,9,14,1,6,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,6,4,2,0,8,1,6.7,0,0,239,10.6,17,1.9,LB
123,Azeez Ojulari,11,6,0,0,2,35.8,0,0,2024,24,NYG,11,5,0,0,0,,0,0,,0,0,0,6,12,16,28,7,10,0,0,0,0,0,1,0,0,0,2,2,100,14,7,7,0,95.8,5,10,4,10,1,2,0,10,7,20,0,0,392,35.8,34,7.7,OLB
124,Ivan Pace,11,3,6,0,31,36.4,0,1,2024,24,MIN,11,10,1,0,0,,0,0,,0,0,6,3,36,36,72,7,7,1,6,0,1,0,1,36,1,0,31,22,71,237,10.8,7.6,2,101.1,2.8,87,150,44,4,4,0,11,8,10,0,0,414,36.4,88,19.6,LILB
125,Denzel Perryman,11,1,0,0,23,31.1,0,0,2024,32,LAC,11,11,0,0,0,,0,0,,0,0,0,1,39,16,55,2,3,0,0,0,0,0,0,0,0,0,23,17,73.9,131,7.7,5.7,0,87.4,2.8,64,67,14,1,2,0,4,13,19.1,0,0,340,31.1,40,8.6,RILB
126,Shaquille Quarterman,11,0,0,0,0,0,0,0,2024,27,"CAR,LAC",11,0,0,0,0,,0,0,,0,0,0,0,5,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,192,20.4,LB
127,Baylon Spector,11,1.5,0,0,23,26.4,0,0,2024,26,BUF,11,4,0,0,0,,0,0,,0,0,0,1.5,22,18,40,2,1,0,0,0,0,0,1,0,0,0,23,18,78.3,222,12.3,9.7,0,106.9,5.4,137,85,10,0,0,0,2,3,7,0,0,291,26.4,157,35.2,LB
128,Sione Takitaki,11,0,0,0,5,17.4,0,0,2024,29,NWE,11,4,0,0,0,,0,0,,0,0,0,0,7,14,21,0,0,0,0,0,0,0,0,0,0,0,5,5,100,32,6.4,6.4,1,132.9,2.4,12,20,7,0,0,0,0,2,8.7,0,0,194,17.4,112,25.6,LB
129,Channing Tindall,11,0,0,0,0,0,0,0,2024,24,MIA,11,0,0,0,0,,0,0,,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,177,39.9,LB
130,Ben VanSumeren,11,0,0,0,0,0,0,0,2024,24,PHI,11,1,0,0,0,,0,0,,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,22,1.9,0,0,213,47.5,LB
131,Logan Wilson,11,0,0,0,41,65.5,0,0,2024,28,CIN,11,11,0,0,0,,0,0,,0,0,0,0,55,49,104,2,4,0,0,0,1,0,2,10,0,2,41,35,85.4,309,8.8,7.5,3,122.5,4.1,138,171,38,1,4,0,5,7,6.3,0,0,745,65.5,55,11.9,LLB
132,Joe Bachie,12,0,0,0,2,3.3,0,0,2024,26,CIN,12,0,0,0,0,,0,0,,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,100,13,6.5,6.5,0,93.7,-0.5,-1,14,4,1,0,0,1,1,25,0,0,37,3.3,220,47.7,LB
133,JD Bertrand,12,1,0,0,10,14.1,0,0,2024,24,ATL,12,0,0,0,0,,0,0,,0,0,0,1,16,7,23,1,1,0,0,0,0,0,0,0,0,0,10,9,90,103,11.4,10.3,0,109.6,2.8,25,78,6,1,0,0,2,1,4.2,0,0,157,14.1,238,53.4,LB
134,Demetrius Flannigan-Fowles,12,0,0,0,6,14.1,0,1,2024,28,SFO,12,3,0,0,0,,0,0,,0,0,0,0,10,7,17,1,0,1,0,0,2,0,0,0,0,0,6,6,100,94,15.7,15.7,0,79.2,2.3,14,80,7,0,0,0,0,4,19,0,0,150,14.1,184,40.9,LB
135,Jordan Hicks,12,2,0,0,39,55.7,0,0,2024,32,CLE,12,12,0,0,0,,0,0,,0,0,0,2,40,38,78,4,5,0,0,0,4,0,0,0,0,0,39,24,61.5,252,10.5,6.5,0,80.3,4.1,101,151,26,3,4,0,9,2,2.5,0,0,604,55.7,11,2.4,LB
136,Josey Jewell,12,3.5,0,0,40,65.4,0,1,2024,30,CAR,12,12,0,0,0,,0,0,,0,0,0,3.5,51,46,97,7,4,1,0,0,7,0,2,0,0,0,40,28,70,246,8.8,6.2,2,92.3,4.1,103,143,33,1,0,1,5,9,8.5,0,0,797,65.4,0,0,RILB
137,Kana'i Mauga,12,0,0,0,0,0,0,0,2024,24,LVR,12,0,0,0,0,,0,0,,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,8,0.7,0,0,251,52.7,LB
138,Marcelino McCrary-Ball,12,0,0,0,0,0.3,0,0,2024,25,NYJ,12,0,0,0,0,,0,0,,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,3,0.3,200,46.3,LB
139,Bobby Okereke,12,2,0,0,49,67.2,0,0,2024,28,NYG,12,12,0,0,0,,0,0,,0,0,0,2,47,46,93,6,2,0,0,0,3,0,2,1,0,3,49,30,61.2,284,9.5,5.8,1,84.1,1.9,48,236,19,1,0,0,4,8,7.9,0,0,736,67.2,55,12.4,LILB
140,Kayvon Thibodeaux,12,5.5,0,0,0,54.2,0,0,2024,24,NYG,12,12,0,0,0,,0,0,,0,0,0,5.5,14,14,28,8,17,0,0,0,2,0,0,0,0,1,0,0,,0,,,0,,,0,0,12,3,10,1,20,3,9.7,0,0,594,54.2,0,0,ROLB
141,Dondrea Tillman,12,5,0,0,2,21,0,0,2024,26,DEN,12,0,0,0,0,,0,0,,0,0,0,5,13,10,23,5,7,0,0,0,0,0,0,0,0,0,2,1,50,26,26,13,0,95.8,1.5,0,26,21,5,2,0,12,3,11.5,0,0,242,21,204,43.1,OLB
142,Matthew Adams,13,0,0,0,0,0.1,0,0,2024,29,NYG,13,0,0,0,0,,0,0,,0,0,0,0,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,1,20,0,0,1,0.1,306,69.1,LB
143,Joe Andreessen,13,0,0,0,10,10.3,0,0,2024,24,BUF,13,1,0,0,0,,0,0,,0,0,0,0,12,14,26,1,1,0,0,0,0,0,0,0,0,0,10,8,80,51,6.4,5.1,0,87.9,1,7,44,5,0,1,0,1,1,3.7,0,0,114,10.3,246,55.2,LB
144,Terrel Bernard,13,1,0,0,59,67.8,0,2,2024,25,BUF,13,13,0,0,0,,0,0,,0,0,0,1,55,49,104,5,3,2,1,0,3,0,1,0,0,0,59,38,64.4,379,10,6.4,2,79.7,5.2,152,227,41,3,2,0,6,8,7.1,0,0,749,67.8,56,12.6,MLB
145,Baron Browning,13,2,0,0,8,16.9,0,0,2024,25,"ARI,DEN",13,3,0,0,0,,0,0,,0,0,0,2,12,9,21,5,3,0,0,0,0,0,0,0,0,0,8,6,75,43,7.2,5.4,0,87,1.8,10,33,20,7,1,0,10,6,22.2,0,0,379,16.9,6,0.7,OLB
146,De'Vondre Campbell,13,0,0,0,46,67.4,0,0,2024,31,SFO,13,12,0,0,0,,0,0,,0,0,0,0,44,35,79,3,1,0,0,0,2,0,0,0,0,0,46,38,82.6,311,8.2,6.8,1,102.1,1.3,44,267,15,0,1,1,1,8,9.2,0,0,719,67.4,60,13.3,LLB
147,Lorenzo Carter,13,0,0,0,13,36.7,0,0,2024,29,ATL,13,11,0,0,0,,0,0,,0,0,0,0,23,9,32,2,2,0,0,0,0,0,0,0,0,1,13,13,100,115,8.8,8.8,0,103.5,0.6,8,107,9,1,2,0,3,7,17.9,0,0,409,36.7,51,11.4,LOLB
148,Claudin Cherelus,13,0,0,0,9,13,0,0,2024,26,CAR,13,2,0,0,0,,0,0,,0,0,0,0,13,15,28,0,1,0,0,0,0,0,0,0,0,0,9,5,55.6,51,10.2,5.7,0,72,4.7,32,19,0,0,1,0,1,6,17.6,0,0,158,13,204,42.7,LB
149,Mohamoud Diabate,13,0,0,0,26,53.6,0,0,2024,23,CLE,13,11,0,0,0,,0,0,,0,0,0,0,35,35,70,5,0,0,0,0,3,0,0,0,0,0,26,13,50,155,11.9,6,1,81.4,3.1,25,130,25,1,0,0,1,13,15.7,0,0,581,53.6,165,35.5,RLB
150,Nick Herbig,13,5.5,0,0,7,38,0,0,2024,23,PIT,13,5,0,0,0,,0,0,,0,0,0,5.5,13,9,22,5,11,0,0,0,0,0,2,0,0,4,7,4,57.1,35,8.8,5,0,70.5,3.7,17,18,17,6,6,0,18,1,4.3,0,0,415,38,174,38.1,LB
151,Patrick Johnson,13,0,0,0,0,2.1,0,0,2024,26,"NYG,PHI",13,0,0,0,0,,0,0,,0,0,0,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,2,33.3,0,0,46,2.1,287,32.2,OLB
152,Nathan Landman,13,0,0,0,25,48.9,0,0,2024,26,ATL,13,9,0,0,0,,0,0,,0,0,0,0,39,42,81,0,0,0,0,0,1,0,0,0,0,3,25,21,84,277,13.2,11.1,3,152.4,2.7,54,223,13,2,0,1,2,7,8,0,0,544,48.9,71,15.9,LB
153,David Long,13,0,0,0,25,16.3,0,0,2024,28,"DET,MIA",13,7,0,0,0,,0,0,,0,0,0,0,29,16,45,3,0,0,0,0,0,0,1,0,0,0,25,21,84,244,11.6,9.8,1,120.7,3.9,97,147,12,1,0,0,1,8,15.1,0,0,352,16.3,102,11.3,LB
154,Von Miller,13,6,0,0,0,25.3,0,0,2024,35,BUF,13,0,0,0,0,,0,0,,0,0,0,6,13,4,17,7,8,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,7,8,2,0,16,1,5.6,0,0,279,25.3,1,0.2,LB
155,Jeremiah Moon,13,0,0,0,0,10.2,0,0,2024,26,PIT,13,1,0,0,0,,0,0,,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,3,0,0,0,0,0,0,0,0,111,10.2,222,48.6,LB
156,Nick Niemann,13,0,0,0,1,4,0,0,2024,27,LAC,13,0,0,0,0,,0,0,,0,0,0,0,11,10,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,39.6,4,0,0,0,0,0,0,0,0,0,0,0,44,4,290,62.6,LB
157,David Ojabo,13,2,0,0,3,24.3,0,0,2024,24,BAL,13,0,0,0,0,,0,0,,0,0,0,2,5,4,9,2,6,0,0,0,0,0,0,0,0,0,3,1,33.3,25,25,8.3,0,64.6,-0.3,-1,26,7,3,4,0,9,2,18.2,0,0,275,24.3,24,5.1,OLB
158,Julian Okwara,13,1,0,0,11,26.3,0,0,2024,27,ARI,13,1,0,0,0,,0,0,,0,0,0,1,10,8,18,3,2,0,0,0,1,0,0,0,0,0,11,8,72.7,88,11,8,0,96,4.3,21,67,15,2,1,0,4,5,21.7,0,0,286,26.3,115,26.3,OLB
159,Foyesade Oluokun,13,1,0,0,55,68.1,0,1,2024,29,JAX,13,13,0,0,0,,0,0,,0,0,0,1,60,48,108,6,1,1,0,0,7,0,0,0,0,0,55,40,72.7,414,10.4,7.5,1,92.5,5.4,184,230,19,2,0,2,3,9,7.7,0,0,815,68.1,62,14,MLB
160,DeMarvion Overshown,13,5,6,0,52,64.2,0,1,2024,24,DAL,13,12,1,0,0,,0,0,,0,0,6,5,56,34,90,8,5,1,23,1,4,0,1,0,0,1,52,45,86.5,497,11,9.6,2,111.3,2.7,122,375,51,6,1,0,12,12,11.8,0,0,709,64.2,31,6.4,RLB
161,Micah Parsons,13,12,0,0,4,63,0,0,2024,25,DAL,13,13,0,0,0,,0,0,,0,0,0,12,30,13,43,12,23,0,0,0,1,0,0,0,0,2,4,4,100,30,7.5,7.5,0,97.9,-2.8,-11,41,32,21,12,1,46,6,12.2,0,0,696,63,37,7.6,LLB
162,Otis Reese,13,0,0,0,4,8.4,0,1,2024,26,TEN,13,2,0,0,0,,0,0,,0,0,0,0,8,9,17,1,2,1,2,0,1,0,0,0,0,0,4,2,50,30,15,7.5,0,35.4,2.3,9,21,2,0,2,0,2,0,0,0,0,89,8.4,228,50,LB
163,Quay Walker,13,2.5,0,0,51,68.6,0,0,2024,24,GNB,13,13,0,0,0,,0,0,,0,0,0,2.5,72,30,102,9,3,0,0,0,2,0,0,0,0,0,51,41,80.4,367,9,7.2,0,96.7,5.2,168,199,33,5,0,0,8,8,7.3,0,0,747,68.6,46,10.4,LLB
164,Trevin Wallace,13,1,0,0,23,47.9,0,0,2024,21,CAR,13,8,0,0,0,,0,0,,0,0,0,1,36,28,64,2,1,0,0,0,0,0,1,0,0,2,23,20,87,232,11.6,10.1,1,123.2,2.7,51,181,17,0,0,0,1,7,9.9,0,0,583,47.9,105,22,LILB
165,Pete Werner,13,0,0,0,48,62.1,0,0,2024,25,NOR,13,13,0,0,0,,0,0,,0,0,0,0,54,38,92,3,0,0,0,0,1,0,0,0,0,0,48,38,79.2,306,8.1,6.4,0,93.2,3.5,99,207,22,2,0,0,2,7,7.1,0,0,732,62.1,17,3.7,LLB
166,James Williams,13,0,0,0,7,10.5,0,0,2024,21,TEN,13,1,0,0,0,,0,0,,0,0,0,0,17,9,26,0,0,0,0,0,0,0,1,0,0,0,7,5,71.4,37,7.4,5.3,1,123.2,2.6,15,22,3,0,0,0,0,2,7.1,0,0,111,10.5,264,57.9,LB
167,Yasir Abdullah,14,0,0,0,2,14.1,0,0,2024,24,JAX,14,3,0,0,0,,0,0,,0,0,0,0,14,4,18,0,1,0,0,0,0,0,0,0,0,0,2,1,50,16,16,8,0,77.1,-1,-2,18,4,0,1,0,1,0,0,0,0,169,14.1,260,58.7,LB
168,Joey Bosa,14,5,0,0,0,41.7,0,0,2024,29,LAC,14,9,0,0,0,,0,0,,0,0,0,5,17,5,22,5,13,0,0,0,0,0,0,0,0,2,0,0,,0,,,0,,,0,0,2,6,8,0,19,3,12,0,0,456,41.7,0,0,ROLB
169,K.J. Britt,14,0.5,0,0,30,54.9,0,0,2024,25,TAM,14,11,0,0,0,,0,0,,0,0,0,0.5,40,32,72,2,1,0,0,0,1,0,0,0,0,0,30,22,73.3,246,11.2,8.2,1,108.5,4.2,96,150,23,1,0,0,2,7,8.9,0,0,613,54.9,114,23.8,RILB
170,Blake Cashman,14,4.5,0,0,57,78.8,0,0,2024,28,MIN,14,14,0,0,0,,0,0,,0,0,0,4.5,68,44,112,8,11,0,0,0,8,0,1,16,0,0,57,43,75.4,440,10.2,7.7,1,103,5.5,164,276,108,7,6,3,18,5,4.3,0,0,895,78.8,44,9.8,RILB
171,Damone Clark,14,0.5,0,0,10,14.8,0,0,2024,24,DAL,14,2,0,0,0,,0,0,,0,0,0,0.5,16,12,28,1,1,0,0,0,1,0,0,0,0,0,10,3,30,18,6,1.8,0,39.6,6.9,5,13,3,0,0,0,1,0,0,0,0,163,14.8,284,58.7,LB
172,Jadeveon Clowney,14,5.5,0,0,4,53.5,0,0,2024,31,CAR,14,14,0,0,0,,0,0,,0,0,0,5.5,24,22,46,9,11,0,0,0,4,0,0,0,0,0,4,4,100,47,11.8,11.8,0,115.6,-0.3,-1,48,23,11,5,4,22,6,11.5,0,0,652,53.5,0,0,ROLB
173,Edgerrin Cooper,14,3.5,0,0,37,45.1,0,1,2024,23,GNB,14,4,0,0,0,,0,0,,0,0,0,3.5,57,30,87,13,7,1,22,0,4,0,2,4,0,1,37,24,64.9,221,9.2,6,1,78.8,4.3,64,157,32,1,3,1,8,11,11.2,0,0,491,45.1,86,19.5,LB
174,Divine Deablo,14,1,0,0,37,61.8,0,0,2024,26,LVR,14,14,0,0,0,,0,0,,0,0,0,1,35,28,63,4,4,0,0,0,2,0,0,0,0,0,37,29,78.4,273,9.4,7.4,2,115.4,3.7,95,178,40,3,3,0,7,13,17.1,0,0,689,61.8,55,11.6,LLB
175,Tommy Eichenberg,14,0,0,0,5,7.2,0,0,2024,23,LVR,14,1,0,0,0,,0,0,,0,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,0,5,5,100,53,10.6,10.6,1,150.4,-1.8,-9,62,3,1,0,0,1,1,7.1,0,0,80,7.2,313,65.8,LB
