,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
Rk,Player,G,Sk,Pts,Sfty,Tgt,Def%,Fmb,Int,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
176,Nick Hampton,14,0,0,0,0,0.9,0,0,2024,24,LAR,14,0,0,0,0,,0,0,,0,0,0,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,0,0,0,0,0,10,0.9,230,52.3,OLB
177,Buddy Johnson,14,0,0,0,0,0.5,0,0,2024,25,DAL,14,0,0,0,0,,0,0,,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,5,0.5,325,67.1,LB
178,DJ Johnson,14,0.5,0,0,1,32.3,0,0,2024,26,CAR,14,2,0,0,0,,0,0,,0,0,0,0.5,19,25,44,3,1,0,0,0,1,0,1,0,0,0,1,1,100,3,3,3,1,118.7,2,2,1,16,0,0,1,1,4,8.3,0,0,393,32.3,67,14,OLB
179,Micah McFadden,14,3,0,0,43,61.2,0,0,2024,24,NYG,14,14,0,0,0,,0,0,,0,0,0,3,60,47,107,8,6,0,0,0,1,0,1,0,0,1,43,36,83.7,333,9.3,7.7,2,114.4,3.8,155,178,29,2,2,0,8,15,12.3,0,0,670,61.2,72,16.3,RILB
180,Kenneth Murray,14,3.5,0,0,46,77.3,0,1,2024,26,TEN,14,14,0,0,0,,0,0,,0,0,0,3.5,57,38,95,8,5,1,6,0,2,0,0,0,0,1,46,37,80.4,314,8.5,6.8,4,115,3.4,137,177,31,1,2,0,7,4,4,0,0,817,77.3,3,0.7,LILB
181,Trevor Nowaske,14,2,0,0,9,30.3,0,1,2024,26,DET,14,2,0,0,0,,0,0,,0,0,0,2,15,8,23,2,4,1,8,0,1,0,0,0,0,0,9,8,88.9,74,9.3,8.2,0,61.3,3.9,36,38,18,4,2,0,8,1,4.2,0,0,332,30.3,260,56.4,LB
182,Bo Richter,14,0,0,0,0,2.6,0,0,2024,24,MIN,14,0,0,0,0,,0,0,,0,0,0,0,5,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,11.1,0,0,29,2.6,267,59.3,OLB
183,Xavier Thomas,14,2.5,0,0,5,19.1,0,0,2024,25,ARI,14,0,0,0,0,,0,0,,0,0,0,2.5,6,4,10,2,4,0,0,0,1,0,0,0,0,1,5,5,100,37,7.4,7.4,0,97.5,2.2,11,26,12,3,1,1,7,1,9.1,0,0,208,19.1,23,5.3,OLB
184,Anthony Walker,14,1,0,0,40,48.5,0,1,2024,29,MIA,14,8,0,0,0,,0,0,,0,0,0,1,34,34,68,0,0,1,5,0,2,0,0,0,0,0,40,29,72.5,326,11.2,8.2,1,94.4,3.2,99,227,19,2,0,1,3,7,9.3,0,0,516,48.5,90,20.3,LILB
185,Nathaniel Watson,14,0,0,0,2,5.1,0,0,2024,24,CLE,14,1,0,0,0,,0,0,,0,0,0,0,10,4,14,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,0,0,39.6,10.5,0,0,0,0,0,0,0,0,0,0,0,55,5.1,243,52.3,LB
186,Jack Cochrane,15,0,0,0,0,0.8,0,0,2024,25,KAN,15,0,0,0,0,,0,0,,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,9,0.8,297,68.9,LB
187,Nakobe Dean,15,3,0,0,45,81.9,0,1,2024,24,PHI,15,15,0,0,0,,0,0,,0,0,0,3,80,48,128,9,6,1,0,0,4,0,2,0,0,1,45,33,73.3,290,8.8,6.4,0,80.8,3.7,80,210,41,0,3,1,6,11,7.9,0,0,858,81.9,7,1.6,MLB
188,Ali Gaye,15,1,0,0,0,16.8,0,0,2024,26,TEN,15,0,0,0,0,,0,0,,0,0,0,1,7,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,1,1,11.1,0,0,178,16.8,43,9.4,OLB
189,Willie Gay Jr.,15,2,0,0,10,23.5,0,0,2024,26,NOR,15,8,0,0,0,,0,0,,0,0,0,2,19,9,28,2,1,0,0,0,3,0,2,4,0,1,10,5,50,74,14.8,7.4,1,107.9,2,-12,86,14,1,0,0,3,3,9.7,0,0,277,23.5,86,18.7,RLB
190,Malik Harrison,15,2,0,0,16,32.8,0,0,2024,26,BAL,15,7,0,0,0,,0,0,,0,0,0,2,22,32,54,3,3,0,0,0,0,0,0,0,0,0,16,12,75,141,11.8,8.8,1,122.1,0.6,10,131,12,0,2,0,4,10,15.6,0,0,372,32.8,336,70.7,LB
191,Patrick Jones II,15,7,0,0,2,40.4,0,0,2024,26,MIN,15,1,0,0,0,,0,0,,0,0,0,7,19,20,39,9,12,0,0,0,0,0,0,0,0,1,2,2,100,15,7.5,7.5,0,97.9,-0.5,-1,16,47,5,5,0,17,4,9.3,0,0,459,40.4,98,21.8,OLB
192,Eric Kendricks,15,3,0,0,36,83.3,0,2,2024,32,DAL,15,15,0,0,0,,0,0,,0,0,0,3,71,67,138,4,3,2,15,0,3,0,1,0,0,3,36,26,72.2,375,14.4,10.4,2,101,3.9,87,288,36,1,0,1,4,9,6.1,0,0,920,83.3,0,0,MLB
193,Deommodore Lenoir,15,0,6,0,87,86.5,0,2,2024,25,SFO,15,15,1,0,0,,0,0,,0,0,6,0,53,32,85,2,0,2,33,0,9,0,0,0,0,1,87,54,62.1,488,9,5.6,1,71.4,7.9,204,284,15,0,0,0,0,10,10.5,0,0,923,86.5,70,15.6,RLB
194,Boye Mafe,15,6,0,0,9,53.8,0,0,2024,26,SEA,15,11,0,0,0,,0,0,,0,0,0,6,25,15,40,8,12,0,0,0,3,0,0,0,0,1,9,7,77.8,78,11.1,8.7,0,102.8,0.8,-5,83,25,9,6,1,21,4,9.1,0,0,608,53.8,5,1.1,LOLB
195,Ventrell Miller,15,0,0,0,27,40.3,0,0,2024,25,JAX,15,9,0,0,0,,0,0,,0,0,0,0,53,27,80,4,0,0,0,0,3,0,0,0,0,1,27,19,70.4,164,8.6,6.1,0,86,3.8,54,110,7,1,0,0,1,10,11.1,0,0,482,40.3,175,39.5,LLB
196,Darius Muasau,15,0,0,0,15,39.7,0,1,2024,23,NYG,15,7,0,0,0,,0,0,,0,0,0,0,26,29,55,3,1,1,1,0,1,0,0,0,0,0,15,12,80,123,10.3,8.2,0,73.1,3.4,47,76,13,1,1,0,2,6,9.8,0,0,435,39.7,248,56,LB
197,E.J. Speed,15,0,0,0,62,87.4,0,1,2024,29,IND,15,15,0,0,0,,0,0,,0,0,0,0,93,49,142,7,1,1,12,0,5,0,0,0,0,0,62,49,79,454,9.3,7.3,1,95.8,2.1,134,320,46,3,1,1,4,17,10.7,0,0,1010,87.4,72,15.4,MLB
198,Henry To'oTo'o,15,1.5,0,0,42,75.8,0,1,2024,23,HOU,15,15,0,0,0,,0,0,,0,0,0,1.5,54,51,105,7,1,1,0,0,3,0,0,0,0,1,42,35,83.3,369,10.5,8.8,4,125.1,4.4,140,229,38,1,0,1,3,12,10.3,0,0,830,75.8,53,11.1,LLB
199,Joe Tryon-Shoyinka,15,2,0,0,11,48.3,0,0,2024,25,TAM,15,11,0,0,0,,0,0,,0,0,0,2,15,9,24,3,4,0,0,0,2,0,0,0,0,1,11,7,63.6,23,3.3,2.1,0,67.6,1.8,-9,32,56,7,3,1,11,3,11.1,0,0,539,48.3,23,4.8,LOLB
200,Kristian Welch,15,0,0,0,3,2.3,0,0,2024,26,"DEN,BAL",15,2,0,0,0,,0,0,,0,0,0,0,7,6,13,0,0,0,0,0,0,0,1,0,0,0,3,2,66.7,17,8.5,5.7,0,81.2,0.7,4,13,0,0,0,0,0,1,7.1,0,0,53,2.3,285,30.1,LB
201,Dee Winters,15,0,0,0,27,37.3,0,0,2024,24,SFO,15,10,0,0,0,,0,0,,0,0,0,0,26,18,44,0,0,0,0,0,4,0,0,0,0,0,27,20,74.1,174,8.7,6.4,0,90.7,2.9,63,111,15,0,0,0,0,6,12,0,0,398,37.3,162,36,RLB
202,Zack Baun,16,3.5,0,0,68,89.7,0,1,2024,28,PHI,16,16,0,0,0,,0,0,,0,0,0,3.5,93,58,151,11,5,1,0,0,4,0,1,0,0,5,68,50,73.5,379,7.6,5.6,0,80.5,2,73,306,64,2,1,1,7,8,5,0,0,939,89.7,65,14.5,LLB
203,Nick Bellore,16,0,0,0,1,0.6,0,0,2024,35,WAS,16,0,0,0,0,,0,0,,0,0,0,0,11,10,21,1,0,0,0,0,0,0,0,0,0,0,1,1,100,2,2,2,0,79.2,-2,-2,4,0,0,0,0,0,0,0,0,0,7,0.6,334,71.4,LB
204,Nick Bolton,16,3,0,0,49,87,0,1,2024,24,KAN,16,16,0,0,0,,0,0,,0,0,0,3,73,33,106,11,7,1,0,0,6,0,2,0,0,1,49,39,79.6,374,9.6,7.6,2,103.6,3.9,121,253,96,0,3,3,7,13,10.9,0,0,941,87,65,15.1,LLB
205,Devin Bush Jr.,16,1,0,0,18,45.8,0,0,2024,26,CLE,16,10,0,0,0,,0,0,,0,0,0,1,45,31,76,8,1,0,0,0,3,0,0,0,0,0,18,11,61.1,107,9.7,5.9,0,77.8,1.6,21,86,26,4,1,0,6,3,3.8,0,0,497,45.8,169,36.3,LLB
206,Demario Davis,16,2,0,0,55,92.7,0,1,2024,35,NOR,16,16,0,0,0,,0,0,,0,0,0,2,69,67,136,5,2,1,0,0,7,0,0,0,0,0,55,37,67.3,378,10.2,6.9,0,79.2,4.3,140,238,38,1,2,0,5,11,7.5,0,0,1092,92.7,0,0,MLB
207,Christian Elliss,16,1.5,0,0,24,45.9,0,1,2024,25,NWE,16,5,0,0,0,,0,0,,0,0,0,1.5,42,38,80,1,5,1,6,0,5,0,1,0,0,1,24,16,66.7,184,11.5,7.7,1,86.1,9.2,98,86,23,1,3,0,6,6,7,0,0,513,45.9,247,56.5,LILB
208,Luke Gifford,16,0,0,0,16,19.2,0,1,2024,29,TEN,16,4,0,0,0,,0,0,,0,0,0,0,31,18,49,1,0,1,0,0,2,0,0,0,0,0,16,11,68.8,112,10.2,7,1,83.3,2.3,30,82,4,0,0,0,0,2,3.9,0,0,203,19.2,329,72.1,LB
209,Jake Hansen,16,1,0,0,12,12.2,0,0,2024,26,HOU,16,2,0,0,0,,0,0,,0,0,0,1,17,11,28,1,1,0,0,0,0,0,0,0,0,0,12,10,83.3,80,8,6.7,1,122.2,2.2,11,69,8,0,0,0,1,3,9.7,0,0,134,12.2,311,65.2,LB
210,Jalyx Hunt,16,1.5,0,0,0,23,0,0,2024,23,PHI,16,1,0,0,0,,0,0,,0,0,0,1.5,12,9,21,1,3,0,0,0,1,0,0,0,0,2,0,0,,0,,,0,,,0,0,3,2,1,1,5,1,4.5,0,0,241,23,233,52,OLB
211,Anfernee Jennings,16,2.5,0,0,5,74.3,0,0,2024,27,NWE,16,16,0,0,0,,0,0,,0,0,0,2.5,43,35,78,7,9,0,0,0,1,0,0,0,0,1,5,3,60,56,18.7,11.2,0,98.7,3.4,16,40,28,6,5,0,14,4,4.9,0,0,831,74.3,38,8.7,ROLB
212,Ernest Jones,16,0.5,0,0,48,45.5,0,1,2024,25,"TEN,SEA",16,15,0,0,0,,0,0,,0,0,0,0.5,77,61,138,4,3,1,12,0,4,0,0,0,0,1,48,35,72.9,362,10.3,7.5,0,85.6,4.4,144,218,55,0,2,1,3,9,6.1,0,0,995,45.5,28,3,RILB
213,Arden Key,16,6.5,0,0,5,69.5,0,0,2024,28,TEN,16,15,0,0,0,,0,0,,0,0,0,6.5,24,18,42,11,15,0,0,0,1,0,1,0,0,2,5,2,40,13,6.5,2.6,0,47.9,-0.8,-1,14,11,4,7,1,18,6,12.5,0,0,735,69.5,81,17.8,LOLB
214,Tyrice Knight,16,1.5,0,0,45,48.7,0,0,2024,24,SEA,16,9,0,0,0,,0,0,,0,0,0,1.5,41,47,88,3,4,0,0,0,2,0,1,-2,0,0,45,32,71.1,259,8.1,5.8,0,85.3,1,-1,260,22,1,2,1,5,4,4.3,0,0,551,48.7,82,17.4,ROLB
215,Devin Lloyd,16,2,0,0,53,73.8,0,1,2024,26,JAX,16,16,0,0,0,,0,0,,0,0,0,2,61,52,113,7,5,1,3,0,4,0,0,0,0,1,53,37,69.8,328,8.9,6.2,5,109.6,4.2,134,194,27,1,3,0,6,8,6.6,0,0,883,73.8,80,18.1,RLB
216,Khalil Mack,16,6,0,0,4,56.4,0,0,2024,33,LAC,16,16,0,0,0,,0,0,,0,0,0,6,20,19,39,6,15,0,0,0,9,0,1,22,0,2,4,3,75,15,5,3.8,0,80.2,-0.8,6,9,6,7,8,8,22,5,11.4,0,0,616,56.4,0,0,LOLB
217,Emmanuel Ogbah,16,5,0,0,3,68.9,0,1,2024,31,MIA,16,16,0,0,0,,0,0,,0,0,0,5,27,22,49,9,11,1,0,0,2,0,0,0,0,1,3,1,33.3,2,2,0.7,0,2.8,2,1,1,4,8,5,1,19,4,7.5,0,0,733,68.9,93,20.9,LB
218,Anfernee Orji,16,0,0,0,10,12.4,0,0,2024,24,NOR,16,2,0,0,0,,0,0,,0,0,0,0,16,14,30,2,0,0,0,0,0,0,0,0,0,0,10,9,90,66,7.3,6.6,0,94.2,1.3,14,52,3,0,0,0,0,6,16.7,0,0,146,12.4,353,76.9,LB
219,Owen Pappoe,16,0,0,0,18,12.1,0,0,2024,24,ARI,16,1,0,0,0,,0,0,,0,0,0,0,18,10,28,0,0,0,0,0,2,0,0,0,0,1,18,14,77.8,105,7.5,5.8,0,91,3.5,38,67,11,2,0,0,2,3,9.7,0,0,131,12.1,332,76,LB
220,Winston Reid,16,0.5,0,0,2,13.3,0,0,2024,25,CLE,16,3,0,0,0,,0,0,,0,0,0,0.5,15,8,23,1,1,0,0,0,2,0,1,0,0,0,2,1,50,19,19,9.5,0,83.3,6.5,12,7,4,0,0,1,1,3,11.5,8,0.7,144,13.3,373,80.2,OLB
221,Jon Rhattigan,16,0,0,0,0,0.1,0,0,2024,25,CAR,16,0,0,0,0,,0,0,,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0.1,369,77.2,LB
222,J.J. Russell,16,0,6,0,18,22.3,0,0,2024,26,TAM,16,3,1,0,0,,0,0,,0,0,6,0,20,13,33,0,0,0,0,0,2,0,1,0,0,0,18,13,72.2,151,11.6,8.4,1,115.7,5.8,66,85,9,1,0,0,1,3,8.3,0,0,249,22.3,334,69.9,LB
223,Nolan Smith,16,6.5,0,0,5,52.1,0,0,2024,23,PHI,16,10,0,0,0,,0,0,,0,0,0,6.5,21,21,42,8,11,0,0,0,2,0,2,0,0,1,5,4,80,25,6.3,5,1,127.1,1,-1,26,15,4,4,2,15,1,2.3,0,0,546,52.1,55,12.3,LOLB
224,Roquan Smith,16,1.5,0,0,68,87.6,0,1,2024,27,BAL,16,16,0,0,0,,0,0,,0,0,0,1.5,81,73,154,4,3,1,0,0,4,0,1,0,0,1,68,50,73.5,644,12.9,9.5,2,106.5,4.5,230,414,48,4,2,0,8,5,3.1,0,0,992,87.6,1,0.2,LILB
225,Ty Summers,16,0,0,0,8,10.2,0,0,2024,29,NYG,16,2,0,0,0,,0,0,,0,0,0,0,13,16,29,1,0,0,0,0,1,0,0,0,0,0,8,6,75,52,8.7,6.5,0,91.7,-0.5,-10,62,4,0,0,0,0,1,3.3,0,0,112,10.2,272,61.4,LB
226,Josh Sweat,16,8,0,0,2,59.4,0,0,2024,27,PHI,16,15,0,0,0,,0,0,,0,0,0,8,27,14,41,9,15,0,0,0,2,0,0,0,0,0,2,1,50,13,13,6.5,0,70.8,5,6,7,10,2,6,2,16,1,2.4,0,0,622,59.4,8,1.8,RLB
227,Drue Tranquill,16,2,0,0,47,73.8,0,0,2024,29,KAN,16,16,0,0,0,,0,0,,0,0,0,2,54,40,94,4,9,0,0,0,2,0,2,3,0,0,47,33,70.2,260,7.9,5.5,0,83.6,3.4,85,175,82,2,6,0,11,14,13,0,0,798,73.8,1,0.2,MLB
228,Dallas Turner,16,3,0,0,8,26.4,0,1,2024,21,MIN,16,0,0,0,0,,0,0,,0,0,0,3,12,8,20,3,5,1,4,0,1,0,0,0,0,0,8,4,50,37,9.3,4.6,0,23.4,3.5,14,23,23,2,2,0,7,1,4.8,0,0,300,26.4,226,50.2,OLB
229,Kyle Van Noy,16,12.5,0,0,8,55.7,0,0,2024,33,BAL,16,13,0,0,0,,0,0,,0,0,0,12.5,25,16,41,14,21,0,0,0,2,0,1,0,0,2,8,7,87.5,68,9.7,8.5,0,102.1,4.4,35,33,10,4,8,2,25,3,6.8,0,0,631,55.7,0,0,ROLB
230,Nick Vigil,16,0,0,0,7,11.4,0,0,2024,31,DAL,16,1,0,0,0,,0,0,,0,0,0,0,10,12,22,0,0,0,0,0,0,0,0,0,0,0,7,7,100,40,5.7,5.7,0,90.5,-0.6,-12,52,11,0,0,0,0,1,4.3,0,0,126,11.4,291,60.1,LB
231,Mack Wilson,16,3,0,0,28,70.2,0,1,2024,26,ARI,16,16,0,0,0,,0,0,,0,0,0,3,44,31,75,4,7,1,0,0,5,0,1,0,0,0,28,23,82.1,179,7.8,6.4,0,78.4,3.2,52,127,46,2,4,3,9,6,7.4,0,0,763,70.2,18,4.1,LILB
232,Brian Asamoah,17,0,0,0,3,2.9,0,0,2024,24,MIN,17,0,0,0,0,,0,0,,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,1,3,3,100,37,12.3,12.3,0,118.1,5.3,16,21,11,0,0,0,0,0,0,0,0,33,2.9,321,71.3,LB
233,Krys Barnes,17,2,0,0,10,18.9,0,0,2024,26,ARI,17,0,0,0,0,,0,0,,0,0,0,2,19,16,35,3,2,0,0,0,0,0,0,0,0,0,10,10,100,102,10.2,10.2,1,142.5,4.9,49,53,6,0,0,0,2,1,2.8,0,0,205,18.9,304,69.6,LB
234,Cody Barton,17,1.5,6,0,47,91.2,0,2,2024,28,DEN,17,14,1,0,0,,0,0,,0,0,6,1.5,53,53,106,2,2,2,71,0,5,0,1,52,1,1,47,41,87.2,476,11.6,10.1,1,98.2,4.3,157,319,65,3,0,1,5,7,6.2,0,0,1053,91.2,75,15.9,LILB
235,Quinton Bell,17,1,0,0,8,24.2,0,0,2024,28,MIA,17,3,0,0,0,,0,0,,0,0,0,1,16,11,27,3,0,0,0,0,1,0,0,0,0,1,8,5,62.5,66,13.2,8.3,1,128.1,1,-9,75,3,1,0,0,2,3,10,0,0,257,24.2,372,83.8,LB
236,Chris Board,17,1,0,0,9,14.8,0,0,2024,29,BAL,17,1,0,0,0,,0,0,,0,0,0,1,18,12,30,2,1,0,0,0,1,0,1,0,0,0,9,6,66.7,60,10,6.7,0,85.4,4.6,30,30,5,0,0,0,1,2,6.3,0,0,168,14.8,382,80.4,LB
237,Nik Bonitto,17,13.5,12,0,6,61.3,0,1,2024,25,DEN,17,15,2,0,0,,0,0,,0,0,12,13.5,33,15,48,16,24,1,71,1,4,0,1,50,1,2,6,4,66.7,34,8.5,5.7,0,41.7,3.5,17,17,70,11,11,1,36,6,11.1,0,0,708,61.3,5,1.1,ROLB
238,Chris Braswell,17,1.5,0,0,3,29.5,0,0,2024,23,TAM,17,0,0,0,0,,0,0,,0,0,0,1.5,11,7,18,1,8,0,0,0,0,0,0,0,0,1,3,3,100,17,5.7,5.7,0,90.3,1,3,14,22,5,5,0,12,1,5.3,0,0,329,29.5,189,39.5,OLB
239,Jordyn Brooks,17,3,0,0,82,97.7,0,0,2024,27,MIA,17,17,0,0,0,,0,0,,0,0,0,3,86,57,143,11,6,0,0,0,6,0,2,23,0,0,82,55,67.1,582,10.6,7.1,3,99.7,4.3,198,384,38,5,3,0,11,9,5.9,0,0,1039,97.7,71,16,RILB
240,Oren Burks,17,0,0,0,16,14,0,0,2024,29,PHI,17,2,0,0,0,,0,0,,0,0,0,0,20,21,41,2,0,0,0,0,1,0,0,0,0,2,16,15,93.8,91,6.1,5.7,0,90.4,1.9,28,63,3,0,0,0,0,1,2.4,0,0,147,14,319,71.2,LB
241,Amari Burney,17,1,0,0,7,9.1,0,0,2024,24,LVR,17,0,0,0,0,,0,0,,0,0,0,1,10,7,17,3,1,0,0,0,0,0,0,0,0,1,7,7,100,71,10.1,10.1,0,108.9,2,14,57,10,2,0,0,3,2,10.5,0,0,101,9.1,384,80.7,LB
242,Brian Burns,17,8.5,0,0,5,79.1,0,0,2024,26,NYG,17,17,0,0,0,,0,0,,0,0,0,8.5,42,29,71,17,18,0,0,0,8,0,0,0,0,2,5,3,60,36,12,7.2,0,82.1,6,21,15,26,16,9,6,34,7,9,0,0,866,79.1,0,0,LOLB
243,Jack Campbell,17,1.5,0,0,45,88.9,0,0,2024,24,DET,17,17,0,0,0,,0,0,,0,0,0,1.5,69,62,131,5,5,0,0,0,5,0,0,0,0,1,45,35,77.8,436,12.5,9.7,1,114.4,7.1,251,185,85,3,3,0,8,7,5.1,0,0,974,88.9,83,18,MLB
244,Leo Chenal,17,1,0,0,18,41.2,0,0,2024,24,KAN,17,14,0,0,0,,0,0,,0,0,0,1,40,20,60,4,1,0,0,0,3,0,0,0,0,3,18,14,77.8,114,8.1,6.3,1,111.6,3.9,16,98,29,4,1,2,6,3,4.8,3,0.3,445,41.2,294,68.2,RLB
245,Micheal Clemons,17,4.5,0,0,1,54.4,0,0,2024,27,NYJ,17,17,0,0,0,,0,0,,0,0,0,4.5,18,16,34,4,8,0,0,0,0,0,0,0,0,1,1,1,100,9,9,9,0,104.2,-2,-2,11,0,5,4,0,14,4,10.5,0,0,625,54.4,93,21.5,LOLB
246,Zaven Collins,17,5,0,0,10,55.4,0,0,2024,25,ARI,17,17,0,0,0,,0,0,,0,0,0,5,33,24,57,7,7,0,0,0,1,0,0,0,0,2,10,8,80,60,7.5,6,0,91.7,0.5,0,60,33,5,2,1,13,4,6.6,0,0,602,55.4,9,2.1,LOLB
247,Jonathon Cooper,17,10.5,0,0,11,71,0,0,2024,26,DEN,17,17,0,0,0,,0,0,,0,0,0,10.5,33,25,58,11,20,0,0,0,1,0,0,0,0,1,11,7,63.6,28,4,2.5,0,67.6,-1.7,-19,47,86,10,8,0,30,1,1.7,0,0,820,71,66,14,LOLB
248,Akeem Davis-Gaither,17,0,0,0,45,46.9,0,1,2024,27,CIN,17,7,0,0,0,,0,0,,0,0,0,0,41,41,82,4,1,1,12,0,4,0,1,0,0,1,45,35,77.8,330,9.4,7.3,0,88,3.9,77,253,21,1,1,1,2,9,9.9,0,0,534,46.9,311,67.5,RLB
249,Lavonte David,17,5.5,0,0,78,96.5,0,1,2024,34,TAM,17,17,0,0,0,,0,0,,0,0,0,5.5,76,46,122,9,6,1,7,0,6,0,1,0,0,3,78,66,84.6,608,9.2,7.8,2,102.4,4.5,253,355,80,6,1,1,13,14,10.3,0,0,1078,96.5,0,0,LILB
250,YaYa Diaby,17,4.5,0,0,7,70.3,0,0,2024,25,TAM,17,17,0,0,0,,0,0,,0,0,0,4.5,39,15,54,13,20,0,0,0,0,0,1,0,0,1,7,5,71.4,36,7.2,5.1,0,83,1,20,16,76,12,15,0,32,3,5.3,0,0,785,70.3,101,21.1,OLB
251,Tyrel Dodson,17,2,0,0,54,39,0,3,2024,26,"MIA,SEA",17,12,0,0,0,,0,0,,0,0,0,2,59,48,107,5,4,3,7,0,6,0,0,0,0,1,54,43,79.6,357,8.3,6.6,1,77.2,2.2,65,292,35,1,3,1,6,13,10.8,0,0,855,39,131,14.3,LB
252,Bud Dupree,17,6,0,0,4,50,0,1,2024,31,LAC,17,0,0,0,0,,0,0,,0,0,0,6,18,10,28,6,10,1,0,0,2,0,0,0,0,1,4,3,75,18,6,4.5,0,43.7,-0.3,-8,26,13,1,5,1,12,5,15.2,0,0,546,50,30,6.5,OLB
253,Troy Dye,17,1.5,0,0,20,29.1,0,0,2024,28,LAC,17,5,0,0,0,,0,0,,0,0,0,1.5,34,23,57,2,2,0,0,0,0,0,0,0,0,0,20,17,85,103,6.1,5.2,0,88.1,1.6,31,72,11,0,0,0,2,2,3.4,0,0,318,29.1,368,79.5,LB
254,Arnold Ebiketie,17,6,0,0,6,48.8,0,0,2024,25,ATL,17,2,0,0,0,,0,0,,0,0,0,6,26,12,38,6,12,0,0,0,2,0,1,0,0,0,6,5,83.3,22,4.4,3.7,0,81.9,1.2,10,12,22,12,6,2,24,3,7.3,0,0,543,48.8,37,8.3,OLB
255,Tremaine Edmunds,17,1,0,0,61,98.9,0,1,2024,26,CHI,17,17,0,0,0,,0,0,,0,0,0,1,60,50,110,3,3,1,0,0,8,0,0,0,0,1,61,38,62.3,372,9.8,6.1,0,72.6,3.7,93,279,37,1,2,1,4,10,8.3,0,0,1056,98.9,15,3.4,MLB
256,T.J. Edwards,17,4,0,0,71,98.8,0,1,2024,28,CHI,17,17,0,0,0,,0,0,,0,0,0,4,79,50,129,12,6,1,0,0,3,0,2,0,0,1,71,55,77.5,504,9.2,7.1,0,90.3,3.6,147,357,50,2,2,1,8,5,3.7,0,0,1055,98.8,15,3.4,LLB
257,Samuel Eguavoen,17,0,0,0,0,6.5,0,0,2024,31,NYJ,17,1,0,0,0,,0,0,,0,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,1,6.7,0,0,75,6.5,350,81,LB
258,Jonah Elliss,17,5,0,0,11,37.6,0,0,2024,21,DEN,17,0,0,0,0,,0,0,,0,0,0,5,24,14,38,7,6,0,0,0,2,0,0,0,0,0,11,10,90.9,113,11.3,10.3,1,139.8,4.6,51,62,45,3,0,2,9,1,2.6,0,0,434,37.6,257,54.3,OLB
259,Kaden Elliss,17,5,0,0,60,98.4,0,1,2024,29,ATL,17,17,0,0,0,,0,0,,0,0,0,5,85,66,151,8,16,1,12,0,3,0,1,0,0,1,60,48,80,457,9.5,7.6,1,97,4.7,192,265,60,6,11,0,22,7,4.4,0,0,1095,98.4,36,8.1,RILB
260,Dante Fowler,17,10.5,6,0,6,52.1,0,1,2024,30,WAS,17,7,1,0,0,,0,0,,0,0,6,10.5,25,14,39,14,12,1,67,1,1,0,0,0,0,2,6,3,50,25,8.3,4.2,0,21.5,-0.2,-2,27,20,7,2,0,20,5,11.4,0,0,564,52.1,25,5.3,LLB
261,Zaire Franklin,17,3.5,0,0,82,100,0,2,2024,28,IND,17,17,0,0,0,,0,0,,0,0,0,3.5,93,80,173,11,4,2,4,0,6,0,0,0,0,5,82,66,80.5,635,9.6,7.7,2,96.9,5.1,302,333,43,3,1,0,8,24,12.2,0,0,1156,100,95,20.3,LLB
262,Amari Gainer,17,0,0,0,0,1.1,0,0,2024,24,LVR,17,0,0,0,0,,0,0,,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,12,1.1,380,79.8,LB
