,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
186,Terrel Bernard,16,0,0,0,5,10.5,0,0,2022,23,BUF,16,1,0,0,0,,0,0,,0,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,0,5,4,80,35,8.8,7,0,95.8,3.2,17,18,3,0,0,0,0,0,0,0,0,110,10.5,254,62,LB
187,Jordyn Brooks,16,1,0,0,75,88.7,0,0,2022,25,SEA,16,16,0,0,0,,0,0,,0,0,0,1,103,58,161,3,3,0,0,0,5,0,1,3,0,1,75,54,72,689,12.8,9.2,5,122.6,5,194,495,17,3,2,0,6,11,6.4,0,0,1025,88.7,3,0.6,LILB
188,Blake Cashman,16,3,0,0,5,12.7,0,0,2022,26,HOU,16,1,0,0,0,,0,0,,0,0,0,3,19,7,26,4,5,0,0,0,2,0,1,0,0,0,5,3,60,22,7.3,4.4,0,70.4,4,7,15,9,0,2,0,5,0,0,0,0,149,12.7,320,69,LB
189,Bradley Chubb,16,8,0,0,7,32.6,0,0,2022,26,"DEN,MIA",16,15,0,0,0,,0,0,,0,0,0,8,20,19,39,5,20,0,0,0,1,0,0,0,0,3,7,3,42.9,36,12,5.1,0,59.2,4,22,14,78,11,12,1,32,4,9.3,0,0,745,32.6,74,7.9,LOLB
190,Zaven Collins,16,2,6,0,63,92.2,0,1,2022,23,ARI,16,16,1,0,0,,0,0,,0,0,6,2,63,37,100,11,4,1,30,1,6,0,0,0,0,1,63,46,73,416,9,6.6,2,94.4,2.6,48,368,58,4,2,2,8,8,7.4,0,0,1024,92.2,51,11.2,RILB
191,Akeem Davis-Gaither,16,0,0,0,19,21.9,0,0,2022,25,CIN,16,1,0,0,0,,0,0,,0,0,0,0,30,16,46,2,0,0,0,0,1,0,1,3,0,0,19,16,84.2,171,10.7,9,0,104.2,3.1,36,135,10,0,0,0,0,3,6.1,0,0,227,21.9,294,67.7,LB
192,Jamin Davis,16,3,0,0,52,79.9,0,0,2022,24,WAS,16,15,0,0,0,,0,0,,0,0,0,3,68,36,104,9,5,0,0,0,1,0,2,0,0,0,52,33,63.5,315,9.5,6.1,1,86.6,2.6,80,235,37,3,3,1,9,3,2.8,0,0,834,79.9,0,0,LLB
193,Tyrel Dodson,16,1,0,0,14,20.9,0,0,2022,24,BUF,16,3,0,0,0,,0,0,,0,0,0,1,22,10,32,1,1,0,0,0,0,0,1,0,0,0,14,12,85.7,130,10.8,9.3,0,105.4,3.6,35,95,8,1,1,0,3,4,11.1,0,0,220,20.9,276,67.3,LB
194,JoJo Domann,16,0,6,0,0,0,0,0,2022,25,IND,16,0,1,0,0,,0,0,,0,0,6,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,264,58.1,LB
195,Arnold Ebiketie,16,2.5,0,0,8,46,0,0,2022,23,ATL,16,1,0,0,0,,0,0,,0,0,0,2.5,21,9,30,3,11,0,0,0,2,0,0,0,0,2,8,5,62.5,46,9.2,5.8,0,78.1,0.6,-11,57,9,4,8,0,15,0,0,0,0,516,46,7,1.6,OLB
196,Tomon Fox,16,1,0,0,3,28.3,0,0,2022,24,NYG,16,1,0,0,0,,0,0,,0,0,0,1,15,9,24,3,1,0,0,0,0,0,0,0,0,0,3,2,66.7,10,5,3.3,0,71.5,1.3,-4,14,17,4,0,0,5,1,4,0,0,320,28.3,186,39.5,LB
197,Luke Gifford,16,0,0,0,3,3.6,0,0,2022,27,DAL,16,0,0,0,0,,0,0,,0,0,0,0,11,6,17,0,0,0,0,0,0,0,1,0,0,1,3,2,66.7,15,7.5,5,0,78.5,0.3,2,13,0,0,0,0,0,0,0,1,0.1,41,3.6,368,77.1,LB
198,Justin Hollins,16,3.5,0,0,5,20.5,0,0,2022,26,"GNB,LAR",16,5,0,0,0,,0,0,,0,0,0,3.5,19,16,35,4,7,0,0,0,0,0,1,0,0,1,5,3,60,10,3.3,2,0,64.6,-1.4,-13,23,30,4,3,0,11,1,2.8,0,0,436,20.5,36,4.1,LB
199,Anfernee Jennings,16,1.5,0,0,2,30.4,0,0,2022,25,NWE,16,3,0,0,0,,0,0,,0,0,0,1.5,15,12,27,1,4,0,0,0,2,0,0,0,0,1,2,2,100,18,9,9,0,104.2,1.5,3,15,9,6,3,2,11,3,10,0,0,343,30.4,165,36.1,LB
200,Clay Johnston,16,0,0,0,0,0.1,0,0,2022,26,CIN,16,0,0,0,0,,0,0,,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0.1,315,72.6,LB
201,Kyron Johnson,16,0,0,0,0,1.6,0,0,2022,24,PHI,16,0,0,0,0,,0,0,,0,0,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,18,1.6,265,58.5,LB
202,Taron Johnson,16,0,0,0,100,92.2,0,1,2022,26,BUF,16,15,0,0,0,,0,0,,0,0,0,0,67,23,90,6,0,1,2,0,9,0,1,0,0,0,100,65,65,592,9.1,5.9,7,100.1,4.5,270,322,19,1,0,0,1,3,3.2,0,0,969,92.2,50,12.2,RLB
203,Patrick Jones II,16,4,0,0,3,26.4,0,0,2022,24,MIN,16,0,0,0,0,,0,0,,0,0,0,4,16,11,27,8,5,0,0,0,0,0,0,0,0,0,3,2,66.7,24,12,8,0,91,2,1,23,17,3,1,0,8,0,0,0,0,306,26.4,277,56.2,LB
204,Tyler Matakevich,16,0,0,0,0,0.3,0,0,2022,30,BUF,16,0,0,0,0,,0,0,,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,3,0.3,323,78.8,LB
205,Raekwon McMillan,16,1,6,0,19,22.1,0,0,2022,27,NWE,16,1,1,0,0,,0,0,,0,0,6,1,26,9,35,5,1,0,0,0,0,0,1,23,1,0,19,14,73.7,135,9.6,7.1,0,93.1,6.2,46,89,7,1,0,0,2,3,7.9,0,0,250,22.1,277,60.6,LB
206,Chad Muma,16,1.5,0,0,19,24.6,0,0,2022,23,JAX,16,2,0,0,0,,0,0,,0,0,0,1.5,28,19,47,3,3,0,0,0,1,0,0,0,0,0,19,13,68.4,172,13.2,9.1,1,114.4,7.9,94,78,4,1,1,0,4,2,4.1,0,0,286,24.6,245,58.1,LB
207,Del'Shawn Phillips,16,0,0,0,0,0.1,0,0,2022,26,BAL,16,0,0,0,0,,0,0,,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0.1,258,59.9,LB
208,Malcolm Rodriguez,16,1,0,0,44,54,0,0,2022,23,DET,16,15,0,0,0,,0,0,,0,0,0,1,62,25,87,8,3,0,0,0,2,0,1,2,0,1,44,30,68.2,321,10.7,7.3,1,96.9,4.7,152,169,24,3,1,0,5,5,5.4,0,0,614,54,71,15.7,LLB
209,Za'Darius Smith,16,10,0,0,5,66.4,0,0,2022,30,MIN,16,16,0,0,0,,0,0,,0,0,0,10,32,12,44,15,24,0,0,0,5,0,0,0,0,1,5,4,80,31,7.8,6.2,0,92.5,0,0,31,37,11,15,5,37,5,10.2,0,0,771,66.4,0,0,ROLB
210,Robert Spillane,16,1,0,0,43,55.3,0,0,2022,27,PIT,16,5,0,0,0,,0,0,,0,0,0,1,52,27,79,4,2,0,0,0,4,0,0,0,0,0,43,36,83.7,359,10,8.3,1,109.2,5.1,167,192,42,1,1,1,3,5,6,0,0,588,55.3,134,30.6,LB
211,Darrell Taylor,16,9.5,0,0,6,42,0,0,2022,25,SEA,16,3,0,0,0,,0,0,,0,0,0,9.5,22,4,26,8,13,0,0,0,1,0,1,21,0,4,6,4,66.7,46,11.5,7.7,0,89.6,2.2,9,37,19,6,4,1,20,3,10.3,0,0,485,42,70,15,LB
212,Channing Tindall,16,0,0,0,1,0.8,0,0,2022,22,MIA,16,0,0,0,0,,0,0,,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,100,9,9,9,0,104.2,6,6,3,0,0,0,0,0,0,0,0,0,9,0.8,167,36.9,LB
213,Mykal Walker,16,1,0,0,53,68.5,0,2,2022,25,ATL,16,12,0,0,0,,0,0,,0,0,0,1,56,51,107,4,1,2,33,0,6,0,0,0,0,0,53,44,83,374,8.5,7.1,0,80.3,3.6,163,211,16,1,0,1,2,6,5.3,0,0,769,68.5,5,1.1,MLB
214,Rashad Weaver,16,5.5,0,0,4,54.8,0,0,2022,25,TEN,16,4,0,0,0,,0,0,,0,0,0,5.5,18,9,27,7,15,0,0,0,6,0,1,0,0,2,4,2,50,13,6.5,3.3,0,57.3,0.8,6,7,10,6,10,5,22,5,15.6,0,0,640,54.8,65,14.5,LB
215,D.J. Wonnum,16,4,0,0,5,48.4,0,0,2022,25,MIN,16,1,0,0,0,,0,0,,0,0,0,4,27,11,38,5,10,0,0,0,0,0,0,0,0,0,5,4,80,40,10,8,0,100,-0.2,-6,46,11,3,5,0,13,3,7.3,0,0,562,48.4,188,38.1,LB
216,Kwon Alexander,17,0.5,0,0,44,49.1,0,0,2022,28,NYJ,17,12,0,0,0,,0,0,,0,0,0,0.5,42,27,69,6,2,0,0,0,1,0,0,0,0,1,44,31,70.5,303,9.8,6.9,0,89.5,3.5,79,224,9,1,1,0,3,4,5.5,0,0,559,49.1,10,2.2,ROLB
217,Josh Hines-Allen,17,7,6,0,17,76.9,0,0,2022,25,JAX,17,17,1,0,0,,0,0,,0,0,6,7,35,22,57,11,22,0,0,0,2,0,2,38,1,4,17,9,52.9,130,14.4,7.6,2,117.3,3.8,51,79,30,15,18,1,40,2,3.4,0,0,894,76.9,67,15.9,LOLB
218,Troy Andersen,17,0,0,0,23,42.9,0,0,2022,23,ATL,17,5,0,0,0,,0,0,,0,0,0,0,40,29,69,3,3,0,0,0,1,0,0,0,0,1,23,21,91.3,218,10.4,9.5,2,135.1,3.7,78,140,12,0,3,1,3,3,4.2,0,0,481,42.9,263,60.5,MLB
219,Alex Anzalone,17,1.5,0,0,46,95.1,0,1,2022,28,DET,17,17,0,0,0,,0,0,,0,0,0,1.5,77,48,125,7,7,1,4,0,6,0,1,0,0,1,46,32,69.6,318,9.9,6.9,0,79.8,5.7,129,189,60,5,3,0,10,10,7.4,0,0,1080,95.1,47,10.4,MLB
220,Jerome Baker,17,4,0,0,68,88.6,0,0,2022,26,MIA,17,17,0,0,0,,0,0,,0,0,0,4,66,34,100,6,7,0,0,0,4,0,0,0,0,1,68,54,79.4,364,6.7,5.4,2,98.8,3,88,276,47,1,3,0,9,10,9.1,0,0,1014,88.6,7,1.5,RILB
221,Cody Barton,17,2,0,0,51,77.4,0,2,2022,26,SEA,17,11,0,0,0,,0,0,,0,0,0,2,84,52,136,4,2,2,11,0,6,0,0,0,0,0,51,44,86.3,382,8.7,7.5,2,94.6,3.4,133,249,12,0,0,0,2,1,0.7,0,0,895,77.4,269,57.7,RILB
222,Ja'Whaun Bentley,17,3,0,0,47,80.3,0,1,2022,26,NWE,17,17,0,0,0,,0,0,,0,0,0,3,62,63,125,5,6,1,7,0,2,0,1,0,0,0,47,37,78.7,321,8.7,6.8,0,86.3,2.6,65,256,51,6,2,0,11,10,7.4,0,0,907,80.3,93,20.4,LILB
223,Chris Board,17,0,0,0,12,14.1,0,0,2022,27,DET,17,1,0,0,0,,0,0,,0,0,0,0,17,4,21,0,1,0,0,0,1,0,0,0,0,1,12,8,66.7,86,10.8,7.2,1,115.3,5.4,53,33,10,2,1,0,3,1,4.5,0,0,160,14.1,359,79.6,LB
224,Nick Bolton,17,2,0,0,74,97.5,0,2,2022,22,KAN,17,17,0,0,0,,0,0,,0,0,0,2,108,72,180,9,6,2,15,0,3,0,0,0,0,1,74,61,82.4,580,9.5,7.8,1,92.6,3.7,214,366,37,1,4,1,7,7,3.7,0,0,1119,97.5,70,15.2,LLB
225,Cam Brown,17,0,0,0,0,0.3,0,0,2022,24,NYG,17,0,0,0,0,,0,0,,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,3,0.3,398,84.5,LB
226,Oren Burks,17,0.5,0,0,13,14.7,0,0,2022,27,SFO,17,3,0,0,0,,0,0,,0,0,0,0.5,15,23,38,1,1,0,0,0,1,0,0,0,0,0,13,10,76.9,89,8.9,6.8,1,120.4,3.7,34,55,6,0,0,0,1,1,2.6,0,0,157,14.7,335,76.5,LB
227,Devin Bush Jr.,17,0,0,0,38,61.9,0,0,2022,24,PIT,17,14,0,0,0,,0,0,,0,0,0,0,44,37,81,2,2,0,0,0,2,0,0,0,0,0,38,28,73.7,318,11.4,8.4,1,107.1,6.7,188,130,31,1,2,0,3,1,1.2,0,0,659,61.9,68,15.5,LILB
228,Lorenzo Carter,17,4,12,0,19,81,0,1,2022,27,ATL,17,17,2,0,0,,0,0,,0,0,12,4,29,29,58,6,12,1,28,1,2,0,1,0,0,0,19,14,73.7,87,6.2,4.6,1,78.2,-1.1,-9,96,11,3,7,1,15,1,1.7,0,0,909,81,34,7.8,RLB
229,Leo Chenal,17,1,0,0,8,22.7,0,0,2022,22,KAN,17,8,0,0,0,,0,0,,0,0,0,1,19,16,35,3,3,0,0,0,0,0,0,0,0,0,8,5,62.5,77,15.4,9.6,0,94.3,1.5,9,68,13,0,2,0,3,5,12.5,0,0,261,22.7,281,61.1,RLB
230,Carter Coughlin,17,0,0,0,0,0.5,0,0,2022,25,NYG,17,0,0,0,0,,0,0,,0,0,0,0,7,2,9,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,6,0.5,398,84.5,LB
231,Demario Davis,17,6.5,0,0,49,100,0,1,2022,33,NOR,17,17,0,0,0,,0,0,,0,0,0,6.5,54,55,109,10,8,1,4,0,6,0,1,0,0,0,49,33,67.3,274,8.3,5.6,2,86.6,3,61,213,26,1,2,1,10,10,8.4,0,0,1132,100,4,0.9,MLB
232,Lavonte David,17,3,0,0,73,95.9,0,0,2022,32,TAM,17,17,0,0,0,,0,0,,0,0,0,3,80,44,124,10,3,0,0,0,5,0,1,0,0,1,73,55,75.3,376,6.8,5.2,1,90.9,3.7,156,220,24,0,0,0,3,9,6.8,0,0,1075,95.9,22,4.8,RILB
233,Nakobe Dean,17,0,0,0,3,3.1,0,0,2022,22,PHI,17,0,0,0,0,,0,0,,0,0,0,0,9,4,13,1,0,0,0,0,0,0,0,0,0,0,3,3,100,12,4,4,0,83.3,2.3,7,5,0,0,0,0,0,0,0,0,0,34,3.1,340,75.1,LB
234,Andrew Dowell,17,0,0,0,0,0,0,0,2022,26,NOR,17,0,0,0,0,,0,0,,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,379,84.8,LB
235,Troy Dye,17,0,0,0,3,3.4,0,0,2022,26,MIN,17,0,0,0,0,,0,0,,0,0,0,0,8,7,15,0,0,0,0,0,0,0,1,0,0,0,3,1,33.3,14,14,4.7,0,49.3,-3,-1,15,1,0,0,0,0,0,0,0,0,40,3.4,330,66.9,LB
236,T.J. Edwards,17,2,0,0,76,94.1,0,0,2022,26,PHI,17,17,0,0,0,,0,0,,0,0,0,2,99,60,159,10,5,0,0,0,7,0,1,0,0,0,76,53,69.7,400,7.5,5.3,0,82.1,2.6,79,321,23,4,3,0,9,11,6.5,0,0,1041,94.1,24,5.3,RLB
237,Samuel Eguavoen,17,0,0,0,4,3,0,0,2022,29,MIA,17,0,0,0,0,,0,0,,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,100,5,1.3,1.3,4,118.7,0.5,2,3,1,0,0,0,0,0,0,0,0,34,3,281,62,LB
238,Kaden Elliss,17,7,0,0,31,55.7,0,0,2022,27,NOR,17,11,0,0,0,,0,0,,0,0,0,7,43,35,78,7,10,0,0,0,2,0,0,0,0,2,31,19,61.3,176,9.3,5.7,0,76.8,5,82,94,24,1,2,0,11,5,6,0,0,630,55.7,278,62.2,RLB
239,Kingsley Enagbare,17,3,0,0,5,45,0,0,2022,22,GNB,17,7,0,0,0,,0,0,,0,0,0,3,18,13,31,5,8,0,0,0,3,0,0,0,0,0,5,4,80,25,6.3,5,0,87.5,-0.8,1,24,30,4,5,3,12,1,3.1,0,0,465,45,86,20.1,ROLB
240,Rashaan Evans,17,2,0,0,58,98.4,0,0,2022,27,ATL,17,17,0,0,0,,0,0,,0,0,0,2,86,73,159,6,3,0,0,0,4,0,2,3,0,1,58,45,77.6,480,10.7,8.3,2,112.6,6.5,276,204,31,1,1,1,4,3,1.9,0,0,1104,98.4,0,0,LLB
241,Tony Fields,17,0,6,0,12,25.3,0,1,2022,23,CLE,17,6,1,0,0,,0,0,,0,0,6,0,29,19,48,1,0,1,16,1,1,0,1,1,0,1,12,9,75,52,5.8,4.3,0,47.9,3.5,9,43,7,1,0,0,1,4,7.7,0,0,276,25.3,290,65.3,RLB
242,Demetrius Flannigan-Fowles,17,1,0,0,6,7.6,0,0,2022,26,SFO,17,0,0,0,0,,0,0,,0,0,0,1,13,9,22,1,1,0,0,0,0,0,0,0,0,0,6,6,100,87,14.5,14.5,0,118.7,9.7,58,29,3,0,0,0,1,1,4.3,0,0,81,7.6,276,63,LB
243,Leonard Floyd,17,9,0,0,13,85.7,0,0,2022,30,LAR,17,17,0,0,0,,0,0,,0,0,0,9,31,28,59,10,22,0,0,0,0,0,1,0,0,0,13,10,76.9,132,13.2,10.2,0,108.5,2.8,19,113,51,11,11,0,31,4,6.3,0,0,933,85.7,0,0,ROLB
244,Zaire Franklin,17,3,0,0,73,99.6,0,0,2022,26,IND,17,17,0,0,0,,0,0,,0,0,0,3,102,65,167,12,6,0,0,0,6,0,0,0,0,2,73,55,75.3,459,8.3,6.3,0,91.1,2.9,102,357,28,0,2,0,6,17,9.2,0,0,1134,99.6,178,39.2,RLB/MLB
245,Markus Golden,17,2.5,0,0,8,70.3,0,0,2022,31,ARI,17,14,0,0,0,,0,0,,0,0,0,2.5,22,26,48,7,20,0,0,0,0,0,0,0,0,0,8,5,62.5,40,8,5,0,75,-1.6,-1,41,54,4,15,0,22,1,2,0,0,781,70.3,0,0,ROLB
246,Darius Harris,17,1.5,0,0,21,25.3,0,0,2022,26,KAN,17,4,0,0,0,,0,0,,0,0,0,1.5,23,20,43,3,2,0,0,0,1,0,1,2,0,0,21,14,66.7,135,9.6,6.4,2,116.2,3,27,108,18,0,0,1,2,1,2.3,0,0,291,25.3,178,38.7,LB
247,Malik Harrison,17,0,0,0,11,22.7,0,0,2022,24,BAL,17,8,0,0,0,,0,0,,0,0,0,0,20,11,31,1,0,0,0,0,0,0,0,0,0,0,11,10,90.9,56,5.6,5.1,0,87.9,1.9,21,35,14,1,0,0,1,1,3.1,0,0,248,22.7,338,78.4,ROLB
248,Marquis Haynes,17,5,6,0,6,40.7,0,0,2022,29,CAR,17,1,1,0,0,,0,0,,0,0,6,5,20,9,29,7,13,0,0,0,4,0,1,44,1,0,6,6,100,22,3.7,3.7,0,81.9,-0.3,-2,24,0,4,7,4,16,1,3.3,0,0,470,40.7,78,16.6,LB
249,Jordan Hicks,17,3,0,0,63,80.5,0,1,2022,30,MIN,17,17,0,0,0,,0,0,,0,0,0,3,86,43,129,2,4,1,19,0,10,0,0,0,0,1,63,48,76.2,562,11.7,8.9,1,101.4,3.7,156,406,17,1,1,2,5,8,5.8,0,0,935,80.5,78,15.8,LILB
250,Alex Highsmith,17,14.5,0,0,8,88.4,0,0,2022,25,PIT,17,17,0,0,0,,0,0,,0,0,0,14.5,38,25,63,12,20,0,0,0,1,0,0,0,0,5,8,5,62.5,17,3.4,2.1,0,66.7,-0.5,-7,24,65,6,6,0,28,3,4.5,0,0,941,88.4,48,11,ROLB
251,Michael Hoecht,17,4.5,0,0,1,37.5,0,0,2022,25,LAR,17,6,0,0,0,,0,0,,0,0,0,4.5,23,13,36,4,9,0,0,0,0,0,0,0,0,1,1,1,100,17,17,17,0,118.7,2,2,15,4,3,4,0,12,2,5.3,2,0.2,408,37.5,369,82.9,DT/LB
252,Danielle Hunter,17,10.5,0,0,8,78,0,0,2022,28,MIN,17,17,0,0,0,,0,0,,0,0,0,10.5,46,19,65,12,22,0,0,0,3,0,0,0,0,1,8,8,100,64,8,8,0,100,1.3,10,54,23,11,11,3,34,3,4.4,0,0,906,78,18,3.7,LOLB
253,Melvin Ingram,17,6,6,0,8,44.8,0,0,2022,33,MIA,17,3,1,0,0,,0,0,,0,0,6,6,15,7,22,7,10,0,0,0,1,0,2,3,1,1,8,7,87.5,52,7.4,6.5,0,93.7,2.9,16,36,41,9,2,1,18,4,15.4,0,0,512,44.8,1,0.2,LB
254,Caleb Johnson,17,0,0,0,0,0,0,0,2022,24,JAX,17,0,0,0,0,,0,0,,0,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,281,66.6,LB
255,Ernest Jones,17,0,0,0,53,66.4,0,1,2022,23,LAR,17,11,0,0,0,,0,0,,0,0,0,0,66,48,114,4,1,1,0,0,2,0,0,0,0,1,53,42,79.2,333,7.9,6.3,0,85,3.4,128,205,13,1,1,0,2,7,5.8,1,0.1,723,66.4,83,18.7,LILB
256,Jamir Jones,17,0,0,0,1,8.1,0,0,2022,24,PIT,17,0,0,0,0,,0,0,,0,0,0,0,6,4,10,0,0,0,0,0,1,0,0,0,0,0,1,1,100,13,13,13,0,118.7,5,5,8,3,0,0,1,0,0,0,0,0,86,8.1,251,57.3,LB
257,Matt Judon,17,15.5,0,0,11,76.1,0,0,2022,30,NWE,17,15,0,0,0,,0,0,,0,0,0,15.5,36,24,60,14,28,0,0,0,3,0,1,1,0,2,11,7,63.6,47,6.7,4.3,0,72.9,1.2,0,47,35,13,12,2,42,1,1.6,0,0,860,76.1,8,1.8,LOLB
258,Eric Kendricks,17,1,6,0,85,94.3,0,0,2022,30,MIN,17,17,1,0,0,,0,0,,0,0,6,1,87,50,137,8,2,0,0,0,6,0,1,0,1,0,85,63,74.1,583,9.3,6.9,2,100.3,3.5,202,381,32,3,1,1,5,12,8.1,0,0,1095,94.3,79,16,RILB
259,Christian Kirksey,17,3,0,0,60,97.4,0,2,2022,30,HOU,17,17,0,0,0,,0,0,,0,0,0,3,82,42,124,7,7,2,18,0,5,0,1,0,0,0,60,45,75,407,9,6.8,2,90.1,5.3,166,241,32,1,4,0,9,10,7.5,0,0,1141,97.4,4,0.9,MLB
260,Malcolm Koonce,17,0,0,0,1,6,0,0,2022,24,LVR,17,0,0,0,0,,0,0,,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,1,1,100,2,2,2,0,79.2,-3,-3,5,0,2,0,0,2,0,0,0,0,68,6,260,57.4,LB
261,Carl Lawson,17,7,0,0,4,58.3,0,0,2022,27,NYJ,17,17,0,0,0,,0,0,,0,0,0,7,18,15,33,9,24,0,0,0,0,0,1,2,0,1,4,2,50,21,10.5,5.3,0,65.6,1.8,-3,24,13,2,16,0,26,2,5.7,0,0,663,58.3,18,3.9,LOLB
262,Devin Lloyd,17,0,0,0,79,79.6,0,3,2022,24,JAX,17,15,0,0,0,,0,0,,0,0,0,0,59,56,115,0,2,3,42,0,8,0,2,28,0,0,79,61,77.2,648,10.6,8.2,4,101.7,5,236,412,38,1,2,0,3,14,10.9,0,0,926,79.6,85,20.1,RILB
263,Boye Mafe,17,3,0,0,15,36.7,0,0,2022,24,SEA,17,3,0,0,0,,0,0,,0,0,0,3,28,13,41,3,4,0,0,0,0,0,0,0,0,0,15,12,80,122,10.2,8.1,1,122.8,4.1,11,111,16,4,1,0,8,3,6.8,0,0,424,36.7,69,14.8,LB
264,Luke Masterson,17,0,0,0,15,30.5,0,0,2022,24,LVR,17,7,0,0,0,,0,0,,0,0,0,0,30,29,59,4,1,0,0,0,0,0,0,0,0,0,15,14,93.3,125,8.9,8.3,2,141,3.8,47,78,3,0,1,0,1,2,3.3,0,0,344,30.5,307,67.8,RLB
265,Isaiah McDuffie,17,0,0,0,12,16.8,0,0,2022,23,GNB,17,1,0,0,0,,0,0,,0,0,0,0,27,16,43,0,0,0,0,0,0,0,1,0,0,0,12,9,75,73,8.1,6.1,1,117.7,4.4,31,42,4,0,0,0,0,1,2.3,0,0,174,16.8,263,61.4,LB
266,Micah McFadden,17,2,0,0,23,38.5,0,0,2022,22,NYG,17,7,0,0,0,,0,0,,0,0,0,2,36,23,59,6,2,0,0,0,0,0,0,0,0,1,23,20,87,211,10.6,9.2,1,119.4,2.9,61,150,24,1,0,0,3,3,4.8,0,0,435,38.5,117,24.8,RILB
267,Nicholas Morrow,17,0,0,0,44,99.8,0,1,2022,27,CHI,17,17,0,0,0,,0,0,,0,0,0,0,83,33,116,11,0,1,5,0,2,0,0,0,0,0,44,33,75,333,10.1,7.6,2,101.8,6.5,150,183,24,5,0,0,5,6,4.9,0,0,1086,99.8,91,20.9,LLB
268,C.J. Mosley,17,1,0,0,87,97.9,0,1,2022,30,NYJ,17,17,0,0,0,,0,0,,0,0,0,1,99,59,158,5,3,1,0,0,7,0,1,0,0,0,87,57,65.5,643,11.3,7.4,3,94.2,5.7,278,365,13,1,2,0,4,7,4.2,0,0,1114,97.9,95,20.7,RILB
269,Kenneth Murray,17,1,0,0,45,68.7,0,1,2022,24,LAC,17,16,0,0,0,,0,0,,0,0,0,1,50,26,76,7,4,1,16,0,3,0,0,0,0,1,45,33,73.3,270,8.2,6,1,86.3,2.7,68,202,26,2,3,0,6,7,8.4,0,0,719,68.7,22,4.8,MLB
270,Tanner Muse,17,0,0,0,5,6.9,0,0,2022,26,SEA,17,1,0,0,0,,0,0,,0,0,0,0,11,5,16,0,0,0,0,0,1,0,0,0,0,0,5,2,40,17,8.5,3.4,0,49.6,5.6,5,12,0,0,0,0,0,0,0,0,0,80,6.9,325,69.7,LB
271,Anthony Nelson,17,5.5,0,0,9,56.5,0,0,2022,25,TAM,17,8,0,0,0,,0,0,,0,0,0,5.5,26,20,46,4,6,0,0,0,0,0,1,0,0,3,9,7,77.8,44,6.3,4.9,0,87,1.2,10,34,17,3,1,0,10,1,2.1,0,0,633,56.5,270,58.7,LOLB
272,Ben Niemann,17,0,0,0,25,43.3,0,0,2022,27,ARI,17,9,0,0,0,,0,0,,0,0,0,0,38,32,70,2,1,0,0,0,1,0,1,0,0,0,25,19,76,119,6.3,4.8,0,85.2,0.4,5,114,14,1,1,0,2,0,0,0,0,481,43.3,184,40.4,LB
273,Nick Niemann,17,0,0,0,0,0.8,0,0,2022,25,LAC,17,0,0,0,0,,0,0,,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,8,0.8,303,65.4,LB
274,Uchenna Nwosu,17,9.5,0,0,16,78.2,0,0,2022,26,SEA,17,17,0,0,0,,0,0,,0,0,0,9.5,42,24,66,12,26,0,0,0,4,0,2,4,0,3,16,12,75,142,11.8,8.9,0,101.6,1.3,-14,156,30,3,15,3,28,4,5.7,0,0,904,78.2,62,13.3,LOLB
275,Amen Ogbongbemiga,17,0,0,0,2,1.3,0,0,2022,24,LAC,17,0,0,0,0,,0,0,,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,2,1,50,19,19,9.5,0,83.3,9,17,2,0,0,0,0,0,0,0,0,0,14,1.3,356,76.9,LB
